ejercicio;programa;subprograma;proyecto;descripcion
2014;11;110;;ASUNTOS PATRIMONIALE
2014;11;;;ASUNTOS PATRIMONIALE
2014;12;120;1200;ASUNTOS INST.Y EMPLE
2014;12;120;1201;CONST.AMPL.Y.MODERNI
2014;12;120;12082;PLAN SARMIENTO
2014;12;120;12095;MANTENIMIENTO COMUNA
2014;12;120;;ASUNTOS INST.Y EMPLE
2014;12;;;ASUNTOS INST.Y EMPLE
2014;4;40;400;ACT CEN. VICEJEF GOB
2014;4;40;401;EQUIPAMIENTO ELECTRO
2014;4;40;402;HOGARES PARA LICITAR
2014;4;40;4087;MANTENIMIENTO COMUNA
2014;4;40;;ACT CEN. VICEJEF GOB
2014;4;;;ACT CEN. VICEJEF GOB
2014;6;60;600;ACT COMUN PROG 16 Y 
2014;6;60;6089;MANTENIMIENTO COMUNA
2014;6;60;;ACT COMUN PROG 16 Y 
2014;6;;;ACT COMUN PROG 16 Y 
2014;45;450;4500;DISEÑO,COORD Y MONIT
2014;45;450;45065;PUESTA EN VALOR PAST
2014;45;450;;DISEÑO,COORD Y MONIT
2014;45;;;DISEÑO,COORD Y MONIT
2014;21;210;2100;RELACIONES CON LOS C
2014;21;210;21099;MANT. INT. METROBUS
2014;21;210;;RELACIONES CON LOS C
2014;21;;;RELACIONES CON LOS C
2014;27;270;2700;RELAC.PROTOCOL
2014;27;270;;RELAC.PROTOCOL
2014;27;;;RELAC.PROTOCOL
2014;3;30;300;ACT.COM. PROG 21-27-
2014;3;30;303;CONSTRUCC.CTROS ASIS
2014;3;30;301;CONSTRUCC.CTROS ASIS
2014;3;30;302;CENTRO DE LA MUJER
2014;3;30;304;REFORMA INTEGRAL CAF
2014;3;30;305;CONSTRUCCIONES VARIA
2014;3;30;3051;Ampliación, rem. y p
2014;3;30;3086;MANTENIMIENTO COMUNA
2014;3;30;;ACT.COM. PROG 21-27-
2014;3;;;ACT.COM. PROG 21-27-
2014;28;280;2800;INTERNAC. Y COOP.
2014;28;280;;INTERNAC. Y COOP.
2014;28;;;INTERNAC. Y COOP.
2014;31;310;3100;COMUNIC.Y OP.VECINO
2014;31;310;3101;AJUSTE DE LA RED PLU
2014;31;310;31060;A.CU.MA.R. - OBRAS H
2014;31;310;;COMUNIC.Y OP.VECINO
2014;31;;;COMUNIC.Y OP.VECINO
2014;5;50;500;DES.ACT.COMUNICACION
2014;5;50;501;INFRAESTR.  COMUNICACIONES
2014;5;50;5088;MANTENIMIENTO COMUNA
2014;5;50;;DES.ACT.COMUNICACION
2014;5;;;DES.ACT.COMUNICACION
2014;15;150;1501;PRESERVACIÓN PALACIO
2014;15;150;1500;PLANEAMIENTO.Y.CONTR
2014;15;150;1502;Mejoramiento Y Puest
2014;15;150;1504;CENTRO COMER A CIELO ABIERTO
2014;15;150;15098;MANTENIMIENTO COMUNA
2014;15;150;;MANTENIMIENTO PALACI
2014;15;;;MANTENIMIENTO PALACI
2014;51;510;5100;SEÑAL AM  Y FM
2014;51;510;;SEÑAL AM  Y FM
2014;51;;;SEÑAL AM  Y FM
2014;14;140;1400;UPE MEDIOS DE DIFUSI
2014;14;140;1401;Proyecto Ejecutivo R
2014;14;140;1402;READECUACION DEL SIS
2014;14;140;14097;MANTENIMIENTO COMUNA
2014;14;140;;UPE MEDIOS DE DIFUSI
2014;14;;;UPE MEDIOS DE DIFUSI
2014;52;520;5200;CABLE DE LA CIUDAD
2014;52;520;5202;ACUMAR
2014;52;520;52060;A.CU.MAR - RIACHUELO
2014;52;520;52071;DISPOSICION FINAL RE
2014;52;520;;CABLE DE LA CIUDAD
2014;52;;;CABLE DE LA CIUDAD
2014;81;8133;81330;HOSP. SANTA LUCÍA
2014;81;8133;813365;PUESTA EN VALOR SANT
2014;81;8133;;HOSP. SANTA LUCÍA
2014;81;8112;81120;HOSP. ARGERICH
2014;81;8112;811265;PUE. EN VALOR H C. A
2014;81;8112;;HOSP. ARGERICH
2014;81;8117;81170;HOSP. DE NIÑOS ELIZA
2014;81;8117;811765;PUE. EN VALOR H P. E
2014;81;8117;;HOSP. DE NIÑOS ELIZA
2014;81;8119;81190;HOSP. MARÍA FERRER
2014;81;8119;811965;PUE. EN VALOR H M. F
2014;81;8119;;HOSP. MARÍA FERRER
2014;81;8123;81230;HOSP. DE ENF. INFEC.
2014;81;8123;812365;PUE. EN VALOR H F. J
2014;81;8123;;HOSP. DE ENF. INFEC.
2014;81;8125;81250;HOSP. JOSÉ M. PENNA
2014;81;8125;812565;PUE. EN VALOR J. M. 
2014;81;8125;;HOSP. JOSÉ M. PENNA
2014;81;8129;81290;HOSP. DE ODONT. INF.
2014;81;8129;812965;PTA EN VALOR ODONTOLOG.
2014;81;8129;;HOSP. DE ODONT. INF.
2014;81;8130;81300;HOSP. JOSÉ RAMOS MEJ
2014;81;8130;813065;PUE. EN VALOR J. M R
2014;81;8130;;HOSP. JOSÉ RAMOS MEJ
2014;81;8135;81350;HOSP. MATERNO INF. S
2014;81;8135;813565;PUE. EN VALOR H R. S
2014;81;8135;;HOSP. MATERNO INF. S
2014;81;8139;81390;HOSP. GASTROENT. UDA
2014;81;8139;813965;PUE. EN VALOR B. UDA
2014;81;8139;;HOSP. GASTROENT. UDA
2014;81;810;8100;ATEN.MÉDICA REGIÓN S
2014;81;810;;ATEN.MÉDICA REGIÓN S
2014;81;;;ATEN.MÉDICA REGIÓN S
2014;33;330;3300;SEGURIDAD VIAL
2014;33;330;;SEGURIDAD VIAL
2014;33;;;SEGURIDAD VIAL
2014;58;580;5800;POL MET
2014;58;580;5801;CONST Y REM, COMIS, 
2014;58;580;5803;INFRAESTRUCTURA POLI
2014;58;580;58068;EQUIP. JEFAT CENTRAL
2014;58;580;;POL MET
2014;58;;;POL MET
2014;35;350;3500;PROM. DES. MOV. SALU
2014;35;350;3501;MEJ. INFRAEST. MOV. 
2014;35;350;35060;A.CU.MAR - MEJ.INFRA.MOV.SALUD
2014;35;350;3502;CUIDADO Y  PTA EN VA
2014;35;350;3503;Cuidado y preservaci
2014;35;350;3504;JARDIN BOTANICO
2014;35;350;35072;Valorización de los 
2014;35;350;35079;GRANDES PARQUES
2014;35;350;35080;VALORIZA. ESPACIOS V
2014;35;350;;PROM. DES. MOV. SALU
2014;35;;;PROM. DES. MOV. SALU
2014;8;80;800;A.C.P.31,33,35,36,68
2014;8;80;801;CONS Y PUEST EN VALO
2014;8;80;8091;MANTENIMIENTO COMUNA
2014;8;80;;A.C.P.31,33,35,36,68
2014;8;;;A.C.P.31,33,35,36,68
2014;68;680;6800;VERIFICACIÓN TÉCNICA
2014;68;680;6801;OBRAS RECUP.TRAZA EX
2014;68;680;;VERIFICACIÓN TÉCNICA
2014;68;;;VERIFICACIÓN TÉCNICA
2014;70;700;7001;TRANS. MASIV. BUSES 
2014;70;700;7000;APL.NORMAS PLANEAMIE
2014;70;700;;TRANSPORTE MASIVO DE
2014;70;;;TRANSPORTE MASIVO DE
2014;7;70;700;ACT.COM.A.PROG. 72 y
2014;7;70;701;ADQUIS.Y MEJORAM.ESP
2014;7;70;702;FINALIZACIÓN PLAN DE
2014;7;70;7090;MANTENIMIENTO COMUNA
2014;7;70;;ACT.COM.A.PROG. 72 y
2014;7;;;ACT.COM.A.PROG. 72 y
2014;73;730;7300;SEÑALAMIENTO VIAL
2014;73;730;7301;OBRAS SEÑALAMIENTO V
2014;73;730;7302;OBRAS DE DEMARCACIÓN
2014;73;730;73060;A.CU.MAR - OBRAS SEÑANL. VERTI
2014;73;730;;SEÑALAMIENTO VIAL
2014;73;;;SEÑALAMIENTO VIAL
2014;49;490;4900;SAME
2014;49;490;;SAME
2014;49;;;SAME
2014;72;720;7200;SEÑALIZACIÓN LUMINOS
2014;72;720;72060;A.CU.MAR - CEN.CON.CEN.TRANSIT
2014;72;720;72066;CENTRO CONTROL CENT.
2014;72;720;;SEÑALIZACIÓN LUMINOS
2014;72;;;SEÑALIZACIÓN LUMINOS
2014;13;130;1300;ORG JUEG. OLIMP JUV BS AS 2018
2014;13;130;1301;OBRAS JUEGOS OLIMPICOS 2018
2014;13;130;13078;RECURSOS PEDAG Y TEC
2014;13;130;13096;MANTENIMIENTO COMUNA
2014;13;130;;ORG JUEG. OLIMP JUV BS AS 2018
2014;13;;;ORG JUEG. OLIMP JUV BS AS 2018
2014;36;360;3600;EMISIÓN DE LICENCIAS
2014;36;360;;EMISIÓN DE LICENCIAS
2014;36;;;EMISIÓN DE LICENCIAS
2014;74;740;7400;ORD.TRANSP.PUB.Y.PRI
2014;74;740;7402;CENTROS DE TRASBORDO
2014;74;740;7403;O. READEC. COMP. MEJ
2014;74;740;7404;INTERFERENCIAS FERROVIALES
2014;74;740;7401;Valorización de Edif
2014;74;740;;ORD.TRANSP.PUB.Y.PRI
2014;74;;;ORD.TRANSP.PUB.Y.PRI
2014;32;320;3200;FORTAL.DIVERSIDAD.CU
2014;32;320;;FORTAL.DIVERSIDAD.CU
2014;32;;;FORTAL.DIVERSIDAD.CU
2014;37;370;3700;CONS.CIUD.CAMBIO.CUL
2014;37;370;37076;Mantenimiento y Opti
2014;37;370;;CONS.CIUD.CAMBIO.CUL
2014;37;;;CONS.CIUD.CAMBIO.CUL
2014;26;260;2600;GEST.PQUE.MEMOR.Y.MO
2014;26;260;2601;MONUMENTO VÍCTIMAS T
2014;26;260;2602;MEJORA.AMPL.INFRAEST
2014;26;260;;GEST.PQUE.MEMOR.Y.MO
2014;26;;;GEST.PQUE.MEMOR.Y.MO
2014;39;390;3900;ENLACE.C/ORGANISMOS 
2014;39;390;;ENLACE.C/ORGANISMOS 
2014;39;;;ENLACE.C/ORGANISMOS 
2014;38;380;3800;COMPACTACION DE BIEN
2014;38;380;;COMPACTACION DE BIEN
2014;38;;;COMPACTACION DE BIEN
2014;53;530;5300;PLANIF Y CONTROL DEF
2014;53;530;5301;REMOD. EDIFICIO DEFE
2014;53;530;53010;OBRAS NUEVAS, AMPL, 
2014;53;530;53011;OBRAS CIV ALBÑ FACHA
2014;53;530;53015;OBR CIVILES ALBAÑ, F
2014;53;530;53020;ADECUACION INSTALACI
2014;53;530;53016;OBRAS CIV ALBÑ FACHA
2014;53;530;53021;ADECUACION INSTALACI
2014;53;530;53022;ADECUACION INSTALCI
2014;53;530;53023;ADECUACION INSTALACI
2014;53;530;53025;OTRAS OBRAS E INSTAL
2014;53;530;53026;OTRAS OBRAS E INSTAL
2014;53;530;53060;A.CU.MAR -  OBRAS E INSTALACIO
2014;53;530;;PLANIF Y CONTROL DEF
2014;53;;;PLANIF Y CONTROL DEF
2014;54;540;5400;APOYO LOGISTICO EN E
2014;54;540;54079;MITIG RIESGOS Y ESC 
2014;54;540;;APOYO LOGISTICO EN E
2014;54;;;APOYO LOGISTICO EN E
2014;25;250;2500;ACCIONES DE LA SSJUS
2014;25;250;2501;REVITALIZACIÓN Y MEJ
2014;25;250;2502;PRIORIDAD PEATON
2014;25;250;2503;OBRAS COMPLEMENTARIA
2014;25;250;25060;A.CU.MA.R. - OBRAS A
2014;25;250;;ACCIONES DE LA SSJUS
2014;25;;;ACCIONES DE LA SSJUS
2014;22;220;2200;GESTION ELECTORAL
2014;22;220;2208;INTERV. INTERREGIONALES
2014;22;220;2209;LEY 3011 - LIGA ISRA
2014;22;220;22010;OBRAS EDIFICIOS ADM 
2014;22;220;22011;OBRAS EFECTORES RS I
2014;22;220;22012;OBRAS EFECTORES RS I
2014;22;220;22013;OBRAS EFECTORES RS I
2014;22;220;22014;OBRAS EFECTORES RS I
2014;22;220;22015;OBRAS EFECT SALUD ME
2014;22;220;22060;ACUMAR - CESAC N° 16
2014;22;220;22065;PUESTA EN VALOR CESA
2014;22;220;22066;PROYECTOS E INSPECCI
2014;22;220;2201;REMODELACION EDIF. F
2014;22;220;2202;REFUNC. FLOTA AUTOMO
2014;22;220;;GESTION ELECTORAL
2014;22;;;GESTION ELECTORAL
2014;23;230;2300;ADM DE INFRACCIONES 
2014;23;230;;ADM DE INFRACCIONES 
2014;23;;;ADM DE INFRACCIONES 
2014;57;570;5700;ACC. ADM. P.M
2014;57;570;5701;VA. OLIMPICA Y SEDES DEPORTIVA
2014;57;570;57080;INTERV DESCONCENTRAD
2014;57;570;57081;ADECUACION INTEGRAL
2014;57;570;;ACC. ADM. P.M
2014;57;;;ACC. ADM. P.M
2014;42;420;4200;COORD. INSTITUCIONAL
2014;42;420;;COORD. INSTITUCIONAL
2014;42;;;COORD. INSTITUCIONAL
2014;9;90;900;ACT. COM. PROG 20 Y 
2014;9;90;9092;MANTENIMIENTO COMUNA
2014;9;90;;ACT. COM. PROG 20 Y 
2014;9;;;ACT. COM. PROG 20 Y 
2014;77;770;7700;UPE CUMAR
2014;77;770;7701;COST. SUR CONT. O. SANIT. ELEC
2014;77;770;;UPE CUMAR
2014;77;;;UPE CUMAR
2014;75;750;7500;COOP.PROV.MUN.
2014;75;750;7501;ORDENAMIENTO ESP.PUB
2014;75;750;;COOP.PROV.MUN.
2014;75;;;COOP.PROV.MUN.
2014;76;760;7600;CASAS DE LA CABA
2014;76;760;7601;INSPECCIÓN DEL USO D
2014;76;760;;CASAS DE LA CABA
2014;76;;;CASAS DE LA CABA
2014;66;660;6600;CATASTRO
2014;66;660;6601;IMPLEM.LEY CATASTRO 
2014;66;660;;CATASTRO
2014;66;;;CATASTRO
2014;69;690;6900;INST.ACT.PLAN URBANO
2014;69;690;6901;EST ESTR IMP NUEVAS NORMATIVAS
2014;69;690;6902;MANTENIMIENTO EDIF. 
2014;69;690;;INST.ACT.PLAN URBANO
2014;69;;;INST.ACT.PLAN URBANO
2014;82;8255;82550;HOSP.  GRIERSON
2014;82;8255;825565;PUESTA EN VALOR HOSPITALES
2014;82;8255;;HOSP.  GRIERSON
2014;82;8210;82100;HOSP. ÁLVAREZ
2014;82;8210;821065;PUE. EN VALOR H T AL
2014;82;8210;;HOSP. ÁLVAREZ
2014;82;8226;82260;HOSP. PIÑERO
2014;82;8226;822665;PUE. EN VALOR H P. P
2014;82;8226;;HOSP. PIÑERO
2014;82;8234;82340;HOSP. SANTOJANNI
2014;82;8234;823465;PUE. EN VALOR D. F. 
2014;82;8234;;HOSP. SANTOJANNI
2014;82;820;8200;ATEN. MÉDICA REG.SAN
2014;82;820;;ATEN. MÉDICA REG.SAN
2014;82;;;ATEN. MÉDICA REG.SAN
2014;71;710;7100;PLANIF.DESARR.ESPACI
2014;71;710;7101;SUSTENTABIL.URBANA Y
2014;71;710;7102;PLAN DE COMUNAS
2014;71;710;7103;ESTUDIO MACROCENTRO
2014;71;710;7104;NUEVAS CENTRALIDADES
2014;71;710;7105;REVITALIZACION ESP. PUB Y PRIV
2014;71;710;;PLANIF.DESARR.ESPACI
2014;71;;;PLANIF.DESARR.ESPACI
2014;85;850;8500;PROYECTOS DE INGENIE
2014;85;850;8501;PROY.  INGENIERIA HI
2014;85;850;8502;PROYECTOS DE INGENIE
2014;85;850;8503;PYTOS.OBR.INFRAESTRU
2014;85;850;85065;PUESTA EN VALOR CESA
2014;85;850;85051;SIST. TRIBUTARIO DE 
2014;85;850;;PROYECTOS DE INGENIE
2014;85;8511;85110;HOSP. PSIQ. ALVEAR
2014;85;8511;851165;PUE. EN VALOR H T. D
2014;85;8511;;HOSP. PSIQ. ALVEAR
2014;85;8513;85130;HOSP. PSIQ. BORDA
2014;85;8513;851365;P VALOR S. MENTAL
2014;85;8513;;HOSP. PSIQ. BORDA
2014;85;8522;85220;HOSP. PSIQ. MOYANO
2014;85;8522;852265;PTA EN VALOR S MENTA
2014;85;8522;;HOSP. PSIQ. MOYANO
2014;85;8536;85360;TALLERES PROTEGIDOS
2014;85;8536;853665;PUE EN VALOR TALL. P
2014;85;8536;;TALLERES PROTEGIDOS
2014;85;8537;85370;HOSP. PSIQ. .TOBAR G
2014;85;8537;853765;PUE. EN VALOR H T. G
2014;85;8537;;HOSP. PSIQ. .TOBAR G
2014;85;8543;85430;CTRO.SALUD MENT.AMEG
2014;85;8543;854365;PUES. VALOR CENT SAL
2014;85;8543;;CTRO.SALUD MENT.AMEG
2014;85;8550;85500;CTRO. SALUD MENTAL R
2014;85;8550;;CTRO. SALUD MENTAL R
2014;85;;;PROYECTOS DE INGENIE
2014;24;240;2400;OBRAS  INFRAESTRUCTU
2014;24;240;2401;OBRAS DE INGEN.MEC. 
2014;24;240;2404;INTERV.P/EVITAR CONGEST.TRANSI
2014;24;240;2405;CRUCES FERROV.A DIST.NIVEL
2014;24;240;;OBRAS  INFRAESTRUCTU
2014;24;;;OBRAS  INFRAESTRUCTU
2014;64;640;6400;PROMOCION URBANA
2014;64;640;6401;INTERV.EN EL ESPACIO
2014;64;640;;PROMOCION URBANA
2014;64;;;PROMOCION URBANA
2014;65;650;6500;UNID.SISTEM INTEL.TE
2014;65;650;6501;PARCELA DIGITAL INTE
2014;65;650;;UNID.SISTEM INTEL.TE
2014;65;;;UNID.SISTEM INTEL.TE
2014;67;670;6700;REG.DE OBRAS E INSTA
2014;67;670;6701;DIGITALIZ. DOCUM. RE
2014;67;670;;REG.DE OBRAS E INSTA
2014;67;;;REG.DE OBRAS E INSTA
2014;79;790;7900;MANT. RED PLUVIAL
2014;79;790;79060;A.CU.MAR - MEJ.SIST.PLUVIAL
2014;79;790;79070;MEJORAMIENTO DEL SIS
2014;79;790;;MANT. RED PLUVIAL
2014;79;;;MANT. RED PLUVIAL
2014;56;560;5600;CONTROL DE HIGIENE
2014;56;560;56083;DESARROLLO E IMPLEME
2014;56;560;;CONTROL DE HIGIENE
2014;56;;;CONTROL DE HIGIENE
2014;59;590;5900;DES.DE NUEVAS TECNOL
2014;59;590;5901;INFOR.DE LOS REC. NO
2014;59;590;5902;INT. EFICIENCIA ENER
2014;59;590;;DES.DE NUEVAS TECNOL
2014;59;;;DES.DE NUEVAS TECNOL
2014;78;780;7800;REO.PU VA MANT Z MIC
2014;78;780;7801;MANT. INT. MICROCENTRO
2014;78;780;7804;PRIORIDAD PEATON
2014;78;780;;REO.PU VA MANT Z MIC
2014;78;;;REO.PU VA MANT Z MIC
2014;63;630;6300;INSTITUTO DEL TRANSP
2014;63;630;;INSTITUTO DEL TRANSP
2014;63;;;INSTITUTO DEL TRANSP
2014;61;610;6100;PROM.Y CUID.SALUD DE
2014;61;610;6101;RECUP. CONS. PTA. VA
2014;61;610;6102;REMODELACION DE MUSE
2014;61;610;6104;DIRECCION GENERAL DE
2014;61;610;6103;ESPACIO PÚBLICO DIST
2014;61;610;;PROM.Y CUID.SALUD DE
2014;61;;;PROM.Y CUID.SALUD DE
2014;62;620;6200;PREV Y PROTECCIÓN SA
2014;62;620;;PREV Y PROTECCIÓN SA
2014;62;;;PREV Y PROTECCIÓN SA
2014;86;860;8600;HOSP.DE PEDIATRÍA J.
2014;86;860;;HOSP.DE PEDIATRÍA J.
2014;86;;;HOSP.DE PEDIATRÍA J.
2014;34;340;3400;ENSEÑANZA DE LAS ART
2014;34;340;3401;CONSERVATORIO M. FAL
2014;34;340;34077;BACHEO SIN COMBUSTION
2014;34;340;34079;MEJORAMT. VIAS PEATO
2014;34;340;;ENSEÑANZA DE LAS ART
2014;34;;;ENSEÑANZA DE LAS ART
2014;43;430;4300;ASIST.FLIA ALTA VULN
2014;43;430;;ASIST.FLIA ALTA VULN
2014;43;;;ASIST.FLIA ALTA VULN
2014;44;440;4400;ASIST.INTEGRAL A LOS
2014;44;440;4401;DIGITALIZACION
2014;44;440;4402;REGISTRO MULTIPROPOS
2014;44;440;4403;TRAMITACION ELECTRON
2014;44;440;4404;GOBIERNO ABIERTO
2014;44;440;4405;BS. AS. INNOVADORA Y
2014;44;440;4406;CIUDAD INTELIGENTE
2014;44;440;4407;DATAWAREHOUSE CORP. 
2014;44;440;;ASIST.INTEGRAL A LOS
2014;44;;;ASIST.INTEGRAL A LOS
2014;47;470;4700;PROGRAMA PROMUDEMI
2014;47;470;;PROGRAMA PROMUDEMI
2014;47;;;PROGRAMA PROMUDEMI
2014;41;410;4100;C/T DERECHO CIUDADAN
2014;41;410;4102;DESARROLLO CAPITAL H
2014;41;410;4104;REFAC. EDIFIC. MEDIC
2014;41;410;;C/T DERECHO CIUDADAN
2014;41;;;C/T DERECHO CIUDADAN
2014;46;460;4600;FORMACION E INCLUS.P
2014;46;460;46086;EVALUACION PARA LA M
2014;46;460;;FORMACION E INCLUS.P
2014;46;;;FORMACION E INCLUS.P
2014;29;290;2900;RELAC. INST. Y CON L
2014;29;290;2901;FORT.DEL SIST.DE ADM
2014;29;290;2902;DESAR.SIST.DECISION 
2014;29;290;;RELAC. INST. Y CON L
2014;29;;;RELAC. INST. Y CON L
2014;55;550;5500;EXP.ART.EN EL COMPLE
2014;55;550;5501;EQUIPAMIENTO Y MOBIL
2014;55;550;;EXP.ART.EN EL COMPLE
2014;55;;;EXP.ART.EN EL COMPLE
2014;48;480;4800;PROMOC. RELACIONES L
2014;48;480;;PROMOC. RELACIONES L
2014;48;;;PROMOC. RELACIONES L
2014;95;950;9500;APLICACIONES FINANCI
2014;95;950;9501;GOBIERNO ELECTRONICO
2014;95;950;;APLICACIONES FINANCI
2014;95;;;APLICACIONES FINANCI
2014;91;910;9100;GESTION DE HAB. Y PE
2014;91;910;;GESTION DE HAB. Y PE
2014;91;;;GESTION DE HAB. Y PE
2014;92;920;9200;FISCALIZACION DE ACT
2014;92;920;;FISCALIZACION DE ACT
2014;92;;;FISCALIZACION DE ACT
2014;93;930;9300;FISCALIZACION DE OBR
2014;93;930;;FISCALIZACION DE OBR
2014;93;;;FISCALIZACION DE OBR
2014;94;940;9400;FISCALIZ. DE EST.Y A
