ejercicio;programa;subprograma;proyecto;descripcion
2013;030;03002;;INV.Y RES.PENAL, CONTR.Y FALTA
2013;030;03003;0300300;DEFENSA DE LA LEGALIDAD
2013;030;03003;;DEFENSA DE LA LEGALIDAD
2013;030;;;MINISTERIO PUBLICO FISCAL
2013;040;04000;0400000;COMISION CONJUNTA DE ADMINISTRACION MINISTERIO PUBLICO
2013;040;04000;0400074;ADECUACION MEJORES Y MANTENIMIENTO DE INFRAESTRUCTURA
2013;040;04000;0400075;PUESTA EN VALOR, REFACCION, REMODELACION Y/O RECICLAJE DE LA INFRAESTRUCTURA EDILICIA
2013;040;04000;;COMISION CONJUNTA DE ADMINISTRACION MINISTERIO PUBLICO
2013;040;;;COMISION CONJUNTA DE ADMINISTRACION MINISTERIO PUBLICO
2013;001;00100;0010000;ACTIVIDADES CENTRALES
2013;001;00100;0010001;OBRAS EN EDIFICIO TRIBUNAL SUPERIOR DE JUSTICIA
2013;001;00100;0010002;CENTRO DE MONITOREO Y CONTROL- SALA DE GESTION VIRTUAL
2013;001;00100;0010003;EQUIPAMIENTO INFORMATICO Y DE COMUNICACIONES
2013;001;00100;0010004;ACTIVIDADES CENTRALES SALUD
2013;001;00100;0010084;SERVICIOS DE MANTENIMIENTO - COMUNA 1
2013;001;00100;;ACTIVIDADES CENTRALES
2013;001;;;ACTIVIDADES CENTRALES
2013;002;00200;0020000;TUTELA JUDICIAL
2013;002;00200;0020001;DISEÑO, CONSTRUCCION , IMPLEMENTACION Y PUESTA EN MARCHA CENTRO DE IDENT Y ALOJA PROV DE N
2013;002;00200;0020002;CENTROS DE EVACUADOS
2013;002;00200;0020003;MEJORAS EDILICIAS
2013;002;00200;0020085;SERVICIOS DE MANTENIMIENTO - COMUNA 2
2013;002;00200;;TUTELA JUDICIAL
2013;002;;;TUTELA JUDICIAL
2013;017;01700;0170000;JUSTICIA CONTENCIOSA, ADMINISTRATIVA Y TRIBUTARIA
2013;017;01700;0170001;ADQUISICION Y PUESTA EN FUNCIONAMIENTO DE EXPEDIENTES
2013;017;01700;0170002;REPARACION DE TECHOS Y CUBIERTAS EDIFICIO DE IMPRENTA
2013;017;01700;;JUSTICIA CONTENCIOSA, ADMINISTRATIVA Y TRIBUTARIA
2013;017;;;JUSTICIA CONTENCIOSA, ADMINISTRATIVA Y TRIBUTARIA
2013;018;01800;0180000;JUSTICIA PENAL, CONTRAVENCIONAL Y DE FALTAS
2013;018;01800;0180001;NODO OBELISCO
2013;018;01800;0180002;CONSTRUCCION INTEGRAL Y PUESTA EN SERVICIO LINEA H DE SUBTERRANEOS
2013;018;01800;;JUSTICIA PENAL, CONTRAVENCIONAL Y DE FALTAS
2013;018;;;JUSTICIA PENAL, CONTRAVENCIONAL Y DE FALTAS
2013;019;01900;0190000;METODOS ALTERNATIVOS DE RESOLUCION DE CONFLICTOS Y JUSTICIA VECINAL
2013;019;01900;;METODOS ALTERNATIVOS DE RESOLUCION DE CONFLICTOS Y JUSTICIA VECINAL
2013;019;;;METODOS ALTERNATIVOS DE RESOLUCION DE CONFLICTOS Y JUSTICIA VECINAL
2013;011;01100;0110000;ASUNTOS PATRIMONIALES Y FISCALES
2013;011;01100;0110001;CENTROS VERDES
2013;011;01100;0110002;REACONDICIONAMIENTO OFICINAS DE BIENES EN DESUSO
2013;011;01100;0110094;SERVICIOS DE MANTENIMIENTO - COMUNA 11
2013;011;01100;;ASUNTOS PATRIMONIALES Y FISCALES
2013;011;;;ASUNTOS PATRIMONIALES Y FISCALES
2013;012;01200;0120000;ASUNTOS INSTITUCIONALES Y EMPLEO PUBLICO
2013;012;01200;0120001;CONSTRUCCION LINEA H DE SUBTERRANEOS
2013;012;01200;0120002;PROLONGACION DE LA LINEA B DE SUBTERRANEOS
2013;012;01200;0120003;AMPLIACION Y MODERNIZACION COMUNICACIONAL RED DE SUBTERRANEOS
2013;012;01200;0120005;MEJORAS EN LINEAS DE SUBTES
2013;012;01200;0120004;"LINEAS ""B"", ""C"" Y ""D"""
2013;012;01200;0120082;PLAN SARMIENTO
2013;012;01200;0120095;SERVICIOS DE MANTENIMIENTO - COMUNA 12
2013;012;01200;;ASUNTOS INSTITUCIONALES Y EMPLEO PUBLICO
2013;012;;;ASUNTOS INSTITUCIONALES Y EMPLEO PUBLICO
2013;004;00400;0040000;ACTIVIDADES CENTRALES DE VICEJEFATURA DE GOBIERNO
2013;004;00400;0040067;EQUIPAMIENTO ELECTRONICO DEL CENTRO UNICO DE COMANDO Y CONTROL
2013;004;00400;0040001;CONSTRUCCIONES EN HOGARES DE ANCIANOS
2013;004;00400;0040087;SERVICIOS DE MANTENIMIENTO - COMUNA 4
2013;004;00400;;ACTIVIDADES CENTRALES DE VICEJEFATURA DE GOBIERNO
2013;004;;;ACTIVIDADES CENTRALES DE VICEJEFATURA DE GOBIERNO
2013;006;00600;0060000;ACTIVIDADES COMUNES A LOS PROGRAMAS 16 Y 45
2013;006;00600;0060001;PUESTAS EN VALOR EN VILLAS Y COMPLEJOS HABITACIONALES
2013;006;00600;0060089;SERVICIOS DE MANTENIMIENTO - COMUNA 6
2013;006;00600;;ACTIVIDADES COMUNES A LOS PROGRAMAS 16 Y 45
2013;006;;;ACTIVIDADES COMUNES A LOS PROGRAMAS 16 Y 45
2013;045;04500;0450000;DISEÑO, COORDINACION Y MONITOREO DE POLITICAS DE JUVENTUD
2013;045;04500;0450065;PUESTA EN VALOR INSTITUTO PASTEUR
2013;045;04500;;DISEÑO, COORDINACION Y MONITOREO DE POLITICAS DE JUVENTUD
2013;045;;;DISEÑO, COORDINACION Y MONITOREO DE POLITICAS DE JUVENTUD
2013;021;02100;0210000;RELACIONES CON LOS CULTOS
2013;021;02100;;RELACIONES CON LOS CULTOS
2013;021;;;RELACIONES CON LOS CULTOS
2013;003;00300;0030000;ACTIVIDADES COMUNES A LOS PROGRAMAS 21-27 Y 28
2013;003;00300;0030001;CONSTRUCCIONES EN CENTROS ASISTENCIALES
2013;003;00300;0030002;REFACCIONES EN CENTRO DE LA MUJER
2013;003;00300;0030003;CONSTRUCCIONES EN CENTROS ASISTENCIALES
2013;003;00300;0030004;REFORMA INTEGRAL CAF
2013;003;00300;0030005;CONSTRUCCIONES VARIAS
2013;003;00300;0030006;CONSTRUCCION EN CENTROS DESARROLLO INFANTIL
2013;003;00300;0030051;AMPLIACION, REM. Y PTA. EN VALOR DE EDIFICIOS AGIP
2013;003;00300;0030086;SERVICIOS DE MANTENIMIENTO - COMUNA 3
2013;003;00300;;ACTIVIDADES COMUNES A LOS PROGRAMAS 21-27 Y 28
2013;003;;;ACTIVIDADES COMUNES A LOS PROGRAMAS 21-27 Y 28
2013;027;02700;0270000;RELACIONES PROTOCOLARES
2013;027;02700;;RELACIONES PROTOCOLARES
2013;027;;;RELACIONES PROTOCOLARES
2013;028;02800;0280000;INTERNACIONALES Y COOPERACION
2013;028;02800;;INTERNACIONALES Y COOPERACION
2013;028;;;INTERNACIONALES Y COOPERACION
2013;031;03100;0310000;COMUNICACION Y OPINION CON EL VECINO
2013;031;03100;0310001;REMODELACION BASE OPERATIVA CUERPO AGENTES DE  TRANSITO
2013;031;03100;0310002;EQUIPAMIENTO CUERPO AGENTES DE CONTROL TRANSITO Y TRANSPORTE
2013;031;03100;0310003;CUENCA DEL ARROYO MEDRANO
2013;031;03100;0310060;AUTORIDAD CUENCA MATANZA RIACHUELO
2013;031;03100;;COMUNICACION Y OPINION CON EL VECINO
2013;031;;;COMUNICACION Y OPINION CON EL VECINO
2013;005;00500;0050000;ACT.COMUNES
2013;005;00500;0050001;RECUPERACION Y PUESTA EN VALOR DE LAS INSTALACIONES DEPORTIVA
2013;005;00500;0050005;AMPLIACION CIFA PARA SU TRANSFORMACION EN CENTRO METROPOLITANO VERDE
2013;005;00500;0050006;CENTROS VERDES EN PLAZAS SUSTENTABLES PLM
2013;005;00500;0050088;SERVICIOS DE MANTENIMIENTO - COMUNA 5
2013;005;00500;;ACT.COMUNES
2013;005;;;ACT.COMUNES
2013;015;01500;0150001;PRESERVACION PALACIO DE GOBIERNO
2013;015;01500;0150000;PLANEAMIENTO Y CONTROL DE GESTION
2013;015;01500;0150002;LUGARES DE ESPARC.Y RECREAC.EN ESPACIOS PUBLICOS
2013;015;01500;0150004;CENTRO COMERCIALES A CIELO ABIERTO
2013;015;01500;0150005;PROYECTO ZOOLOGICO DE BUENOS AIRES
2013;015;01500;0150098;SERVICIOS DE MANTENIMIENTO - COMUNA 15
2013;015;01500;;PUESTA EN VALOR PALACIO DE GOBIERNO
2013;015;;;PUESTA EN VALOR PALACIO DE GOBIERNO
2013;014;01400;0140000;UPE MEDIOS DE DIFUSION
2013;014;01400;0140001;PROYECTO EJECUTIVO RED MONITOREO HIDROMETEOROLOGICA Y SISTEMA ALERTA TEMPRANA
2013;014;01400;0140002;"READECUACION DEL SISTEMA DE DESAGUES PLUVIALES SECUNDARIOS DEL ARROYO MALDONADO - GRUPO ""B"
2013;014;01400;0140060;A.CU.MA.R.-ESTUDIOS COMPLEMENTARIOS DEL RIACHUELO
2013;014;01400;0140097;SERVICIOS DE MANTENIMIENTO - COMUNA 14
2013;014;01400;;UPE MEDIOS DE DIFUSION
2013;014;;;UPE MEDIOS DE DIFUSION
2013;051;05100;0510000;SEÑAL AM Y FM
2013;051;05100;0510001;OBRAS DE ACCESIBILIDAD FISICA EN ESPACIOS Y EDIFICIOS PUBLICOS
2013;051;05100;;SEÑAL AM Y FM
2013;051;;;SEÑAL AM Y FM
2013;052;05200;0520000;CABLE DE LA CIUDAD
2013;052;05200;0520002;ACUMAR
2013;052;05200;0520071;DISPOSICION FINAL RESIDUOS SOLIDOS URBANOS
2013;052;05200;;CABLE DE LA CIUDAD
2013;052;;;CABLE DE LA CIUDAD
2013;033;03300;0330000;SEGURIDAD VIAL
2013;033;03300;0330001;ADECUACION Y MANTENIMIENTO DE PISTAS DE EDUCACION VIAL
2013;033;03300;;SEGURIDAD VIAL
2013;033;;;SEGURIDAD VIAL
2013;035;03500;0350000;PROMOCION Y DESARROLLO DE LA MOVILIDAD SALUDABLE
2013;035;03500;0350001;SISTEMA DE TRANSP.POR BICICLETA
2013;035;03500;0350072;VALORIZACION DE LOS ESPACIOS VERDES
2013;035;03500;;PROMOCION Y DESARROLLO DE LA MOVILIDAD SALUDABLE
2013;035;;;PROMOCION Y DESARROLLO DE LA MOVILIDAD SALUDABLE
2013;008;00800;0080000;ACTIVIDADES COMUNES A LOS PROGRAMAS 31, 33, 35, 36, 70, 74 Y 76
2013;008;00800;0080001;CONSOLIDACION Y PUESTA EN VALOR DE LOS EX CTROS CLANDESTINOS DETENCION TORTURA  EXTERMINIO
2013;008;00800;0080091;SERVICIOS DE MANTENIMIENTO - COMUNA 8
2013;008;00800;;ACTIVIDADES COMUNES A LOS PROGRAMAS 31, 33, 35, 36, 70, 74 Y 76
2013;008;;;ACTIVIDADES COMUNES A LOS PROGRAMAS 31, 33, 35, 36, 70, 74 Y 76
2013;069;06900;0690000;INFORMACION AL CIUDADANO SOBRE EL ESTADO TRANSITO Y EL TRANSPORTE
2013;069;06900;0690001;ESTUDIOS DE ESTRATEGIAS DE IMPLEMENTACION DE NUEVAS NORMATIVAS
2013;069;06900;0690002;MANTENIMIENTO, ADECUACION Y MEJORAS EN EDIFICIOS COMUNALES
2013;069;06900;;INFORMACION AL CIUDADANO SOBRE EL ESTADO TRANSITO Y EL TRANSPORTE
2013;069;;;INFORMACION AL CIUDADANO SOBRE EL ESTADO TRANSITO Y EL TRANSPORTE
2013;070;07000;0700000;TRANSPORTE PUBLICO ALTERNATIVO
2013;070;07000;0700001;TRANSPORTE PUBLICO ALTERNATIVO
2013;070;07000;0700002;INFORMATIZACION DE PROCESOS
2013;070;07000;;TRANSPORTE PUBLICO ALTERNATIVO
2013;070;;;TRANSPORTE PUBLICO ALTERNATIVO
2013;007;00700;0070000;ACTIVIDADES COMUNES A LOS PROGRAMAS 72, 73 Y 75
2013;007;00700;0070001;ADQUISICION Y MEJORAMIENTO DE LOS ESPACIOS FISICOS
2013;007;00700;0070002;COMPRA CENTRALIZADA DE EQUIPAMIENTO PARA TODO EL GCABA
2013;007;00700;0070003;SEGURIDAD INFORMATICA
2013;007;00700;0070090;SERVICIOS DE MANTENIMIENTO - COMUNA 7
2013;007;00700;;ACTIVIDADES COMUNES A LOS PROGRAMAS 72, 73 Y 75
2013;007;;;ACTIVIDADES COMUNES A LOS PROGRAMAS 72, 73 Y 75
2013;072;07200;0720000;SEÑALIZACION LUMINOSA
2013;072;07200;0720066;MANTENIMIENTO, ACTUALIZACION E INSTALACION DE CRUCES SEMAFORICOS
2013;072;07200;;SEÑALIZACION LUMINOSA
2013;072;;;SEÑALIZACION LUMINOSA
2013;073;07300;0730000;SEÑALAMIENTO VIAL
2013;073;07300;0730001;OBRAS SEÑALAMIENTO VERTICAL
2013;073;07300;0730002;OBRAS COMPLEMENTARIAS MEJORAMIENTO DE LA TRAZA EX AU3
2013;073;07300;;SEÑALAMIENTO VIAL
2013;073;;;SEÑALAMIENTO VIAL
2013;075;07500;0750000;DEMARCACION HORIZONTAL
2013;075;07500;0750001;OBRAS DE DEMARCACION HORIZONTAL
2013;075;07500;;DEMARCACION HORIZONTAL
2013;075;;;DEMARCACION HORIZONTAL
2013;036;03600;0360000;EMISION DE LICENCIAS
2013;036;03600;0360001;REFUNCIONALIZACION Y PUESTA A PUNTO DE LA SEDE DE LA DIR. GRAL. DE LICENCIAS
2013;036;03600;0360073;CUIDADO Y PRESERVACION DEL ARBOLADO URBANO
2013;036;03600;;EMISION DE LICENCIAS
2013;036;;;EMISION DE LICENCIAS
2013;074;07400;0740000;ORDENAMIENTO DEL TRANSPORTE PUBLICO Y PRIVADO DE PASAJERO Y CARGAS
2013;074;07400;;ORDENAMIENTO DEL TRANSPORTE PUBLICO Y PRIVADO DE PASAJERO Y CARGAS
2013;074;;;ORDENAMIENTO DEL TRANSPORTE PUBLICO Y PRIVADO DE PASAJERO Y CARGAS
2013;076;07600;0760001;REORDENAMIENTO DEL TRANSPORTE PUBLICO
2013;076;07600;0760000;CASAS DE LA CIUDAD DE BUENOS AIRES
2013;076;07600;;VIAS PREFERENCIALES PARA TRANSPORTE PUBLICO DE PASAJEROS
2013;076;;;VIAS PREFERENCIALES PARA TRANSPORTE PUBLICO DE PASAJEROS
2013;032;03200;0320000;FORTALECIMIENTO DE LA DIVERSIDAD CULTURAL
2013;032;03200;0320001;CENTRO PORTEÑO DE LAS COLECTIVIDADES
2013;032;03200;;FORTALECIMIENTO DE LA DIVERSIDAD CULTURAL
2013;032;;;FORTALECIMIENTO DE LA DIVERSIDAD CULTURAL
2013;037;03700;0370000;CONSTRUCCION CIUDADANA Y CAMBIO CULTURAL
2013;037;03700;0370076;MANTENIMIENTO Y OPTIMIZACION DEL ALUMBRADO PUBLICO
2013;037;03700;;CONSTRUCCION CIUDADANA Y CAMBIO CULTURAL
2013;037;;;CONSTRUCCION CIUDADANA Y CAMBIO CULTURAL
2013;026;02600;0260000;GESTION DEL PARQUE DE LA MEMORIA Y DEL MONUMENTO A LAS VICTIMAS
2013;026;02600;0260001;MONUMENTO A LAS VICTIMAS DE TERRORISMO DE ESTADO
2013;026;02600;0260002;MEJORA Y AMPLIACION DE INFRAESTRUCTURA DEL PARQUE
2013;026;02600;;GESTION DEL PARQUE DE LA MEMORIA Y DEL MONUMENTO A LAS VICTIMAS
2013;026;;;GESTION DEL PARQUE DE LA MEMORIA Y DEL MONUMENTO A LAS VICTIMAS
2013;039;03900;0390000;ENLACE CON ORGANISMOS DE CONTROL
2013;039;03900;;ENLACE CON ORGANISMOS DE CONTROL
2013;039;;;ENLACE CON ORGANISMOS DE CONTROL
2013;053;05300;0530000;PLANIFICACION Y CONTROL DEFENSA CIVIL
2013;053;05300;0530001;OBRA 2º PISO DIRECCION GENERAL DEFENSA CIVIL
2013;053;05300;0530010;OBRAS NUEVAS, AMPLIACIONES, RELOCALIZACIONES Y COMPRAS
2013;053;05300;0530011;OBRAS CIVILES DE ALBAÑILERIA, FACHADAS, CUBIERTAS, PINTURA, ACCESIBILIDAD O INTEGRALES
2013;053;05300;0530015;OBRAS CIVILES DE ALBAÑILERIA, FACHADAS, CUBIERTAS, PINTURA, ACCESIBILIDAD O INTEGRALES
2013;053;05300;0530020;ADECUACION DE INSTALACIONES ESCOLARES
2013;053;05300;0530021;ADECUACION DE INSTALACIONES ESCOLARES 2
2013;053;05300;0530022;ADECUACION DE INSTALACIONES ESCOLARES 3
2013;053;05300;0530023;ADECUACION DE INSTALACIONES ESCOLARES 4
2013;053;05300;0530025;OTRAS OBRAS E INSTALACIONES
2013;053;05300;0530026;OTRAS OBRAS E INSTALACIONES 2
2013;053;05300;0530060;ACUMAR OBRAS SOBRE LA CUENCA MATANZA RIACHUELO
2013;053;05300;;PLANIFICACION Y CONTROL DEFENSA CIVIL
2013;053;;;PLANIFICACION Y CONTROL DEFENSA CIVIL
2013;054;05400;0540000;APOYO LOGISTICO EN EMERGENCIAS
2013;054;05400;0540079;MITIGACION DE RIESGOS Y LEY DE ESCUELAS SEGURAS
2013;054;05400;;APOYO LOGISTICO EN EMERGENCIAS
2013;054;;;APOYO LOGISTICO EN EMERGENCIAS
2013;025;02500;0250000;ACCIONES DE LA SUBSECRETARIA DE JUSTICIA
2013;025;02500;0250001;PUESTA EN VALOR UNIDAD CONTROL DE FALTAS ESPECIALES
2013;025;02500;0250002;PRIORIDAD PEATON
2013;025;02500;0250005;PUESTA EN VALOR TEATRO GRAL.SAN MARTIN
2013;025;02500;0250006;OBRAS COMPLEMENTARIAS
2013;025;02500;0250007;OASIS URBANOS - ACUPUNTURA URBANA
2013;025;02500;0250008;ADECUACION BORDES RIBEREÑOS
2013;025;02500;0250009;METROBUS - AV. JUAN B. JUSTO
2013;025;02500;0250060;AUTORIDAD CUENCA MATANZA RIACHUELO
2013;025;02500;;ACCIONES DE LA SUBSECRETARIA DE JUSTICIA
2013;025;;;ACCIONES DE LA SUBSECRETARIA DE JUSTICIA
2013;022;02200;0220000;GESTION ELECTORAL
2013;022;02200;0220003;OBRAS INSTITUTO PASTEUR
2013;022;02200;0220004;OBRAS EN CENTROS DE SALUD Y ACCION COMUNITARIA
2013;022;02200;0220009;OBRAS EN HOSPITALES MONOVALENTES
2013;022;02200;0220010;OBRAS EN HOSPITALES DE SALUD MENTAL
2013;022;02200;0220011;REMODELACIONES EDILICIAS Y OBRAS COMPLEMENTARIAS
2013;022;02200;0220012;OBRAS EN HOSPITALES GENERALES DE AGUDOS
2013;022;02200;0220013;OBRAS EN HOSPITALES PEDIATRICOS
2013;022;02200;0220015;OBRAS EN HOSPITALES DE PATOLOGIA INFECCIOSA
2013;022;02200;0220016;OBRAS DE HOSPITALES DE REHABILITACION
2013;022;02200;0220017;OBRAS EN HOSPITALES ODONTOLOGICOS
2013;022;02200;0220018;INSTALACIONES INFRAESTRUCTURA BASICA EN HOSPITALES
2013;022;02200;0220019;OBRAS SERVICIOS COMPLEMENTARIOS EN HOSPITALES
2013;022;02200;0220020;OBRAS HOSPITALES OFTALMOLOGICOS
2013;022;02200;0220060;ACUMAR - RELOCALIZACION CESAC N° 16
2013;022;02200;0220001;REMODELACION EDIFICIO FLOTA AUTOMOTOR
2013;022;02200;0220002;REFUNCIONALIZACION FLOTA AUTOMOTOR
2013;022;02200;;GESTION ELECTORAL
2013;022;;;GESTION ELECTORAL
2013;023;02300;0230000;ADMINISTRACION DE INFRACCIONES EN LA CIUDAD
2013;023;02300;;ADMINISTRACION DE INFRACCIONES EN LA CIUDAD
2013;023;;;ADMINISTRACION DE INFRACCIONES EN LA CIUDAD
2013;057;05700;0570000;ACCIONES DE ADMINISTRACION DE LA POLICIA METROPOLITANA
2013;057;05700;0570080;INTERVENCIONES DESCONCENTRADAS DE MANTENIMIENTO
2013;057;05700;0570081;ADECUACION INTEGRAL DE EDIFICIOS ESCOLARES
2013;057;05700;;ACCIONES DE ADMINISTRACION DE LA POLICIA METROPOLITANA
2013;057;;;ACCIONES DE ADMINISTRACION DE LA POLICIA METROPOLITANA
2013;058;05800;0580000;POLICIA METROPOLITANA
2013;058;05800;0580001;CONSTRUCCION COMISARIA ZONA SUR
2013;058;05800;0580003;INFRAESTRUCTURA POLICIA METROPOLITANA
2013;058;05800;0580068;EQUIPAMIENTO DE LA JEFATURA CENTRAL DE POLICIA METROPOLITANA
2013;058;05800;;POLICIA METROPOLITANA
2013;058;;;POLICIA METROPOLITANA
2013;042;04200;0420000;COORDINACION INSTITUCIONAL
2013;042;04200;;COORDINACION INSTITUCIONAL
2013;042;;;COORDINACION INSTITUCIONAL
2013;009;00900;0090000;ACTIVIDADES COMUNES A LOS  PROG 20 Y 42
2013;009;00900;0090092;SERVICIOS DE MANTENIMIENTO - COMUNA 9
2013;009;00900;;ACTIVIDADES COMUNES A LOS  PROG 20 Y 42
2013;009;;;ACTIVIDADES COMUNES A LOS  PROG 20 Y 42
2013;077;07700;0770000;UNIDAD PROYECTOS ESPECIALES CUENCA MATANZA-RIACHUELO
2013;077;07700;0770001;ORDENAMIENTO DE FERIAS Y MERCADOS
2013;077;07700;0770002;PUESTA EN VALOR PREDIOS DE FERIAS Y MERCADOS
2013;077;07700;0770004;PRIORIDAD PEATON
2013;077;07700;;UNIDAD PROYECTOS ESPECIALES CUENCA MATANZA-RIACHUELO
2013;077;;;UNIDAD PROYECTOS ESPECIALES CUENCA MATANZA-RIACHUELO
2013;084;08400;0840000;PROYECTOS DE ARQUITECTURA
2013;084;08400;0840001;ESTUDIOS DE URBANISMO Y ARQUITECTURA
2013;084;08400;;PROYECTOS DE ARQUITECTURA
2013;084;08418;0841800;HOSPITAL GENERAL DE AGUDOS JUAN. A. FERNANDEZ
2013;084;08418;0841865;PUESTA EN VALOR HOSPITAL JUAN A. FERNANDEZ
2013;084;08418;;HOSPITAL GENERAL DE AGUDOS JUAN. A. FERNANDEZ
2013;084;08420;0842000;HOSPITAL GENERAL DE NIÑOS RICARDO GUTIERREZ
2013;084;08420;0842065;PUESTA EN VALOR HOSPITAL RICARDO GUTIERREZ
2013;084;08420;;HOSPITAL GENERAL DE NIÑOS RICARDO GUTIERREZ
2013;084;08424;0842400;HOSPITAL DE ODONTOLOGIA RAMON CARRILLO
2013;084;08424;0842465;PUESTA EN VALOR ATENCION ODONTOLOGICA EN HOSPITALES ESPECIALIZADOS
2013;084;08424;;HOSPITAL DE ODONTOLOGIA RAMON CARRILLO
2013;084;08427;0842700;HOSPITAL GENERAL DE AGUDOS IGNACIO PIROVANO
2013;084;08427;0842765;PUESTA EN VALOR HOSPITAL IGANACIO PIROVANO
2013;084;08427;;HOSPITAL GENERAL DE AGUDOS IGNACIO PIROVANO
2013;084;08431;0843100;HOSPITAL GENERAL DE AGUDOS BERNARDINO RIVADAVIA
2013;084;08431;0843165;PUESTA EN VALOR HOSPITAL BERNARDINO RIVADAVIA
2013;084;08431;;HOSPITAL GENERAL DE AGUDOS BERNARDINO RIVADAVIA
2013;084;08446;0844600;INSTITUTO DE REHABILITACION PSICOFISICA
2013;084;08446;0844665;PUESTA EN VALOR  INSTITUTO DE REHABILITACION PSICOFISICA
2013;084;08446;;INSTITUTO DE REHABILITACION PSICOFISICA
2013;084;;;PROYECTOS DE ARQUITECTURA
2013;068;06800;0680000;RECUPERACION DE LA TRAZA DE LA EX-AU3
2013;068;06800;0680001;OBRAS RECUPERACION DE LA TRAZA DE LA EX AU3
2013;068;06800;;RECUPERACION DE LA TRAZA DE LA EX-AU3
2013;068;;;RECUPERACION DE LA TRAZA DE LA EX-AU3
2013;071;07100;0710000;PLANIFICACION Y DESARROLLO DEL ESPACIO URBANO
2013;071;07100;0710001;SUSTENTABILIDAD URBANA Y EDILICIA
2013;071;07100;0710002;PLAN DE COMUNAS
2013;071;07100;0710003;DISTRITO GUBERNAMENTAL
2013;071;07100;0710004;ESTUDIO AREA CENTRAL
2013;071;07100;;PLANIFICACION Y DESARROLLO DEL ESPACIO URBANO
2013;071;;;PLANIFICACION Y DESARROLLO DEL ESPACIO URBANO
2013;085;08500;0850000;PROYECTOS DE INGENIERIA
2013;085;08500;0850001;PROYECTOS DE INGENIERIA HIDRAULICA
2013;085;08500;0850002;PROYECTOS DE INGENIERIA VIAL
2013;085;08500;0850051;SISTEMA TRIBUTARIO DE LA CIUDAD
2013;085;08500;;PROYECTOS DE INGENIERIA
2013;085;08511;0851100;HOSPITAL DE EMERGENCIAS PSIQUIATRICAS TORCUATO DE ALVEAR
2013;085;08511;0851165;PUESTA EN VALOR HOSPITAL TORCUARTO DE ALVEAR
2013;085;08511;;HOSPITAL DE EMERGENCIAS PSIQUIATRICAS TORCUATO DE ALVEAR
2013;085;08513;0851300;HOSPITAL DE SALUD MENTAL JOSE T. BORDA
2013;085;08513;0851365;PUESTA EN VALOR ATENCION DE SALUD MENTAL
2013;085;08513;;HOSPITAL DE SALUD MENTAL JOSE T. BORDA
2013;085;08522;0852200;HOSPITAL DE SALUD MENTAL BRAULIO MOYANO
2013;085;08522;0852265;PUESTA EN VALOR ATENCION DE SALUD MENTAL
2013;085;08522;;HOSPITAL DE SALUD MENTAL BRAULIO MOYANO
2013;085;08536;0853600;TALLERES PROTEGIDOS DE REHABILITACION PSIQUIATRICA
2013;085;08536;;TALLERES PROTEGIDOS DE REHABILITACION PSIQUIATRICA
2013;085;08537;0853700;HOSPITAL INFANTOJUVENIL CAROLINA TOBAR GARCIA
2013;085;08537;0853765;PUESTA EN VALOR HOSPITAL TOBAR GARCIA
2013;085;08537;;HOSPITAL INFANTOJUVENIL CAROLINA TOBAR GARCIA
2013;085;08543;0854300;CENTRO DE SALUD MENTAL AMEGHINO
2013;085;08543;0854365;PUESTA EN VALOR CENTRO DE SALUD MENTAL AMEGHINO
