ejercicio;jurisdiccion;servicio;unidad_ejecutora;descripcion
2013;40;40040;400400439;HTAL. BONORINO UDAONDO
2013;40;40040;400400440;HTAL. D. VELEZ SARSFIELD
2013;40;40040;400400441;HTAL. ABEL ZUBIZARRETA
2013;40;40040;400400443;CENTRO DE SALUD AMEGHINO
2013;40;40040;400400445;INSTITUTO PASTEUR
2013;40;40040;400400446;INST.DE REHAB.PSICOFICA
2013;40;40040;400400449;DIR.GRAL.ADJ. SAME
2013;40;40040;400400450;CTRO.DE SALUD N? 1 H.ROSARIO
2013;40;40040;400400455;CAI C GRIERSON
2013;40;40040;400400551;SS.DE ATEN.INTEG.SALUD
2013;40;40040;;MINIST. DE SALUD
2013;40;;;MINISTERIO DE SALUD
2013;45;45045;450450460;MINIST. DESARR. SOCIAL
2013;45;45045;450450470;SS FORT. FLIAR Y COMUNIT.
2013;45;45045;450450474;SS TERCERA EDAD
2013;45;45045;450450476; DIR.GRAL.NI?EZ Y ADOLES.
2013;45;45045;450450477;SS PROMOC. SOCIAL
2013;45;45045;450450478;DIR.G.SIST.ATENCION  INMEDIATA
2013;45;45045;450450480;DIR.GRAL. MUJER
2013;45;45045;450450481;DIR.GRAL.DE CIUDADANIA PORTE?A
2013;45;45045;450450482;DIR.GRAL.DE ECONOMIA SOCIAL
2013;45;45045;450450483;DIR.GRAL.DE SERV.SOC.ZONALES
2013;45;45045;450450484;DIR.GRAL.FORTALEC.DE LA SOC.C.
2013;45;45045;450450485;UNIDAD COORD.POL.SOC.ADIC.
2013;45;45045;;M.DES. SOCIAL
2013;45;;;MINISTERIO DE DESARROLLO SOCIAL
2013;50;50050;500500500;MINISTERIO DE CULTURA
2013;50;50050;500500507;D.G.FESTIVALES Y EVENT CTRALES
2013;50;50050;500500511;DIR. GRAL DE PROMOCION CULTURA
2013;50;50050;500500512;DIR. GRAL DE ENSENANZA ARTISTI
2013;50;50050;500500513;DIR. GRAL DE MUSICA
2013;50;50050;500500514;DIRECCION PLANETARIO DE LA CIU
2013;50;50050;500500520;SUBSECRETARIA DE  PATRIMONIO C
2013;50;50050;500500521;DIR. GRAL DE PATR E INST HISTO
2013;50;50050;500500522;DIR. GRAL DE MUSEOS
2013;50;50050;500500523;DIR. GRAL DEL LIBRO Y PROMOCIO
2013;50;50050;500500524;DIR. GRAL DE INFR.Y MANT.EDILI
2013;50;50050;500500528;DIR. GRAL. CASCO HISTORICO
2013;50;50050;500500535;DIR. GRAL CENTRO CULTURAL RECO
2013;50;50050;500500537;D.G.RELINST Y COMUNI
2013;50;50050;500500542;DIR. GRAL COMPLEJO TEATRAL CIU
2013;50;50050;500500543;DIR. GRAL CENTRO CULTURAL GSM
2013;50;50050;500500753;SUBS.GESTION CULTURAL
2013;50;50050;500500759;SUBSECRETARIA DE TURISMO
2013;50;50050;;MINIST. DE CULTURA
2013;50;50512;505129265;AGENCIA TURISMO
2013;50;50512;;AGENCIA TURISMO
2013;50;50513;505130541;EATC
2013;50;50513;;TEATRO COLON
2013;50;;;MINISTERIO DE CULTURA
2013;55;55055;550550550;MINISTERIO DE EDUCACION
2013;55;55055;550550556;PLANEAMIENTO EDUCATIVO
2013;55;55055;550550557;EVAL DE LA CALIDAD EDUCA
2013;55;55055;550550561;DIR. GRAL DE EDUC GEST ESTATAL
2013;55;55055;550550570;DIR. GRAL EDUCACION DE GESTION
2013;55;55055;550550573;DIR.GRAL.DE INFRAEST Y EQUIP
2013;55;55055;550550578;D.G.ADM.DE MANTENIMIENTO
2013;55;55055;550550580;Sub.Gesti?n Ed.y Coor
2013;55;55055;550550581;Dir.Gral. Tecnolog?a Educativa
2013;55;55055;550550582;Dir.Gral. Servicios a las Esc.
2013;55;55055;550550583;DIR.GRAL.EDUC.SUPERIOR
2013;55;55055;550550584;SUBS.DE EQUIDAD EDUCATIVA
2013;55;55055;550550585;SUBS.POL.EDUC. Y CARRERA DOC.
2013;55;55055;550550672;SUBSEC.GEST ECO FINANC Y ADM R
2013;55;55055;;MINIST. DE EDUCACION
2013;55;;;MINISTERIO DE EDUCACION
2013;60;60060;600600601;MIN.Y SUBS.DE HACIENDA
2013;60;60060;600600609;DIRECCION GENERAL DE SEGUROS
2013;60;60060;600600610;DIR GRAL MANT FLOTA AUTOM
2013;60;60060;600600611;DIR.GRAL.OFICINA DE GESTION PU
2013;60;60060;600600613;DIR.GRAL.DE CONTADURIA
2013;60;60060;600600614;DIR.GRAL.DE TESORERIA
2013;60;60060;600600615;DIR.GRAL.DE CREDITO PUBLICO
2013;60;60060;600600618;D.G.Procesos Adm.
2013;60;60060;600600619;D.G.Red.de Precios
2013;60;60060;600600623;DIR.GRAL.DE COMPRAS Y CONTRAT.
2013;60;60060;600600638;DIR.GRAL.U.INFORMATICA ADM.FIN
2013;60;60060;600600817;D.GRAL RELACIONES FISCALES
2013;60;60060;600602612;GEST.DE SERV.ECON.Y REC.NO TRI
2013;60;60060;;MIN. DE HACIENDA
2013;60;60601;606018796;INSTITUTO DE JUEGOS DE APUESTA
2013;60;60601;;INST. JUEGOS DE APUE
2013;60;60602;606028612;DIR.GRAL.ESTAD.Y CENSOS
2013;60;60602;606028618;AGIP
2013;60;60602;;ADM.GUB.INGR.PUBLICO
2013;60;;;MINISTERIO DE HACIENDA
2013;65;65065;650650108;CORPORACION DEL SUR S.E.
2013;65;65065;650650117;SECRETARIA DE HABITAT E INCLUS
2013;65;65065;650650171;COPINE
2013;65;65065;650650350;PARQUE DE LA CIUDAD
2013;65;65065;650650616;DIR.GRAL.ADMINST. DE BIENES
2013;65;65065;650650650;MINIST DESARROLLO ECONOMICO
2013;65;65065;650650653;SUBS DESARROLLO ECONOMICO
2013;65;65065;650650655;DIR GRAL GEST ACT CIENTIF TECN
2013;65;65065;650650656;DIR. GRAL DE EMPLEO
2013;65;65065;650650658;Dir.Gral.Fomento Prod. e Innov
2013;65;65065;650650711;SUBSECRETARIA DETRABAJO
2013;65;65065;650650761;DIR.GRAL.PROTEC.DEL TRABAJO
2013;65;65065;650650850;SOC.ADM.PUERTO
2013;65;65065;650650851;D.G.RELACIONES LABORALES
2013;65;65065;650652650;DIR GRAL COMERCIO EXTERIOR
2013;65;65065;650652656;DIR GRAL. INDUSTRIAS CREATIVAS
2013;65;65065;650652666;SUBSECRETARIA DE INVERSIONES
2013;65;65065;650658106;SUBSECRETARIA DE DEPORTES
2013;65;65065;650658624;DG. CONCESIONES
2013;65;65065;650659470;UNIDAD GEST INTERV SOCIAL
2013;65;65065;;MIN. DESAR. ECON.
2013;65;65217;652172191;CONS. ECO SOCIAL
2013;65;65217;;CONSEJO ECONOMICO Y
2013;65;65219;652190290;INSTITUTO VIVIENDA LEY 1251
2013;65;65219;;INSTITUTO VIVIENDA
2013;65;;;MINISTERIO DE DESARROLLO ECONOMICO
2013;68;68068;680680608;INST. SUP. DE LA CARRERA ADM.
2013;68;68068;680680642;SUBS.GESTION DE RECURSOS HUMAN
2013;68;68068;680680918;MINISTERIO DE MODERNIZACION
2013;68;68068;680680919;SUB.GESTION PROY.MODER.
2013;68;68068;;Min.Modernizaci?n
2013;68;68270;682700681;D.G.GOB.ELECTR?NICO
2013;68;68270;682700682;D.G.DE INFRAESTRUCTURA
2013;68;68270;682700683;D.G.INT.DE SISTEMAS
2013;68;68270;682708056;AGENCIA SIST INFORMACION
2013;68;68270;;AGENCIA SIST. INFORM
2013;68;;;MINISTERIO DE MODERNIZACION
2013;90;90900;909002200;D.G At.Vecinal
2013;90;90900;909002202;Dir.G.Def.Prot.Cons
2013;90;90900;909002203;D.G.PART.CIUDADANA
2013;90;90900;909002204;Sec.Gesti?n Com At Ciu
2013;90;90900;909002205;D.G.COORD.MANT.ESP
2013;90;90900;909002206;D.G.O.Comunales
2013;90;90900;909002207;D.G.DESC.COMUNAL
2013;90;90900;909002208;D.G.SERV.DESCONC.Y MANT.EDILIC
2013;90;90900;909008283;Sub.de Atenci?n Ciudadana
2013;90;90900;909008284;D.G. Gest. de Calidad
2013;90;90900;909008285;Subs..Descent.y Part.Ciud
2013;90;90900;909008286;UAC
2013;90;90900;909008288;Sub.Esp. Pco.
2013;90;90900;;SEC. GESt.COM.
2013;90;90851;908519101;Comuna 1
2013;90;90851;;Comuna 1
2013;90;90852;908529102;Comuna 2
2013;90;90852;;Comuna 2
2013;90;90853;908539103;Comuna 3
2013;90;90853;;Comuna 3
2013;90;90854;908549104;Comuna 4
2013;90;90854;;Comuna 4
2013;90;90855;908559105;Comuna 5
2013;90;90855;;Comuna 5
2013;90;90856;908569106;Comuna 6
2013;90;90856;;Comuna 6
2013;90;90857;908579107;Comuna 7
2013;90;90857;;Comuna 7
2013;90;90858;908589108;Comuna 8
2013;90;90858;;Comuna 8
2013;90;90859;908599109;Comuna 9
2013;90;90859;;Comuna 9
2013;90;90860;908609110;Comuna 10
2013;90;90860;;Comuna 10
2013;90;90861;908619111;Comuna 11
2013;90;90861;;Comuna 11
2013;90;90862;908629112;Comuna 12
2013;90;90862;;Comuna 12
2013;90;90863;908639113;Comuna 13
2013;90;90863;;Comuna 13
2013;90;90864;908649114;Comuna 14
2013;90;90864;;Comuna 14
2013;90;90865;908659115;Comuna 15
2013;90;90865;;Comuna 15
2013;90;;;SECRETARIA DE GESTION COMUNAL Y ATENC.CIUDADANA
2013;98;98098;980980641;MIN.HACIEN - SERVICIO DE DEUDA
2013;98;98098;;SERV. DEUDA PUBLICA
2013;98;;;SERVICIO DE LA DEUDA PUBLICA
2013;99;99099;990990640;MIN.DE HACIENDA - OBLIGACIONES
2013;99;99099;;OBLIG.CARGO TESORO
2013;99;;;OBLIGACIONES A CARGO DEL TESORO
2013;02;02002;020020020;AUDITORIA
2013;02;02002;;AUDITORIA GENERAL CA
2013;02;;;AUDITORIA GENERAL DE LA CIUDAD DE BUENOS AIRES
2013;03;03003;030030030;DEFENSORIA DEL PUEBLO
2013;03;03003;;DEFENSORIA DEL PUEBL
2013;03;;;DEFENSORIA DEL PUEBLO
2013;08;08008;080080081;SINDICATURA GENERAL
2013;08;08008;;SINDICATURA GENERAL 
2013;08;;;SINDICATURA GENERAL DE LA CIUDAD DE BUENOS AIRES
