EJERCICIO;CENTRO GESTOR;FUNCIONAL;ECONOMICA;FINANCIACION;DESCRIPCION;DEVENGADO
2013;050050070;12;131;11;PAPEL Y CARTON PARA OFICINA;80441.34
2013;050050070;12;131;11;PRODUCTOS DE ARTES GRAFICAS;4114
2013;050050070;12;131;11;MANUFACTURA DE PULPA, PAPEL Y CARTION;25375.88
2013;050050070;12;131;11;LIBROS, REVISTAS Y PERIODICOS;4366.5
2013;050050070;12;131;11;CUBIERTAS Y CAMARAS DE AIRE;2610
2013;050050070;12;131;11;PRODUCTOS FARMACEUTICOS Y MEDICINALES;353.5
2013;050050070;12;131;11;COMBUSTIBLES Y LUBRICANTES;42582.89
2013;050050070;12;131;11;ELEMENTOS DE LIMPIEZA;102260.89
2013;050050070;12;131;11;UTILES DE ESCRITORIO, OFICINA Y ENSEÑANZA;207315.08
2013;050050070;12;131;11;UTILES Y MATERIALES ELECTRICOS;39910.5
2013;050050070;12;131;11;UTENSILIOS DE COCINA Y COMEDOR;6020
2013;050050070;12;131;11;REPUESTOS Y ACCESORIOS;141550.67
2013;050050070;12;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;0
2013;050050070;12;132;11;ENERGIA ELECTRICA;93331.6
2013;050050070;12;132;11;AGUA;6013.88
2013;050050070;12;132;11;GAS;1851.87
2013;050050070;12;132;11;TELEFONOS, TELEX Y TELEFAX;116010.04
2013;050050070;12;132;11;CORREOS Y TELEGRAFO;13657
2013;050050070;12;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;0
2013;050050070;12;132;11;ALQUILER DE EDIFICIOS Y LOCALES;1926000
2013;050050070;12;132;11;ALQUILER DE FOTOCOPIADORAS;133869.26
2013;050050070;12;132;11;MANTENIMIENTO Y REPARACION DE EDIFICIOS Y LOCALES;481170.3
2013;050050070;12;132;11;MANTENIMIENTO Y REPARACION DE VEHICULOS;10127.48
2013;050050070;12;132;11;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;41867.97
2013;050050070;12;132;11;LIMPIEZA, ASEO Y FUMIGACION;61471.1
2013;050050070;12;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;151.52
2013;050050070;12;132;11;MEDICOS Y SANITARIOS;94215.06
2013;050050070;12;132;11;JURIDICOS;661600
2013;050050070;12;132;11;CONTABILIDAD Y AUDITORIA;27000
2013;050050070;12;132;11;DE CAPACITACION;49350
2013;050050070;12;132;11;DE INFORMATICA Y SISTEMAS COMPUTARIZADOS;87900
2013;050050070;12;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;255160
2013;050050070;12;132;11;TRANSPORTE Y ALMACENAMIENTO;5900
2013;050050070;12;132;11;SERVICIOS ESPECIALIZADOS;0
2013;050050070;12;132;11;IMPRENTA, PUBLICACIONES Y REPRODUCCIONES;444323.2
2013;050050070;12;132;11;PRIMAS Y GASTOS DE SEGUROS;298254.06
2013;050050070;12;132;11;COMISIONES Y GASTOS BANCARIOS;238273.5
2013;050050070;12;132;11;SISTEMAS INFORMATICOS Y DE REGISTRO;0
2013;050050070;12;132;11;SERV.DE ACCESO A INTERNET Y STREAMING;157126.24
2013;050050070;12;132;11;SERVICIO DE VIGILANCIA;1900419
2013;050050070;12;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;0
2013;050050070;12;132;11;PUBLICIDAD Y PROPAGANDA;5000
2013;050050070;12;132;11;PASAJES;58867.82
2013;050050070;12;132;11;VIATICOS;111313
2013;050050070;12;132;11;MOVILIDAD;277130.27
2013;050050070;12;132;11;DERECHOS Y TASAS;567
2013;050050070;12;132;11;MULTAS Y RECARGOS;105600
2013;050050070;12;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;16962.01
2013;050050070;12;132;11;SERVICIOS DE CEREMONIAL;117287.16
2013;050050070;12;132;11;SERVICIOS DE COMIDAS, VIANDAS Y REFRIGERIOS;30589.88
2013;050050070;12;132;11;CONVENIOS DE ASISTENCIATECNICA;200080
2013;050050070;12;132;11;SERVICIOS DE CONSULTORIA;0
2013;050050070;12;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;0
2013;050050070;12;214;11;EQUIPO DE COMUNICACION Y SEÑALAMIENTO;5464
2013;050050070;12;214;11;EQUIPO PARA COMPUTACION;465954.58
2013;050050070;12;214;11;EQUIPO DE OFICINA Y MOBLAJE;194532.2
2013;050050070;12;214;11;HERRAMIENTAS Y REPUESTOS MAYORES;3681.6
2013;050050070;12;214;11;EQUIPOS VARIOS;0
2013;050050070;12;214;11;EQUIPO DE SEGURIDAD;0
2013;050050070;12;214;11;LIBROS, REVISTAS Y OTROS ELEMENTOS DE COLECCION;957478.21
2013;050050070;12;219;11;PROGRAMAS DE COMPUTACION;401170.71
2013;050050070;12;171;11;TRANSFERENCIAS PARA ACTIVIDADES CIENTIFICAS O ACADEMICAS;675920
2013;050050070;12;120;11;RETRIBUCION DEL CARGO;181081797.6
2013;050050070;12;120;11;SUELDO ANUAL COMPLEMENTARIO;15783244.4
2013;050050070;12;120;11;CONTRIBUCIONES PATRONALES;45259851.39
2013;050050070;12;120;11;COMPLEMENTOS;5654262.27
2013;050050070;12;120;11;RETRIBUCION DEL CARGO;789223.28
2013;050050070;12;120;11;SUELDO ANUAL COMPLEMENTARIO;89483.69
2013;050050070;12;120;11;CONTRIBUCIONES PATRONALES;197548.96
2013;050050070;12;120;11;COMPLEMENTOS;21000
2013;050050070;12;120;11;PERSONAL PERMANENTE;2604719.96
2013;050050070;12;120;11;PERSONAL TEMPORARIO;0
2013;050050070;12;131;11;ALIMENTOS PARA PERSONAS;411652.52
2013;050050070;12;131;11;PRODUCTOS AGROFORESTALES;2778.5
2013;050050070;12;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;1010
2013;050050070;12;131;11;PRENDAS DE VESTIR;55884.95
2013;050050070;12;131;11;CONFECCIONES TEXTILES;15490.22
2013;050050070;12;131;11;PAPEL Y CARTON PARA OFICINA;177874.34
2013;050050070;12;131;11;PRODUCTOS DE ARTES GRAFICAS;104505.94
2013;050050070;12;131;11;MANUFACTURA DE PULPA, PAPEL Y CARTION;59312.21
2013;050050070;12;131;11;LIBROS, REVISTAS Y PERIODICOS;20009.05
2013;050050070;12;131;11;PRODUCTOS FARMACEUTICOS Y MEDICINALES;3454.64
2013;050050070;12;131;11;TINTAS, PINTURAS Y COLORANTES;20377.39
2013;050050070;12;131;11;COMBUSTIBLES Y LUBRICANTES;224355.38
2013;050050070;12;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;977.69
2013;050050070;12;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;20997.25
2013;050050070;12;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;41785.13
2013;050050070;12;131;11;ELEMENTOS DE LIMPIEZA;73206.39
2013;050050070;12;131;11;UTILES DE ESCRITORIO, OFICINA Y ENSEÑANZA;432088.4
2013;050050070;12;131;11;UTILES Y MATERIALES ELECTRICOS;83432.49
2013;050050070;12;131;11;UTENSILIOS DE COCINA Y COMEDOR;39633.98
2013;050050070;12;131;11;REPUESTOS Y ACCESORIOS;226085.68
2013;050050070;12;131;11;HERRAMIENTAS MENORES;32852.97
2013;050050070;12;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;66439.43
2013;050050070;12;132;11;ENERGIA ELECTRICA;235464.48
2013;050050070;12;132;11;AGUA;17995.11
2013;050050070;12;132;11;GAS;303.01
2013;050050070;12;132;11;TELEFONOS, TELEX Y TELEFAX;294511.39
2013;050050070;12;132;11;CORREOS Y TELEGRAFO;68030.05
2013;050050070;12;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;0
2013;050050070;12;132;11;ALQUILER DE EDIFICIOS Y LOCALES;1135753.7
2013;050050070;12;132;11;ALQUILER DE FOTOCOPIADORAS;282156.59
2013;050050070;12;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;1200
2013;050050070;12;132;11;MANTENIMIENTO Y REPARACION DE EDIFICIOS Y LOCALES;4588718.24
2013;050050070;12;132;11;MANTENIMIENTO Y REPARACION DE VEHICULOS;10769.72
2013;050050070;12;132;11;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;248045.15
2013;050050070;12;132;11;LIMPIEZA, ASEO Y FUMIGACION;2098556.53
2013;050050070;12;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;12393
2013;050050070;12;132;11;ESTUDIOS, INVESTIGACIONES Y PROYECTOS DE FACTIBILIDAD;90000
2013;050050070;12;132;11;MEDICOS Y SANITARIOS;236243.28
2013;050050070;12;132;11;JURIDICOS;1259800
2013;050050070;12;132;11;DE CAPACITACION;50350
2013;050050070;12;132;11;DE INFORMATICA Y SISTEMAS COMPUTARIZADOS;99000
2013;050050070;12;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;5684286.26
2013;050050070;12;132;11;TRANSPORTE Y ALMACENAMIENTO;169567.51
2013;050050070;12;132;11;SERVICIOS ESPECIALIZADOS;899799.34
2013;050050070;12;132;11;IMPRENTA, PUBLICACIONES Y REPRODUCCIONES;466166.55
2013;050050070;12;132;11;PRIMAS Y GASTOS DE SEGUROS;695415.76
2013;050050070;12;132;11;COMISIONES Y GASTOS BANCARIOS;669838.22
2013;050050070;12;132;11;SISTEMAS INFORMATICOS Y DE REGISTRO;0
2013;050050070;12;132;11;SERV.DE ACCESO A INTERNET Y STREAMING;127163.03
2013;050050070;12;132;11;SERVICIO DE VIGILANCIA;1134301.34
2013;050050070;12;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;32834.24
2013;050050070;12;132;11;PUBLICIDAD Y PROPAGANDA;341786
2013;050050070;12;132;11;PASAJES;159988.75
2013;050050070;12;132;11;VIATICOS;96012.84
2013;050050070;12;132;11;MOVILIDAD;744972.23
2013;050050070;12;132;11;MULTAS Y RECARGOS;1904
2013;050050070;12;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;9881.39
2013;050050070;12;132;11;SERVICIOS DE CEREMONIAL;219097
2013;050050070;12;132;11;SERVICIOS DE COMIDAS, VIANDAS Y REFRIGERIOS;77467.05
2013;050050070;12;132;11;CONVENIOS DE ASISTENCIATECNICA;0
2013;050050070;12;132;11;PREMIOS Y RECONOCIMIENTOS;12000
2013;050050070;12;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;22248.66
2013;050050070;12;214;11;EQUIPO DE TRANSPORTE, TRACCION Y ELEVACION;0
2013;050050070;12;214;11;EQUIPO DE COMUNICACION Y SEÑALAMIENTO;70225.63
2013;050050070;12;214;11;EQUIPO EDUCACIONAL, CULTURAL Y RECREATIVO;3199.9
2013;050050070;12;214;11;EQUIPO PARA COMPUTACION;700960.21
2013;050050070;12;214;11;EQUIPO DE OFICINA Y MOBLAJE;890278.11
2013;050050070;12;214;11;EQUIPOS VARIOS;13633.74
2013;050050070;12;214;11;EQUIPO DE SEGURIDAD;1600
2013;050050070;12;214;11;LIBROS, REVISTAS Y OTROS ELEMENTOS DE COLECCION;29655.4
2013;050050070;12;219;11;PROGRAMAS DE COMPUTACION;17562.06
2013;050050070;12;214;11;OTROS BIENES DE USO NO ESPECIFICADOS PRECEDENTEMENTE;0
2013;050050070;12;171;11;BECAS Y OTROS SUBSIDIOS;523675.72
2013;050050070;12;171;11;TRANSFERENCIAS PARA ACTIVIDADES CIENTIFICAS O ACADEMICAS;227000
2013;050050070;12;171;11;TRANSFERENCIAS A OTRAS INSTITUCIONES SIN FINES DE LUCRO;22500
2013;050050070;12;172;11;TRANSFERENCIAS A UNIVERSIDADES  PARA FINANCIAR GASTOS CORRIENTES;2098914.4
2013;050050070;12;212;11;CONSTRUCCIONES EN BIENES DE DOMINIO PRIVADO;22820.23
2013;050050070;12;212;11;CONSTRUCCIONES EN BIENES DE DOMINIO PRIVADO;344731.81
2013;050050070;12;120;11;RETRIBUCION DEL CARGO;35966490.68
2013;050050070;12;120;11;SUELDO ANUAL COMPLEMENTARIO;3069030.19
2013;050050070;12;120;11;CONTRIBUCIONES PATRONALES;8951884.1
2013;050050070;12;120;11;COMPLEMENTOS;1166795.64
2013;050050070;12;120;11;RETRIBUCION DEL CARGO;2471693.67
2013;050050070;12;120;11;SUELDO ANUAL COMPLEMENTARIO;186739.35
2013;050050070;12;120;11;CONTRIBUCIONES PATRONALES;592331.94
2013;050050070;12;120;11;COMPLEMENTOS;45965
2013;050050070;12;120;11;PERSONAL PERMANENTE;684603.73
2013;050050070;12;131;11;ALIMENTOS PARA PERSONAS;226879.24
2013;050050070;12;131;11;PRODUCTOS AGROFORESTALES;0
2013;050050070;12;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;0
2013;050050070;12;131;11;PRENDAS DE VESTIR;29028.87
2013;050050070;12;131;11;CONFECCIONES TEXTILES;0
2013;050050070;12;131;11;PAPEL Y CARTON PARA OFICINA;39706.38
2013;050050070;12;131;11;PRODUCTOS DE ARTES GRAFICAS;10990
2013;050050070;12;131;11;LIBROS, REVISTAS Y PERIODICOS;15128.72
2013;050050070;12;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;0
2013;050050070;12;131;11;CUBIERTAS Y CAMARAS DE AIRE;0
2013;050050070;12;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;0
2013;050050070;12;131;11;PRODUCTOS FARMACEUTICOS Y MEDICINALES;0
2013;050050070;12;131;11;TINTAS, PINTURAS Y COLORANTES;10502.57
2013;050050070;12;131;11;COMBUSTIBLES Y LUBRICANTES;315739.24
2013;050050070;12;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;417
2013;050050070;12;131;11;PRODUCTOS DE VIDRIO;550
2013;050050070;12;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;0
2013;050050070;12;131;11;PRODUCTOS NO FERROSOS;0
2013;050050070;12;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;123673.63
2013;050050070;12;131;11;ELEMENTOS DE LIMPIEZA;120926.19
2013;050050070;12;131;11;UTILES DE ESCRITORIO, OFICINA Y ENSEÑANZA;124271.41
2013;050050070;12;131;11;UTILES Y MATERIALES ELECTRICOS;185256.39
2013;050050070;12;131;11;UTENSILIOS DE COCINA Y COMEDOR;320
2013;050050070;12;131;11;REPUESTOS Y ACCESORIOS;234208.55
2013;050050070;12;131;11;HERRAMIENTAS MENORES;2038.78
2013;050050070;12;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;37325.35
2013;050050070;12;132;11;ENERGIA ELECTRICA;20382.25
2013;050050070;12;132;11;AGUA;1611.44
2013;050050070;12;132;11;GAS;0
2013;050050070;12;132;11;TELEFONOS, TELEX Y TELEFAX;148636.81
2013;050050070;12;132;11;CORREOS Y TELEGRAFO;48445.69
2013;050050070;12;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;0
2013;050050070;12;132;11;ALQUILER DE EDIFICIOS Y LOCALES;291000
2013;050050070;12;132;11;ALQUILER DE FOTOCOPIADORAS;60417.13
2013;050050070;12;132;11;MANTENIMIENTO Y REPARACION DE EDIFICIOS Y LOCALES;398211.77
2013;050050070;12;132;11;MANTENIMIENTO Y REPARACION DE VEHICULOS;69805.6
2013;050050070;12;132;11;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;381081.39
2013;050050070;12;132;11;LIMPIEZA, ASEO Y FUMIGACION;263966.86
2013;050050070;12;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;45174.6
2013;050050070;12;132;11;MEDICOS Y SANITARIOS;57861.41
2013;050050070;12;132;11;JURIDICOS;803500
2013;050050070;12;132;11;CONTABILIDAD Y AUDITORIA;185500
2013;050050070;12;132;11;DE CAPACITACION;0
2013;050050070;12;132;11;DE INFORMATICA Y SISTEMAS COMPUTARIZADOS;249229.54
2013;050050070;12;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;1377750
2013;050050070;12;132;11;TRANSPORTE Y ALMACENAMIENTO;104902.47
2013;050050070;12;132;11;SERVICIOS ESPECIALIZADOS;1006390.81
2013;050050070;12;132;11;IMPRENTA, PUBLICACIONES Y REPRODUCCIONES;279312.23
2013;050050070;12;132;11;PRIMAS Y GASTOS DE SEGUROS;172170.35
2013;050050070;12;132;11;COMISIONES Y GASTOS BANCARIOS;146995.96
2013;050050070;12;132;11;SISTEMAS INFORMATICOS Y DE REGISTRO;0
2013;050050070;12;132;11;SERV.DE ACCESO A INTERNET Y STREAMING;137364.62
2013;050050070;12;132;11;SERVICIO DE VIGILANCIA;385427.95
2013;050050070;12;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;37769.97
2013;050050070;12;132;11;PUBLICIDAD Y PROPAGANDA;400129.07
2013;050050070;12;132;11;PASAJES;61505.99
2013;050050070;12;132;11;VIATICOS;24198.2
2013;050050070;12;132;11;MOVILIDAD;375506.58
2013;050050070;12;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;506.01
2013;050050070;12;150;11;IMPUESTOS DIRECTOS;0
2013;050050070;12;132;11;SERVICIOS DE CEREMONIAL;262757.85
2013;050050070;12;132;11;SERVICIOS DE COMIDAS, VIANDAS Y REFRIGERIOS;81338.98
2013;050050070;12;132;11;CONVENIOS DE ASISTENCIATECNICA;209562.96
2013;050050070;12;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;15824.72
2013;050050070;12;214;11;EQUIPO DE TRANSPORTE, TRACCION Y ELEVACION;1436.76
2013;050050070;12;214;11;EQUIPO SANITARIO Y DE LABORATORIO;0
2013;050050070;12;214;11;EQUIPO DE COMUNICACION Y SEÑALAMIENTO;120299.91
2013;050050070;12;214;11;EQUIPO EDUCACIONAL, CULTURAL Y RECREATIVO;0
2013;050050070;12;214;11;EQUIPO PARA COMPUTACION;1067745.97
2013;050050070;12;214;11;EQUIPO DE OFICINA Y MOBLAJE;66301.47
2013;050050070;12;214;11;EQUIPOS VARIOS;17000
2013;050050070;12;214;11;EQUIPO DE SEGURIDAD;0
2013;050050070;12;214;11;LIBROS, REVISTAS Y OTROS ELEMENTOS DE COLECCION;6162
2013;050050070;12;219;11;PROGRAMAS DE COMPUTACION;375614.55
2013;050050070;12;171;11;TRANSFERENCIAS PARA ACTIVIDADES CIENTIFICAS O ACADEMICAS;774315
2013;050050070;12;172;11;TRANSFERENCIAS A UNIVERSIDADES  PARA FINANCIAR GASTOS CORRIENTES;120385.57
2013;050050070;12;120;11;RETRIBUCION DEL CARGO;41331806.78
2013;050050070;12;120;11;SUELDO ANUAL COMPLEMENTARIO;3526854.03
2013;050050070;12;120;11;CONTRIBUCIONES PATRONALES;10287285.11
2013;050050070;12;120;11;COMPLEMENTOS;1340852.84
2013;050050070;12;120;11;PERSONAL PERMANENTE;786729.77
2013;050050070;12;131;11;ALIMENTOS PARA PERSONAS;131348.76
2013;050050070;12;131;11;PRODUCTOS AGROFORESTALES;0
2013;050050070;12;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;0
2013;050050070;12;131;11;PRENDAS DE VESTIR;0
2013;050050070;12;131;11;CONFECCIONES TEXTILES;0
2013;050050070;12;131;11;PAPEL Y CARTON PARA OFICINA;25225.53
2013;050050070;12;131;11;PRODUCTOS DE ARTES GRAFICAS;0
2013;050050070;12;131;11;LIBROS, REVISTAS Y PERIODICOS;0
2013;050050070;12;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;0
2013;050050070;12;131;11;CUBIERTAS Y CAMARAS DE AIRE;0
2013;050050070;12;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;0
2013;050050070;12;131;11;PRODUCTOS FARMACEUTICOS Y MEDICINALES;0
2013;050050070;12;131;11;TINTAS, PINTURAS Y COLORANTES;0
2013;050050070;12;131;11;COMBUSTIBLES Y LUBRICANTES;67161.07
2013;050050070;12;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;10
2013;050050070;12;131;11;PRODUCTOS DE VIDRIO;0
2013;050050070;12;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;0
2013;050050070;12;131;11;PRODUCTOS NO FERROSOS;0
2013;050050070;12;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;113
2013;050050070;12;131;11;ELEMENTOS DE LIMPIEZA;1961.44
2013;050050070;12;131;11;UTILES DE ESCRITORIO, OFICINA Y ENSEÑANZA;59105.57
2013;050050070;12;131;11;UTILES Y MATERIALES ELECTRICOS;3740.37
2013;050050070;12;131;11;UTENSILIOS DE COCINA Y COMEDOR;0
