EJERCICIO;CENTRO GESTOR;FUNCIONAL;ECONOMICA;FINANCIACION;DESCRIPCION;DEVENGADO
2014;020020020;17;131;11;UTILES DE ESCRITORIO, OFICINA Y ENSEÑANZA;35417.75
2014;020020020;17;131;11;UTILES Y MATERIALES ELECTRICOS;35
2014;020020020;17;131;11;REPUESTOS Y ACCESORIOS;1516
2014;020020020;17;132;11;TELEFONOS, TELEX Y TELEFAX;122897.72
2014;020020020;17;132;11;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;0
2014;020020020;17;132;11;DE CAPACITACION;0
2014;020020020;17;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;0
2014;020020020;17;132;11;IMPRENTA, PUBLICACIONES Y REPRODUCCIONES;15485
2014;020020020;17;120;11;RETRIBUCION DEL CARGO;90812992.05
2014;020020020;17;120;11;SUELDO ANUAL COMPLEMENTARIO;7857317.16
2014;020020020;17;120;11;CONTRIBUCIONES PATRONALES;17355023.65
2014;020020020;17;120;11;PERSONAL PERMANENTE;851020
2014;020020020;17;131;11;ALIMENTOS PARA PERSONAS;399339.4
2014;020020020;17;120;11;RETRIBUCION DEL SERVICIO;2064846.63
2014;020020020;17;120;11;SUELDO ANUAL COMPLEMENTARIO;179332.75
2014;020020020;17;120;11;CONTRIBUCIONES PATRONALES;388987.82
2014;020020020;17;171;11;BECAS Y OTROS SUBSIDIOS;133233.54
2014;030030030;17;219;11;PROGRAMAS DE COMPUTACION;6147769
2014;030030030;17;132;11;PUBLICIDAD Y PROPAGANDA;1772158.27
2014;030030030;17;132;11;VIATICOS;675816.68
2014;030030030;17;132;11;MOVILIDAD;64008.04
2014;030030030;17;132;11;JUICIOS, MEDIACIONES Y OTROS GASTOS JUDICIALES;61100
2014;030030030;17;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;6940803.82
2014;030030030;17;214;11;EQUIPO DE COMUNICACION Y SEÑALAMIENTO;75723.43
2014;030030030;17;214;11;EQUIPO PARA COMPUTACION;4352604.39
2014;030030030;17;214;11;EQUIPO DE OFICINA Y MOBLAJE;677581.04
2014;030030030;17;214;11;HERRAMIENTAS Y REPUESTOS MAYORES;0
2014;030030030;17;214;11;EQUIPOS VARIOS;31065.54
2014;030030030;17;214;11;LIBROS, REVISTAS Y OTROS ELEMENTOS DE COLECCION;18710
2014;030030030;17;131;11;TINTAS, PINTURAS Y COLORANTES;28577.33
2014;030030030;17;131;11;COMBUSTIBLES Y LUBRICANTES;196007.81
2014;030030030;17;131;11;PRODUCTOS DE MATERIAL PLASTICO;29427.37
2014;030030030;17;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;2887.32
2014;030030030;17;131;11;PRODUCTOS DE VIDRIO;4850
2014;030030030;17;131;11;CEMENTO, CAL Y YESO;6570.09
2014;030030030;17;131;11;ESTRUCTURAS METALICAS ACABADAS;2931.43
2014;030030030;17;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;46099.29
2014;030030030;17;131;11;ELEMENTOS DE LIMPIEZA;170842.75
2014;030030030;17;131;11;UTILES DE ESCRITORIO, OFICINA Y ENSEÑANZA;604289.32
2014;030030030;17;131;11;UTILES Y MATERIALES ELECTRICOS;67247.81
2014;030030030;17;131;11;REPUESTOS Y ACCESORIOS;70658.5
2014;030030030;17;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;662401.12
2014;030030030;17;132;11;ENERGIA ELECTRICA;53728
2014;030030030;17;132;11;AGUA;37932.67
2014;030030030;17;132;11;GAS;1690.94
2014;030030030;17;132;11;TELEFONOS, TELEX Y TELEFAX;351140.92
2014;030030030;17;132;11;CORREOS Y TELEGRAFO;54210.86
2014;030030030;17;132;11;INTERNET BANDA ANCHA;18867.16
2014;030030030;17;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;115723.11
2014;030030030;17;132;11;ALQUILER DE EDIFICIOS Y LOCALES;2665420
2014;030030030;17;132;11;ALQUILER DE MAQUINARIA, EQUIPO Y MEDIOS DE TRANSPORTE;4020
2014;030030030;17;132;11;ALQUILER DE FOTOCOPIADORAS;38500
2014;030030030;17;132;11;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;23858.65
2014;030030030;17;132;11;LIMPIEZA, ASEO Y FUMIGACION;52355.3
2014;030030030;17;132;11;ESTUDIOS, INVESTIGACIONES Y PROYECTOS DE FACTIBILIDAD;277200
2014;030030030;17;132;11;JURIDICOS;4500
2014;030030030;17;132;11;CONTABILIDAD Y AUDITORIA;250356
2014;030030030;17;132;11;DE CAPACITACION;74734
2014;030030030;17;132;11;DE INFORMATICA Y SISTEMAS COMPUTARIZADOS;548560
2014;030030030;17;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;11033857
2014;030030030;17;132;11;IMPRENTA, PUBLICACIONES Y REPRODUCCIONES;117008.74
2014;030030030;17;132;11;PRIMAS Y GASTOS DE SEGUROS;1493988.71
2014;030030030;17;120;11;RETRIBUCION DEL CARGO;177625959.7
2014;030030030;17;120;11;SUELDO ANUAL COMPLEMENTARIO;18200783.9
2014;030030030;17;120;11;CONTRIBUCIONES PATRONALES;32928736.74
2014;030030030;17;120;11;COMPLEMENTOS;1194.03
2014;030030030;17;120;11;PERSONAL PERMANENTE;2960966.03
2014;030030030;17;120;11;ASISTENCIA SOCIAL SIN DISCRIMINAR;0
2014;030030030;17;131;11;ALIMENTOS PARA PERSONAS;786933.1
2014;030030030;17;131;11;MADERA, CORCHO Y SUS MANUFACTURAS;26556.26
2014;030030030;17;131;11;PAPEL Y CARTON PARA OFICINA;63340
2014;030030030;17;131;11;PAPEL Y CARTON PARA COMPUTACION;2525
2014;030030030;17;131;11;LIBROS, REVISTAS Y PERIODICOS;22466.3
2014;030030030;17;131;11;PRODUCTOS FARMACEUTICOS Y MEDICINALES;4797.19
2014;030030030;17;120;11;RETRIBUCION DEL SERVICIO;201267.84
2014;030030030;17;120;11;SUELDO ANUAL COMPLEMENTARIO;16565.7
2014;030030030;17;120;11;CONTRIBUCIONES PATRONALES;34881.92
2014;030030030;17;171;11;TRANSFERENCIAS A EMPRESAS PRIVADAS;0
2014;030030030;17;120;11;COMPLEMENTOS;0
2014;030030030;17;171;11;BECAS Y OTROS SUBSIDIOS;1491867
2014;030030030;17;132;11;PUBLICIDAD Y PROPAGANDA;1592584.64
2014;030030030;17;132;11;VIATICOS;0
2014;030030030;17;132;11;MOVILIDAD;276818
2014;030030030;17;132;11;JUICIOS, MEDIACIONES Y OTROS GASTOS JUDICIALES;45700
2014;030030030;17;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;2731409.81
2014;030030030;17;214;11;EQUIPO DE COMUNICACION Y SEÑALAMIENTO;37943.18
2014;030030030;17;214;11;EQUIPO PARA COMPUTACION;785874
2014;030030030;17;214;11;EQUIPO DE OFICINA Y MOBLAJE;49882.19
2014;030030030;17;214;11;HERRAMIENTAS Y REPUESTOS MAYORES;2843
2014;030030030;17;214;11;EQUIPOS VARIOS;0
2014;030030030;17;214;11;LIBROS, REVISTAS Y OTROS ELEMENTOS DE COLECCION;0
2014;030030030;17;131;11;UTILES DE ESCRITORIO, OFICINA Y ENSEÑANZA;9552.78
2014;030030030;17;131;11;REPUESTOS Y ACCESORIOS;155752.91
2014;030030030;17;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;503868
2014;030030030;17;132;11;ENERGIA ELECTRICA;108268
2014;030030030;17;132;11;AGUA;4440
2014;030030030;17;132;11;GAS;399.42
2014;030030030;17;132;11;TELEFONOS, TELEX Y TELEFAX;114027
2014;030030030;17;132;11;CORREOS Y TELEGRAFO;11681
2014;030030030;17;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;0
2014;030030030;17;132;11;ALQUILER DE EDIFICIOS Y LOCALES;425011
2014;030030030;17;132;11;ALQUILER DE FOTOCOPIADORAS;22000
2014;030030030;17;132;11;ESTUDIOS, INVESTIGACIONES Y PROYECTOS DE FACTIBILIDAD;204940
2014;030030030;17;132;11;MEDICOS Y SANITARIOS;0
2014;030030030;17;132;11;JURIDICOS;0
2014;030030030;17;132;11;CONTABILIDAD Y AUDITORIA;604362
2014;030030030;17;132;11;DE CAPACITACION;0
2014;030030030;17;132;11;DE INFORMATICA Y SISTEMAS COMPUTARIZADOS;106700
2014;030030030;17;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;1721163
2014;030030030;17;132;11;IMPRENTA, PUBLICACIONES Y REPRODUCCIONES;64999.1
2014;030030030;17;132;11;PRIMAS Y GASTOS DE SEGUROS;0
2014;030030030;17;120;11;RETRIBUCION DEL CARGO;22953903.24
2014;030030030;17;120;11;SUELDO ANUAL COMPLEMENTARIO;693058.17
2014;030030030;17;120;11;CONTRIBUCIONES PATRONALES;8627044.93
2014;030030030;17;120;11;COMPLEMENTOS;1138876.58
2014;030030030;17;120;11;PERSONAL PERMANENTE;375287
2014;030030030;17;120;11;ASISTENCIA SOCIAL SIN DISCRIMINAR;0
2014;030030030;17;131;11;ALIMENTOS PARA PERSONAS;41352.63
2014;030030030;17;131;11;HILADOS Y TELAS;1271.96
2014;030030030;17;131;11;PAPEL Y CARTON PARA OFICINA;459605
2014;030030030;17;131;11;PRODUCTOS DE ARTES GRAFICAS;280598.5
2014;030030030;17;131;11;MANUFACTURA DE PULPA, PAPEL Y CARTION;3636.44
2014;030030030;17;120;11;RETRIBUCION DEL SERVICIO;53023
2014;030030030;17;120;11;SUELDO ANUAL COMPLEMENTARIO;0
2014;030030030;17;120;11;CONTRIBUCIONES PATRONALES;15901.94
2014;030030030;17;120;11;COMPLEMENTOS;0
2014;030030030;17;171;11;BECAS Y OTROS SUBSIDIOS;1580325.4
2014;030030030;17;219;11;PROGRAMAS DE COMPUTACION;0
2014;030030030;17;132;11;VIATICOS;41291.87
2014;030030030;17;132;11;MOVILIDAD;155635
2014;030030030;17;132;11;JUICIOS, MEDIACIONES Y OTROS GASTOS JUDICIALES;48200
2014;030030030;17;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;264776.7
2014;030030030;17;214;11;EQUIPO DE COMUNICACION Y SEÑALAMIENTO;1898
2014;030030030;17;214;11;EQUIPO PARA COMPUTACION;289200
2014;030030030;17;214;11;EQUIPO DE OFICINA Y MOBLAJE;9647.11
2014;030030030;17;214;11;HERRAMIENTAS Y REPUESTOS MAYORES;2843
2014;030030030;17;214;11;EQUIPOS VARIOS;20983.98
2014;030030030;17;131;11;REPUESTOS Y ACCESORIOS;233615.98
2014;030030030;17;132;11;ENERGIA ELECTRICA;46716.22
2014;030030030;17;132;11;AGUA;7418
2014;030030030;17;132;11;GAS;0
2014;030030030;17;132;11;TELEFONOS, TELEX Y TELEFAX;151192.85
2014;030030030;17;132;11;CORREOS Y TELEGRAFO;61937.6
2014;030030030;17;132;11;ALQUILER DE EDIFICIOS Y LOCALES;476989
2014;030030030;17;132;11;ESTUDIOS, INVESTIGACIONES Y PROYECTOS DE FACTIBILIDAD;0
2014;030030030;17;132;11;MEDICOS Y SANITARIOS;0
2014;030030030;17;132;11;CONTABILIDAD Y AUDITORIA;0
2014;030030030;17;132;11;DE CAPACITACION;28000
2014;030030030;17;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;88000
2014;030030030;17;132;11;IMPRENTA, PUBLICACIONES Y REPRODUCCIONES;170466
2014;030030030;17;132;11;PRIMAS Y GASTOS DE SEGUROS;0
2014;030030030;17;120;11;RETRIBUCION DEL CARGO;3366161.8
2014;030030030;17;120;11;SUELDO ANUAL COMPLEMENTARIO;0
2014;030030030;17;120;11;CONTRIBUCIONES PATRONALES;723676.11
2014;030030030;17;120;11;COMPLEMENTOS;0
2014;030030030;17;120;11;PERSONAL PERMANENTE;266533
2014;030030030;17;120;11;ASISTENCIA SOCIAL SIN DISCRIMINAR;0
2014;030030030;17;131;11;ALIMENTOS PARA PERSONAS;7436
2014;030030030;17;131;11;PAPEL Y CARTON PARA OFICINA;39267
2014;030030030;17;131;11;PAPEL Y CARTON PARA COMPUTACION;0
2014;030030030;17;131;11;PRODUCTOS DE ARTES GRAFICAS;299461
2014;030030030;17;131;11;MANUFACTURA DE PULPA, PAPEL Y CARTION;0
2014;030030030;17;131;11;LIBROS, REVISTAS Y PERIODICOS;20326.93
2014;030030030;17;120;11;RETRIBUCION DEL SERVICIO;0
2014;030030030;17;120;11;SUELDO ANUAL COMPLEMENTARIO;0
2014;030030030;17;120;11;CONTRIBUCIONES PATRONALES;0
2014;030030030;17;120;11;COMPLEMENTOS;0
2014;030030030;17;171;11;BECAS Y OTROS SUBSIDIOS;860465.46
2014;030030030;17;214;11;EQUIPO PARA COMPUTACION;0
2014;030030030;17;214;11;EQUIPO DE OFICINA Y MOBLAJE;8640
2014;030030030;17;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;263135
2014;030030030;17;131;11;ALIMENTOS PARA PERSONAS;42616.41
2014;030030030;17;131;11;PAPEL Y CARTON PARA COMPUTACION;0
2014;050050070;12;219;11;PROGRAMAS DE COMPUTACION;0
2014;050050070;12;132;11;SERV.DE ACCESO A INTERNET Y STREAMING;95892.14
2014;050050070;12;132;11;SERVICIO DE VIGILANCIA;2447049
2014;050050070;12;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;12095.36
2014;050050070;12;132;11;PUBLICIDAD Y PROPAGANDA;15000
2014;050050070;12;132;11;PASAJES;19882
2014;050050070;12;132;11;VIATICOS;22617.36
2014;050050070;12;132;11;MOVILIDAD;345341.65
2014;050050070;12;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;0
2014;050050070;12;132;11;SERVICIOS DE CEREMONIAL;377082.49
2014;050050070;12;132;11;SERVICIOS DE COMIDAS, VIANDAS Y REFRIGERIOS;20000.98
2014;050050070;12;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;1900.02
2014;050050070;12;214;11;EQUIPO DE COMUNICACION Y SEÑALAMIENTO;32885.01
2014;050050070;12;214;11;EQUIPO PARA COMPUTACION;752761.38
2014;050050070;12;214;11;EQUIPO DE OFICINA Y MOBLAJE;127902.62
2014;050050070;12;214;11;HERRAMIENTAS Y REPUESTOS MAYORES;1417.26
2014;050050070;12;214;11;EQUIPOS VARIOS;8189.4
2014;050050070;12;214;11;LIBROS, REVISTAS Y OTROS ELEMENTOS DE COLECCION;600546
2014;050050070;12;131;11;COMBUSTIBLES Y LUBRICANTES;81328.82
2014;050050070;12;131;11;ELEMENTOS DE LIMPIEZA;3503.14
2014;050050070;12;131;11;UTILES DE ESCRITORIO, OFICINA Y ENSEÑANZA;298449.34
2014;050050070;12;131;11;UTILES Y MATERIALES ELECTRICOS;15705.99
2014;050050070;12;131;11;UTENSILIOS DE COCINA Y COMEDOR;5866.18
2014;050050070;12;131;11;REPUESTOS Y ACCESORIOS;330880.74
2014;050050070;12;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;8550.8
2014;050050070;12;132;11;ENERGIA ELECTRICA;96649.65
2014;050050070;12;132;11;AGUA;13793.33
2014;050050070;12;132;11;GAS;914.98
2014;050050070;12;132;11;TELEFONOS, TELEX Y TELEFAX;35425.02
2014;050050070;12;132;11;CORREOS Y TELEGRAFO;17227.75
2014;050050070;12;132;11;ALQUILER DE EDIFICIOS Y LOCALES;442015
2014;050050070;12;132;11;ALQUILER DE FOTOCOPIADORAS;234452.32
2014;050050070;12;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;0
