ejercicio;jurisdiccion;servicio;unidad_ejecutora;descripcion
2014;40;40040;400400432;HTAL. MANUEL ROCCA
2014;40;40040;400400433;HTAL. SANTA LUCIA
2014;40;40040;400400438;HTAL. ENRIQUE TORNU
2014;40;40040;400400449;DIR.GRAL.ADJ. SAME
2014;40;40040;400400455;CAI C GRIERSON
2014;40;40040;400400401;MINISTERIO DE SALUD
2014;40;40040;400400404;DIR.GRAL.DE RECURSOS FISICOS E
2014;40;40040;400400410;HTAL.TEODORO ALVAREZ
2014;40;40040;400400416;HTAL. CARLOS G. DURAND
2014;40;40040;400400411;HTAL. TORCUATO DE ALVEAR
2014;40;40040;400400412;HTAL. COSME ARGERICH
2014;40;40040;400400413;HTAL. JOSE T. BORDA
2014;40;40040;400400414;HTAL. MARIA CURIE
2014;40;40040;400400415;HTAL. ODONT.JOSE DUEÑAS
2014;40;40040;400400417;HTAL. PEDRO DE ELIZALDE
2014;40;40040;400400419;HTAL. MARIA FERRER
2014;40;40040;400400420;HTAL. RICARDO GUTIERREZ
2014;40;40040;400400422;HTAL. BRAULIO MOYANO
2014;40;40040;400400423;HTAL. FRANCISCO J.MUÑIZ
2014;40;40040;400400424;HTAL. DE ODONTOLOGIA
2014;40;40040;400400425;HTAL. JOSE M. PENNA
2014;40;40040;400400426;HTAL. PARMENIO PIÑERO
2014;40;40040;400400428;HTAL. DE QUEMADOS
2014;40;40040;400400429;HTAL. ODONT.QUINQUELA MARTIN
2014;40;40040;400400430;HTAL. JOSE M.RAMOS MEJIA
2014;40;40040;400400431;HTAL. BERNARDINO RIVADAVIA
2014;40;40040;400400434;HTAL.DONAC.F.SANTOJANNI
2014;40;40040;400400435;HTAL. RAMON SARDA
2014;40;40040;400400436;TALLERES PROT.DE REHAB.PSIQ.
2014;40;40040;400400437;HTAL. CAROLINA TOBAR GARCIA
2014;40;40040;400400439;HTAL. BONORINO UDAONDO
2014;40;40040;400400440;HTAL. D. VELEZ SARSFIELD
2014;40;40040;400400441;HTAL. ABEL ZUBIZARRETA
2014;40;40040;400400443;CENTRO DE SALUD AMEGHINO
2014;40;40040;400400445;INSTITUTO PASTEUR
2014;40;40040;400400446;INST.DE REHAB.PSICOFICA
2014;40;40040;400400450;CTRO.DE SALUD Nº 1 H.ROSARIO
2014;40;40040;400400551;SS.DE ATEN.INTEG.SALUD
2014;40;40040;400400552;SS. ADMINIST. DEL SIST.  SALUD
2014;40;40040;400400554;SUBS.PLANIF.SANIT
2014;40;40040;;MINIST. DE SALUD
2014;40;;;MINISTERIO DE SALUD
2014;06;06006;060060050;TRIBUNAL SUPERIOR
2014;06;06006;;TRIBUNAL SUPERIOR
2014;06;;;TRIBUNAL SUPERIOR DE JUSTICIA
2014;07;07007;070070051;CONSEJO DE LA MAGISTRATURA
2014;07;07007;;CONSEJO DE LA MAGIST
2014;07;;;CONSEJO DE LA MAGISTRATURA
2014;09;09009;090090730;PROCURACION GENERAL
2014;09;09009;;PROCURACION GENERAL
2014;09;;;PROCURACION GENERAL  DE LA CIUDAD
2014;21;21021;210210276;CUERPO AGTE CTROL TRANS.TRANS.
2014;21;21021;210210277;DIR.GRAL.DE SEGURIDAD VIAL
2014;21;21021;210210318;D.G.DE MOVILIDAD SALUDABLE
2014;21;21021;210210320;SUBSECRETARIA DE TRANSPORTE
2014;21;21021;210210322;DIR.GRAL DE TRANSITO
2014;21;21021;210210325;UPE JUEG. OLIMP JUV BS AS 2018
2014;21;21021;210210331;SUBTERRANEOS DE BUENOS AIRES
2014;21;21021;210210721;D.GRAL LICENCIAS
2014;21;21021;210210757;DIR.GRAL DE TRANSPORTE
2014;21;21021;210212010;Subs.Der.Hum.Plur
2014;21;21021;210212012;UNIDAD DE PROY ESP CONSTR CIU
2014;21;21021;210212013;CONS.GTION.PQUE MEMORIA
2014;21;21021;210212051;JEFE DE GABINETE
2014;21;21021;210212134;SUBSEC.DE ASUNTOS PUBLICOS
2014;21;21021;210212152;SUBS.PLANEAM.Y CTROL GESTION
2014;21;21021;;JEFATURA DE GABINETE
2014;21;21271;212712173;INST. ESPAC. MEMORIA
2014;21;21271;;INST. ESPAC. MEMORIA
2014;21;;;JEFATURA DE GABINETE DE MINISTROS
2014;26;26290;262900871;POL.METROPOLITANA
2014;26;26290;262900868;DGAYL POL. METROPOL.
2014;26;26290;;PLAN DE SEG. PUB.
2014;26;26026;260260793;D.G.JUSTICIA, REG.Y MEDIACION
2014;26;26026;260260151;DIR.GRAL.CUSTODIA Y SEG.BIENES
2014;26;26026;260260152;DIR.GRAL.GUARDIA DE AUX.Y EMER
2014;26;26026;260260153;DIR.GRAL.DE DEFENSA CIVIL
2014;26;26026;260260278;DIR.GRAL.DE POL DE SEGURIDAD
2014;26;26026;260260282;MINISTERIO DE JUSTICIA Y SEGUR
2014;26;26026;260260677;Dir.Gral.Logística
2014;26;26026;260260678;SUBSECRETARIA DE EMERGENCIAS
2014;26;26026;260260728;D.GRAL. SEGURIDAD PRIVADA
2014;26;26026;260260763;SUBS.DE JUSTICIA
2014;26;26026;260260799;D.GRAL.ELECTORAL
2014;26;26026;260260866;D.GRAL.ADMINISTR.DE INFRACCION
2014;26;26026;260262183;Subs.Seg.Ciudadana
2014;26;26026;260262184;Subs.Prev.Delito y Rel.Com
2014;26;26026;;MIN. DE JUST. SEGUR.
2014;26;26261;262618262;AGENCIA GUBERN CTROL
2014;26;26261;262618270;HAB Y PERMISOS
2014;26;26261;262618341;DG FISCAL Y CTROL
2014;26;26261;262618370;DIR.GRAL.FISCALIZ.O.CATASTRO
2014;26;26261;262618652;DG HIG. Y SEG.ALIMENTARIA
2014;26;26261;;AGCIA GUBERN CTROL
2014;26;26264;262640869;INST.SUP.DE SEG.PUBLICA
2014;26;26264;;INST.SUP.SEG.PUB
2014;26;;;MINISTERIO DE JUSTICIA Y SEGURIDAD
2014;28;28028;280280167;DIR.GRAL ASUNTOS LEG.Y ORG.CTR
2014;28;28028;280282155;SUBSECRET.DE GOBIERNO
2014;28;28028;280282180;Min.Gobierno
2014;28;28028;280282181;Subs.Asuntos Políticos
2014;28;28028;280282801;UPE - AMBA
2014;28;28028;280282182;Subs.Asuntos Federales
2014;28;28028;280285013;UPE ACUMAR
2014;28;28028;280282803;DG RELAC CON PROV Y MUNIC
2014;28;28028;280282820;DIR.GRAL.PROGR.COOP.INTERJ
2014;28;28028;280285000;CASAS DE LA CDAD. BS. AS
2014;28;28028;280289935;DIR.GRAL.REGISTRO CIVIL
2014;28;28028;;Min.Gobierno
2014;28;;;MINISTERIO DE GOBIERNO
2014;30;30030;300300300;MINISTERIO DE DESARROLLO URB
2014;30;30030;300300303;UPE-ARROYO MALDONADO
2014;30;30030;300308367;DIR.GRAL.DE REGISTROS
2014;30;30030;300300333;CONSEJO DEL PLAN URBANO AMBIEN
2014;30;30030;300300305;SUBS.COORDINA.Y SEGUIM,GESTION
2014;30;30030;300300306;DIR.GRAL.COORD.INSTIT.Y COM.
2014;30;30030;300300360;UPE OBRA RED SUBTERRANEOS
2014;30;30030;300300307;DIR.GRAL.PROY. URB.Y ARQ.
2014;30;30030;300300309;SUBS.PROY.DE URB.ARQ.E INFRAES
2014;30;30030;300300312;DIR. GRAL  OBRAS  ARQUITECTURA
2014;30;30030;300300319;UPE DISTRITO GUBERNAMENTAL
2014;30;30030;300300366;DIR.GRAL INTERPR.URBANISTICA
2014;30;30030;300300380;UPE - OBRAS V OLIMPICA Y SEDES
2014;30;30030;300300797;UN.EJECUTORA EXAU3
2014;30;30030;300300807;D.G.PLANEAMIENTO
2014;30;30030;300302301;DIR.GRAL.DE INFRAESTRUCTURA
2014;30;30030;300302303;DIR.GRAL.OBRAS DE INGENIERIA
2014;30;30030;300302502;Sec.Planeam.
2014;30;30030;;MIN.DES.URBANO
2014;30;;;MINISTERIO DE DESARROLLO URBANO
2014;35;35035;350358834;DG DE RECICLADO
2014;35;35035;350352351;DG FERIAS Y MERCADOS
2014;35;35035;350352355;D.G. REGENERACION URBANA
2014;35;35035;350352356;D.G. INSP.USO ESP.PUBLICO
2014;35;35035;350352504;D. G. Sist.Pluv
2014;35;35035;350358503;MIN.AMBIENTE Y ESP PUBLI
2014;35;35035;350358729;D. G. Comunicación
2014;35;35035;350358737;DG LIMPIEZA
2014;35;35035;350358738;DG ESPACIOS VERDES
2014;35;35035;350358739;DIREC.GRAL.DE ARBOLADO
2014;35;35035;350358740;SUBSEC. DE ADMINISTRACION
2014;35;35035;350358741;DIR.GRAL. FISC. EN VÍA PÚBLICA
2014;35;35035;350358807;D.G.ALUMBRADO
2014;35;35035;350358750;DIR.GRAL. CONTROL DE GESTION
2014;35;35035;350358779;DG ORD. ESPACIO PUBLICO
2014;35;35035;350358743;DIR. GRAL TRATAM. Y NUEVAS TEC
2014;35;35035;350358771;SUBS.MANT.ESP.PÚBLICO
2014;35;35035;350358804;DG CEMENTERIOS
2014;35;35035;350358837;SS HIG. URBANA
2014;35;35035;350358857;D.G. Mant.y Talleres
2014;35;35035;350358911;SUBS. DE USO  DEL ESP.PÚBLICO
2014;35;35035;350358912;UPE MICROCENTRO
2014;35;35035;;MIN. AMB. Y ESP. PUB
2014;35;35933;359338933;AGENCIA AMBIENTAL
2014;35;35933;359338934;D.G.DE CONTROL
2014;35;35933;359338935;DIREC.GRAL.DE EVALUAC.TECNICA
2014;35;35933;359338939;D G ESTRATEGIAS AMBIENTALES
2014;35;35933;;AGENCIA AMBIENTAL
2014;35;35351;353518811;EMUI
2014;35;35351;;ENT.MANT.URB.INT.
2014;35;35352;353528736;EHU
2014;35;35352;;ENTE DE HIGIENE URBA
2014;35;;;MINISTERIO DE AMBIENTE Y ESPACIO PUBLICO
2014;45;45045;450450460;MINIST. DESARR. SOCIAL
2014;45;45045;450450470;SS FORT. FLIAR Y COMUNIT.
2014;45;45045;450450474;SS TERCERA EDAD
2014;45;45045;450450476; DIR.GRAL.NIÑEZ Y ADOLES.
2014;45;45045;450450477;SS PROMOC. SOCIAL
2014;45;45045;450450480;DIR.GRAL. MUJER
2014;45;45045;450450478;DIR.G.SIST.ATENCION  INMEDIATA
2014;45;45045;450450482;DIR.GRAL.DE ECONOMIA SOCIAL
2014;45;45045;450450481;DIR.GRAL.DE CIUDADANIA PORTEÑA
2014;45;45045;450450483;DIR.GRAL.DE SERV.SOC.ZONALES
2014;45;45045;450450484;DIR.GRAL.FORTALEC.DE LA SOC.C.
2014;45;45045;450450485;UNIDAD COORD.POL.SOC.ADIC.
2014;45;45045;;M.DES. SOCIAL
2014;45;;;MINISTERIO DE DESARROLLO SOCIAL
2014;50;50050;500500500;MINISTERIO DE CULTURA
2014;50;50050;500500512;DIR. GRAL DE ENSENANZA ARTISTI
2014;50;50050;500500514;DIRECCION PLANETARIO DE LA CIU
2014;50;50050;500500522;DIR. GRAL DE MUSEOS
2014;50;50050;500500507;D.G.FESTIVALES Y EVENT CTRALES
2014;50;50050;500500511;DIR. GRAL DE PROMOCION CULTURA
2014;50;50050;500500513;DIR. GRAL DE MUSICA
2014;50;50050;500500520;SUBSECRETARIA DE  PATRIMONIO C
2014;50;50050;500500521;DIR. GRAL DE PATR E INST HISTO
2014;50;50050;500500523;DIR. GRAL DEL LIBRO Y PROMOCIO
2014;50;50050;500500524;DIR. GRAL DE INFR.Y MANT.EDILI
2014;50;50050;500500528;DIR. GRAL. CASCO HISTORICO
2014;50;50050;500500535;DIR. GRAL CENTRO CULTURAL RECO
2014;50;50050;500500537;D.G.RELINST Y COMUNI
2014;50;50050;500500542;DIR. GRAL COMPLEJO TEATRAL CIU
2014;50;50050;500500759;SUBSECRETARIA DE TURISMO
2014;50;50050;500500543;DIR. GRAL CENTRO CULTURAL GSM
2014;50;50050;500500753;SUBS.GESTION CULTURAL
2014;50;50050;;MINIST. DE CULTURA
2014;50;50512;505129265;AGENCIA TURISMO
2014;50;50512;;AGENCIA TURISMO
2014;50;50513;505130541;EATC
2014;50;50513;;TEATRO COLON
2014;50;;;MINISTERIO DE CULTURA
2014;55;55055;550550550;MINISTERIO DE EDUCACION
2014;55;55055;550550556;PLANEAMIENTO EDUCATIVO
2014;55;55055;550550557;EVAL DE LA CALIDAD EDUCA
2014;55;55055;550550561;DIR. GRAL DE EDUC GEST ESTATAL
2014;55;55055;550550570;DIR. GRAL EDUCACION DE GESTION
2014;55;55055;550550573;DIR.GRAL.DE INFRAEST Y EQUIP
2014;55;55055;550550578;D.G.ADM.DE MANTENIMIENTO
2014;55;55055;550550580;Sub.Gestión Ed.y Coor
2014;55;55055;550550581;Dir.Gral. Tecnología Educativa
2014;55;55055;550550583;DIR.GRAL.EDUC.SUPERIOR
2014;55;55055;550550582;Dir.Gral. Servicios a las Esc.
2014;55;55055;550550584;SUBS.DE EQUIDAD EDUCATIVA
2014;55;55055;550550585;SUBS.POL.EDUC. Y CARRERA DOC.
2014;55;55055;550550672;SUBSEC.GEST ECO FINANC Y ADM R
2014;55;55055;;MINIST. DE EDUCACION
2014;55;;;MINISTERIO DE EDUCACION
2014;60;60060;600600601;MIN.Y SUBS.DE HACIENDA
2014;60;60060;600600609;DIRECCION GENERAL DE SEGUROS
2014;60;60060;600600610;DIR GRAL MANT FLOTA AUTOM
2014;60;60060;600600611;DIR.GRAL.OFICINA DE GESTION PU
2014;60;60060;600600613;DIR.GRAL.DE CONTADURIA
2014;60;60060;600600614;DIR.GRAL.DE TESORERIA
2014;60;60060;600600615;DIR.GRAL.DE CREDITO PUBLICO
2014;60;60060;600600618;D.G.Procesos Adm.
2014;60;60060;600600619;D.G.Red.de Precios
2014;60;60060;600600623;DIR.GRAL.DE COMPRAS Y CONTRAT.
2014;60;60060;600600638;DIR.GRAL.U.INFORMATICA ADM.FIN
2014;60;60060;600600817;D.GRAL RELACIONES FISCALES
2014;60;60060;600602612;GEST.DE SERV.ECON.Y REC.NO TRI
2014;60;60060;;MIN. DE HACIENDA
2014;60;60601;606018796;INSTITUTO DE JUEGOS DE APUESTA
2014;60;60601;;INST. JUEGOS DE APUE
2014;60;60602;606028612;DIR.GRAL.ESTAD.Y CENSOS
2014;60;60602;606028618;AGIP
2014;60;60602;;ADM.GUB.INGR.PUBLICO
2014;60;;;MINISTERIO DE HACIENDA
2014;99;99099;990990640;MIN.DE HACIENDA - OBLIGACIONES
2014;99;99099;;OBLIG.CARGO TESORO
2014;99;;;OBLIGACIONES A CARGO DEL TESORO
2014;65;65065;650650108;CORPORACION DEL SUR S.E.
2014;65;65065;650650117;SECRETARIA DE HABITAT E INCLUS
2014;65;65065;650650171;COPINE
2014;65;65065;650652656;DIR GRAL. INDUSTRIAS CREATIVAS
2014;65;65065;650650350;PARQUE DE LA CIUDAD
2014;65;65065;650650616;DIR.GRAL.ADMINST. DE BIENES
2014;65;65065;650658106;SUBSECRETARIA DE DEPORTES
2014;65;65065;650650650;MINIST DESARROLLO ECONOMICO
2014;65;65065;650650655;DIR GRAL GEST ACT CIENTIF TECN
2014;65;65065;650650656;DIR. GRAL DE EMPLEO
2014;65;65065;650650711;SUBSECRETARIA DETRABAJO
2014;65;65065;650650658;Dir.Gral.Fomento Prod. e Innov
2014;65;65065;650650761;DIR.GRAL.PROTEC.DEL TRABAJO
2014;65;65065;650650790;SUBS. ECONOMIA CREATIVA
2014;65;65065;650650851;D.G.RELACIONES LABORALES
2014;65;65065;650650850;SOC.ADM.PUERTO
2014;65;65065;650652650;DIR GRAL COMERCIO EXTERIOR
2014;65;65065;650652666;SUBSECRETARIA DE INVERSIONES
2014;65;65065;650658624;DG. CONCESIONES
2014;65;65065;650659470;UNIDAD GEST INTERV SOCIAL
2014;65;65065;;MIN. DESAR. ECON.
2014;65;65217;652172191;CONS. ECO SOCIAL
2014;65;65217;;CONSEJO ECONOMICO Y 
2014;65;65219;652190290;INSTITUTO VIVIENDA LEY 1251
2014;65;65219;;INSTITUTO VIVIENDA
2014;65;;;MINISTERIO DE DESARROLLO ECONOMICO
2014;68;68068;680680608;INST. SUP. DE LA CARRERA ADM.
2014;68;68068;680680642;SUBS.GESTION DE RECURSOS HUMAN
2014;68;68068;680680919;SUB.GESTION PROY.MODER.
2014;68;68068;680680918;MINISTERIO DE MODERNIZACION
2014;68;68068;;Min.Modernización
2014;68;68270;682700681;D.G.GOB.ELECTRÓNICO
2014;68;68270;682700682;D.G.DE INFRAESTRUCTURA
2014;68;68270;682700683;D.G.INT.DE SISTEMAS
2014;68;68270;682708056;AGENCIA SIST INFORMACION
2014;68;68270;;AGENCIA SIST. INFORM
2014;68;;;MINISTERIO DE MODERNIZACION
2014;90;90900;909002200;D.G At.Vecinal
2014;90;90900;909002204;Sec.Gestión Com At Ciu
2014;90;90900;909002202;Dir.G.Def.Prot.Cons
2014;90;90900;909002205;D.G.COORD.MANT.ESP
2014;90;90900;909008283;Sub.de Atención Ciudadana
2014;90;90900;909002203;D.G.PART.CIUDADANA
2014;90;90900;909002206;D.G.O.Comunales
2014;90;90900;909002207;D.G.DESC.COMUNAL
2014;90;90900;909002208;D.G.SERV.DESCONC.Y MANT.EDILIC
2014;90;90900;909008284;D.G. Gest. de Calidad
2014;90;90900;909008285;Subs..Descent.y Part.Ciud
2014;90;90900;909008286;UAC
2014;90;90900;909008288;Sub.Esp. Pco.
2014;90;90900;;SEC. GESt.COM.
2014;90;90851;908519101;Comuna 1
2014;90;90851;;COMUNA 1
2014;90;90852;908529102;Comuna 2
2014;90;90852;;COMUNA 2
2014;90;90853;908539103;Comuna 3
2014;90;90853;;COMUNA 3
2014;90;90854;908549104;Comuna 4
2014;90;90854;;COMUNA 4
2014;90;90855;908559105;Comuna 5
2014;90;90855;;COMUNA 5
2014;90;90856;908569106;Comuna 6
2014;90;90856;;COMUNA 6
2014;90;90857;908579107;Comuna 7
2014;90;90857;;COMUNA 7
2014;90;90858;908589108;Comuna 8
2014;90;90858;;COMUNA 8
2014;90;90859;908599109;Comuna 9
2014;90;90859;;COMUNA 9
2014;90;90860;908609110;Comuna 10
2014;90;90860;;COMUNA 10
2014;90;90861;908619111;Comuna 11
2014;90;90861;;COMUNA 11
2014;90;90862;908629112;Comuna 12
2014;90;90862;;COMUNA 12
2014;90;90863;908639113;Comuna 13
2014;90;90863;;COMUNA 13
2014;90;90864;908649114;Comuna 14
2014;90;90864;;COMUNA 14
2014;90;90865;908659115;Comuna 15
2014;90;90865;;COMUNA 15
2014;90;;;SECRETARIA DE GESTION COMUNAL Y ATENC.CIUDADANA
2014;98;98098;980980641;MIN.HACIEN - SERVICIO DE DEUDA
2014;98;98098;;SERV. DEUDA PUBLICA
2014;98;;;SERVICIO DE LA DEUDA PUBLICA
2014;02;02002;020020020;AUDITORIA
2014;02;02002;;AUDITORIA GENERAL CA
2014;02;;;AUDITORIA GENERAL DE LA CIUDAD DE BUENOS AIRES
2014;03;03003;030030030;DEFENSORIA DEL PUEBLO
2014;03;03003;;DEFENSORIA DEL PUEBL
2014;03;;;DEFENSORIA DEL PUEBLO
2014;08;08008;080080081;SINDICATURA GENERAL
2014;08;08008;;SINDICATURA GENERAL 
2014;08;;;SINDICATURA GENERAL DE LA CIUDAD DE BUENOS AIRES
