ejercicio;programa;subprograma;proyecto;descripcion
2014;011;01100;0110003;MEJORAMIENTO INFRAESTRUCTURA JARDIN ZOOLOGICO
2014;011;01100;;ASUNTOS PATRIMONIALES Y FISCALES
2014;011;;;ASUNTOS PATRIMONIALES Y FISCALES
2014;012;01200;0120000;ASUNTOS INSTITUCIONALES Y EMPLEO PUBLICO
2014;012;01200;0120001;CONSTRUCCION, AMPLIACION Y MODERNIZACION DE LA RED DE SUBTERRANEOS
2014;012;01200;0120082;PLAN SARMIENTO
2014;012;01200;0120095;SERVICIOS DE MANTENIMIENTO - COMUNA 12
2014;012;01200;;ASUNTOS INSTITUCIONALES Y EMPLEO PUBLICO
2014;012;;;ASUNTOS INSTITUCIONALES Y EMPLEO PUBLICO
2014;008;00800;0080000;ACTIVIDADES COMUNES A LOS PROGRAMAS 31, 33, 35, 36, 68, 70 Y 74
2014;008;00800;0080001;CONSOLIDACION Y PUESTA EN VALOR DE LOS EX CTROS CLANDESTINOS DETENCION TORTURA  EXTERMINIO
2014;008;00800;0080091;SERVICIOS DE MANTENIMIENTO - COMUNA 8
2014;008;00800;;ACTIVIDADES COMUNES A LOS PROGRAMAS 31, 33, 35, 36, 68, 70 Y 74
2014;008;;;ACTIVIDADES COMUNES A LOS PROGRAMAS 31, 33, 35, 36, 68, 70 Y 74
2014;031;03100;0310000;ORDENAMIENTO Y CONTROL DE TRANSITO Y TRANSPORTE
2014;031;03100;0310001;AJUSTE DE LA RED PLUVIAL DE CAPTACION DE LA CIUDAD DE BUENOS AIRES
2014;031;03100;0310060;A.CU.MA.R. - OBRAS HIDRAULICAS
2014;031;03100;;ORDENAMIENTO Y CONTROL DE TRANSITO Y TRANSPORTE
2014;031;;;ORDENAMIENTO Y CONTROL DE TRANSITO Y TRANSPORTE
2014;033;03300;0330000;SEGURIDAD VIAL
2014;033;03300;;SEGURIDAD VIAL
2014;033;;;SEGURIDAD VIAL
2014;035;03500;0350000;PROMOCION Y DESARROLLO DE LA MOVILIDAD SALUDABLE
2014;035;03500;0350001;MEJORA DE LA INFRAESTRUCTURA PARA LA MOVILIDAD SALUDABLE
2014;035;03500;0350072;VALORIZACION DE LOS ESPACIOS VERDES
2014;035;03500;0350079;CUIDADO Y PUESTA EN VALOR DE GRANDES PARQUES
2014;035;03500;0350002;CUIDADO Y PUESTA EN VALOR DE GRANDES PARQUES
2014;035;03500;0350003;CUIDADO Y PRESERVACION DEL ARBOLADO URBANO
2014;035;03500;0350004;JARDIN BOTANICO CARLOS THAYS
2014;035;03500;0350080;VALORIZACION DE LOS ESPACIOS VERDES DE LA CIUDAD
2014;035;03500;0350060;A.CU.MAR - VALORIZACION DE LOS ESPACIOS VERDES
2014;035;03500;0350074;MANTENIMIENTO ESPACIOS VERDES - CENTROS DE TRASBORDO
2014;035;03500;0350073;MANTENIMIENTO ESPACIOS VERDES - METROBUS
2014;035;03500;;PROMOCION Y DESARROLLO DE LA MOVILIDAD SALUDABLE
2014;035;;;PROMOCION Y DESARROLLO DE LA MOVILIDAD SALUDABLE
2014;068;06800;0680000;VERIFICACION TECNICA VEHICULAR
2014;068;06800;0680001;OBRAS RECUPERACION DE LA TRAZA DE LA EX AU3
2014;068;06800;;VERIFICACION TECNICA VEHICULAR
2014;068;;;VERIFICACION TECNICA VEHICULAR
2014;007;00700;0070000;ACTIVIDADES COMUNES A LOS PROGRAMAS 72 Y 73
2014;007;00700;0070001;ADQUISICION Y MEJORAMIENTO DE LOS ESPACIOS FISICOS
2014;007;00700;0070002;FINALIZACION PLAN DE OBRAS TEATRO COLON
2014;007;00700;0070090;SERVICIOS DE MANTENIMIENTO - COMUNA 7
2014;007;00700;;ACTIVIDADES COMUNES A LOS PROGRAMAS 72 Y 73
2014;007;;;ACTIVIDADES COMUNES A LOS PROGRAMAS 72 Y 73
2014;072;07200;0720000;SEÑALIZACION LUMINOSA
2014;072;07200;0720066;CENTRO DE CONTROL CENTRALIZADO DE TRANSITO
2014;072;07200;0720060;A.CU.MAR - CENTRO DE CONTROL CENTRALIZADO DE TRANSITO
2014;072;07200;;SEÑALIZACION LUMINOSA
2014;072;;;SEÑALIZACION LUMINOSA
2014;073;07300;0730000;SEÑALAMIENTO VIAL
2014;073;07300;0730001;OBRAS SEÑALAMIENTO VERTICAL
2014;073;07300;0730002;OBRAS DE DEMARCACION HORIZONTAL
2014;073;07300;0730060;A.CU.MAR - OBRAS SEÑANLAMIENTO  VERTICAL
2014;073;07300;;SEÑALAMIENTO VIAL
2014;073;;;SEÑALAMIENTO VIAL
2014;036;03600;0360000;EMISION DE LICENCIAS
2014;036;03600;;EMISION DE LICENCIAS
2014;036;;;EMISION DE LICENCIAS
2014;074;07400;0740000;ORDENAMIENTO DEL TRANSPORTE PUBLICO Y PRIVADO DE PASAJERO Y CARGAS
2014;074;07400;0740003;OBRAS DE READECUACION COMPLEMENTARIA PARA LA MEJORA DEL TRANSPORTE
2014;074;07400;0740002;CENTROS DE TRASBORDO
2014;074;07400;0740004;ELIMINACION DE INTERFERENCIAS FERROVIALES Y MEJORAS EN CONECTIVIDAD DEL SIST. FERROVIARIO
2014;074;07400;0740001;VALORIZACION DE EDIFICIOS DEL GOBIERNO DE LA CIUDAD AUTONOMA DE BUENOS AIRES
2014;074;07400;;ORDENAMIENTO DEL TRANSPORTE PUBLICO Y PRIVADO DE PASAJERO Y CARGAS
2014;074;;;ORDENAMIENTO DEL TRANSPORTE PUBLICO Y PRIVADO DE PASAJERO Y CARGAS
2014;006;00600;0060000;ACTIVIDADES COMUNES A LOS PROGRAMAS 26, 27, 28 Y 32
2014;006;00600;0060089;SERVICIOS DE MANTENIMIENTO - COMUNA 6
2014;006;00600;;ACTIVIDADES COMUNES A LOS PROGRAMAS 26, 27, 28 Y 32
2014;006;;;ACTIVIDADES COMUNES A LOS PROGRAMAS 26, 27, 28 Y 32
2014;027;02700;0270000;PROMOCION DE LA DIVERSIDAD E IGUALDAD ENTRE PERSONAS
2014;027;02700;;PROMOCION DE LA DIVERSIDAD E IGUALDAD ENTRE PERSONAS
2014;027;;;PROMOCION DE LA DIVERSIDAD E IGUALDAD ENTRE PERSONAS
2014;028;02800;0280000;ATENCION Y ASISTENCIA AL DAMNIFICADO
2014;028;02800;;ATENCION Y ASISTENCIA AL DAMNIFICADO
2014;028;;;ATENCION Y ASISTENCIA AL DAMNIFICADO
2014;032;03200;0320000;FORTALECIMIENTO DE LA DIVERSIDAD CULTURAL
2014;032;03200;;FORTALECIMIENTO DE LA DIVERSIDAD CULTURAL
2014;032;;;FORTALECIMIENTO DE LA DIVERSIDAD CULTURAL
2014;037;03700;0370000;CONSTRUCCION CIUDADANA Y CAMBIO CULTURAL
2014;037;03700;0370076;MANTENIMIENTO Y OPTIMIZACION DEL ALUMBRADO PUBLICO
2014;037;03700;;CONSTRUCCION CIUDADANA Y CAMBIO CULTURAL
2014;037;;;CONSTRUCCION CIUDADANA Y CAMBIO CULTURAL
2014;026;02600;0260000;GESTION DEL PARQUE DE LA MEMORIA Y DEL MONUMENTO A LAS VICTIMAS
2014;026;02600;0260001;MONUMENTO A LAS VICTIMAS DE TERRORISMO DE ESTADO
2014;026;02600;0260002;MEJORA Y AMPLIACION DE INFRAESTRUCTURA DEL PARQUE
2014;026;02600;;GESTION DEL PARQUE DE LA MEMORIA Y DEL MONUMENTO A LAS VICTIMAS
2014;026;;;GESTION DEL PARQUE DE LA MEMORIA Y DEL MONUMENTO A LAS VICTIMAS
2014;005;00500;0050000;ACTIVIDADES COMUNES A LOS PROGRAMAS 39 Y 40
2014;005;00500;0050088;SERVICIOS DE MANTENIMIENTO - COMUNA 5
2014;005;00500;0050001;INFRAESTRUCTURA DE COMUNICACIONES
2014;005;00500;;ACTIVIDADES COMUNES A LOS PROGRAMAS 39 Y 40
2014;005;;;ACTIVIDADES COMUNES A LOS PROGRAMAS 39 Y 40
2014;039;03900;0390000;ENLACE CON ORGANISMOS DE CONTROL
2014;039;03900;;ENLACE CON ORGANISMOS DE CONTROL
2014;039;;;ENLACE CON ORGANISMOS DE CONTROL
2014;015;01500;0150000;PLANEAMIENTO Y CONTROL DE GESTION
2014;015;01500;0150001;FORTALECIMIENTO GESTIONAL DEL MINISTERIO DE DESARROLLO URBANO
2014;015;01500;0150002;MEJORAMIENTO Y PUESTA EN VALOR DE ESPACIOS PUBLICOS
2014;015;01500;0150098;SERVICIOS DE MANTENIMIENTO - COMUNA 15
2014;015;01500;0150004;CENTRO COMERCIALES A CIELO ABIERTO
2014;015;01500;0150005;OBRAS DE REGENERACION URBANA
2014;015;01500;;PLANEAMIENTO Y CONTROL DE GESTION
2014;015;;;PLANEAMIENTO Y CONTROL DE GESTION
2014;070;07000;0700001;TRANSPORTE MASIVO DE BUSES RAPIDOS
2014;070;07000;0700000;APLICACION DE NORMAS REFERIDAS AL PLANEAMIENTO URBANO
2014;070;07000;;TRANSPORTE MASIVO DE BUSES RAPIDOS
2014;070;;;TRANSPORTE MASIVO DE BUSES RAPIDOS
2014;003;00300;0030000;ACCIONES PARA LA SEGURIDAD CIUDADANA
2014;003;00300;0030005;CONSTRUCCIONES VARIAS
2014;003;00300;0030004;REFORMA INTEGRAL CAF
2014;003;00300;0030003;CONSTRUCCIONES EN CENTROS ASISTENCIALES
2014;003;00300;0030002;REFACCIONES EN CENTRO DE LA MUJER
2014;003;00300;0030001;CONSTRUCCIONES EN CENTROS ASISTENCIALES
2014;003;00300;0030051;AMPLIACION, REM. Y PTA. EN VALOR DE EDIFICIOS AGIP
2014;003;00300;0030086;SERVICIOS DE MANTENIMIENTO - COMUNA 3
2014;003;00300;;ACCIONES PARA LA SEGURIDAD CIUDADANA
2014;003;;;ACCIONES PARA LA SEGURIDAD CIUDADANA
2014;004;00400;0040000;ACTIV COMUNES A LOS PROGRAMAS 52,53 Y 54
2014;004;00400;0040001;EQUIPAMIENTO ELECTRONICO DEL CENTRO UNICO DE COMANDO Y CONTROL
2014;004;00400;0040002;CONSTRUCCIONES EN HOGARES PARA LICITAR
2014;004;00400;0040087;SERVICIOS DE MANTENIMIENTO - COMUNA 4
2014;004;00400;;ACTIV COMUNES A LOS PROGRAMAS 52,53 Y 54
2014;004;;;ACTIV COMUNES A LOS PROGRAMAS 52,53 Y 54
2014;021;02100;0210000;MEDIACION VECINAL
2014;021;02100;0210099;MANTENIMIENTO INTEGRAL METROBUS
2014;021;02100;;MEDIACION VECINAL
2014;021;;;MEDIACION VECINAL
2014;022;02200;0220000;GESTION ELECTORAL
2014;022;02200;0220012;OBRAS EN EFECTORES REGION SANITARIA II
2014;022;02200;0220010;OBRAS EN EDIFICIOS ADMINISTRATIVOS MINISTERIO DE SALUD
2014;022;02200;0220011;OBRAS EN EFECTORES REGION SANITARIA I
2014;022;02200;0220013;OBRAS EN EFECTORES REGION SANITARIA III
2014;022;02200;0220014;OBRAS EN EFECTORES REGION SANITARIA IV
2014;022;02200;0220065;PUESTA EN VALOR CENTROS DE SALUD DE ACCION COMUNITARIA
2014;022;02200;0220066;PROYECTOS E INSPECCION OBRAS
2014;022;02200;0220060;ACUMAR - RELOCALIZACION CESAC N° 16
2014;022;02200;0220015;OBRAS EN EFECTORES DE SALUD MENTAL
2014;022;02200;0220009;LEY 3011 - LIGA ISRAELITA
2014;022;02200;0220001;REMODELACION EDIFICIO FLOTA AUTOMOTOR
2014;022;02200;0220002;REFUNCIONALIZACION FLOTA AUTOMOTOR
2014;022;02200;0220008;INTERVENCIONES INTERREGIONALES
2014;022;02200;;GESTION ELECTORAL
2014;022;;;GESTION ELECTORAL
2014;023;02300;0230000;ADMINISTRACION DE INFRACCIONES EN LA CIUDAD
2014;023;02300;;ADMINISTRACION DE INFRACCIONES EN LA CIUDAD
2014;023;;;ADMINISTRACION DE INFRACCIONES EN LA CIUDAD
2014;025;02500;0250000;ACCIONES DE LA SUBSECRETARIA DE JUSTICIA
2014;025;02500;0250001;REVITALIZACION Y MEJORAMIENTO DEL ESP. PUBLICO
2014;025;02500;0250002;PRIORIDAD PEATON
2014;025;02500;0250003;OBRAS COMPLEMENTARIAS
2014;025;02500;0250060;A.CU.MA.R. - OBRAS COMPLEMENTARIAS DE ARQUITECTURA
2014;025;02500;0250006;METROBUS - AV. JUAN B. JUSTO
2014;025;02500;;ACCIONES DE LA SUBSECRETARIA DE JUSTICIA
2014;025;;;ACCIONES DE LA SUBSECRETARIA DE JUSTICIA
2014;054;05400;0540000;APOYO LOGISTICO EN EMERGENCIAS
2014;054;05400;0540079;MITIGACION DE RIESGOS Y LEY DE ESCUELAS SEGURAS
2014;054;05400;;APOYO LOGISTICO EN EMERGENCIAS
2014;054;;;APOYO LOGISTICO EN EMERGENCIAS
2014;038;03800;0380000;COMPACTACION DE BIENES MUEBLES EN CUSTODIA
2014;038;03800;;COMPACTACION DE BIENES MUEBLES EN CUSTODIA
2014;038;;;COMPACTACION DE BIENES MUEBLES EN CUSTODIA
2014;052;05200;0520000;INTERVENCIONES EN EMERGENCIAS EN VIA PUBLICA
2014;052;05200;0520071;DISPOSICION FINAL RESIDUOS SOLIDOS URBANOS
2014;052;05200;0520002;ACUMAR
2014;052;05200;0520060;A.CU.MAR - RIACHUELO
2014;052;05200;;INTERVENCIONES EN EMERGENCIAS EN VIA PUBLICA
2014;052;;;INTERVENCIONES EN EMERGENCIAS EN VIA PUBLICA
2014;053;05300;0530000;PLANIFICACION Y CONTROL DEFENSA CIVIL
2014;053;05300;0530001;REMODELACION DEL EDIFICIO DE DEFENSA CIVIL
2014;053;05300;0530011;OBRAS CIVILES DE ALBAÑILERIA, FACHADAS, CUBIERTAS, PINTURA, ACCESIBILIDAD O INTEGRALES
2014;053;05300;0530016;OBRAS CIVILES DE ALBAÑILERIA, FACHADAS, CUBIERTAS, PINTURA, ACCESIBILIDAD O INTEGRALES III
2014;053;05300;0530020;ADECUACION DE INSTALACIONES ESCOLARES
2014;053;05300;0530015;OBRAS CIVILES DE ALBAÑILERIA, FACHADAS, CUBIERTAS, PINTURA, ACCESIBILIDAD O INTEGRALES 2
2014;053;05300;0530010;OBRAS NUEVAS, AMPLIACIONES, RELOCALIZACIONES Y COMPRAS
2014;053;05300;0530021;ADECUACION DE INSTALACIONES ESCOLARES 2
2014;053;05300;0530022;ADECUACION DE INSTALACIONES ESCOLARES 3
2014;053;05300;0530023;ADECUACION DE INSTALACIONES ESCOLARES 4
2014;053;05300;0530025;OTRAS OBRAS E INSTALACIONES
2014;053;05300;0530026;OTRAS OBRAS E INSTALACIONES 2
2014;053;05300;0530060;A.CU.MAR -  OBRAS E INSTALACIONES
2014;053;05300;;PLANIFICACION Y CONTROL DEFENSA CIVIL
2014;053;;;PLANIFICACION Y CONTROL DEFENSA CIVIL
2014;009;00900;0090000;ACTIVIDADES COMUNES A LOS  PROG 20 Y 42
2014;009;00900;0090092;SERVICIOS DE MANTENIMIENTO - COMUNA 9
2014;009;00900;;ACTIVIDADES COMUNES A LOS  PROG 20 Y 42
2014;009;;;ACTIVIDADES COMUNES A LOS  PROG 20 Y 42
2014;042;04200;0420000;COORDINACION INSTITUCIONAL
2014;042;04200;;COORDINACION INSTITUCIONAL
2014;042;;;COORDINACION INSTITUCIONAL
2014;075;07500;0750000;COOPERACION CON PROVINCIAS Y MUNICIPIOS
2014;075;07500;0750001;ORDENAMIENTO DE ESPACIOS PUBLICOS
2014;075;07500;;COOPERACION CON PROVINCIAS Y MUNICIPIOS
2014;075;;;COOPERACION CON PROVINCIAS Y MUNICIPIOS
2014;076;07600;0760000;CASAS DE LA CIUDAD DE BUENOS AIRES
2014;076;07600;0760001;INSPECCION DEL USO DEL ESPACIO PUBLICO
2014;076;07600;;CASAS DE LA CIUDAD DE BUENOS AIRES
2014;076;;;CASAS DE LA CIUDAD DE BUENOS AIRES
2014;077;07700;0770000;UNIDAD PROYECTOS ESPECIALES CUENCA MATANZA-RIACHUELO
2014;077;07700;0770001;CONTRATACION OBRA SANITARIA, ELECTRICA Y DE MEJORAS EN COSTANERA SUR
2014;077;07700;;UNIDAD PROYECTOS ESPECIALES CUENCA MATANZA-RIACHUELO
2014;077;;;UNIDAD PROYECTOS ESPECIALES CUENCA MATANZA-RIACHUELO
2014;024;02400;0240000;OBRAS DE INFRAESTRUCTURA URBANA
2014;024;02400;0240001;OBRAS DE INGENIERIA MECANICA PARQUE ROCA.
2014;024;02400;0240004;INTERVENCIONES PARA EVITAR LA CONGESTION DEL TRANSITO
2014;024;02400;0240005;CRUCES FERROVIARIOS A DISTINTO NIVEL
2014;024;02400;;OBRAS DE INFRAESTRUCTURA URBANA
2014;024;;;OBRAS DE INFRAESTRUCTURA URBANA
2014;069;06900;0690000;INSTRUMENTACION Y ACTUALIZACION DEL PLAN URBANO AMBIENTAL
2014;069;06900;0690001;CONSTRUCCION RENOVACION PUESTA EN VALOR INFRAESTRUCTURA EDILICIA COMUNAL
2014;069;06900;0690002;MANTENIMIENTO, ADECUACION Y MEJORAS EN EDIFICIOS COMUNALES
2014;069;06900;;INSTRUMENTACION Y ACTUALIZACION DEL PLAN URBANO AMBIENTAL
2014;069;;;INSTRUMENTACION Y ACTUALIZACION DEL PLAN URBANO AMBIENTAL
2014;084;08400;0840000;PROYECTOS DE ARQUITECTURA
2014;084;08400;0840001;ESTUDIOS DE URBANISMO Y ARQUITECTURA
2014;084;08400;;PROYECTOS DE ARQUITECTURA
2014;084;08418;0841800;HOSPITAL GENERAL DE AGUDOS JUAN A. FERNANDEZ
2014;084;08418;0841865;PUESTA EN VALOR HOSPITAL JUAN A. FERNANDEZ
2014;084;08418;;HOSPITAL GENERAL DE AGUDOS JUAN A. FERNANDEZ
2014;084;08427;0842700;HOSPITAL GENERAL DE AGUDOS IGNACIO PIROVANO
2014;084;08427;0842765;PUESTA EN VALOR HOSPITAL IGANACIO PIROVANO
2014;084;08427;;HOSPITAL GENERAL DE AGUDOS IGNACIO PIROVANO
2014;084;08431;0843100;HOSPITAL GENERAL DE AGUDOS BERNARDINO RIVADAVIA
2014;084;08431;0843165;PUESTA EN VALOR HOSPITAL BERNARDINO RIVADAVIA
2014;084;08431;;HOSPITAL GENERAL DE AGUDOS BERNARDINO RIVADAVIA
2014;084;08420;0842000;HOSPITAL GENERAL DE NIÑOS RICARDO GUTIERREZ
2014;084;08420;0842065;PUESTA EN VALOR HOSPITAL RICARDO GUTIERREZ
2014;084;08420;;HOSPITAL GENERAL DE NIÑOS RICARDO GUTIERREZ
2014;084;08424;0842400;HOSPITAL DE ODONTOLOGIA RAMON CARRILLO
2014;084;08424;0842465;PUESTA EN VALOR ATENCION ODONTOLOGICA EN HOSPITALES ESPECIALIZADOS
2014;084;08424;;HOSPITAL DE ODONTOLOGIA RAMON CARRILLO
2014;084;08446;0844600;INSTITUTO DE REHABILITACION PSICOFISICA
2014;084;08446;0844665;PUESTA EN VALOR  INSTITUTO DE REHABILITACION PSICOFISICA
2014;084;08446;;INSTITUTO DE REHABILITACION PSICOFISICA
2014;084;;;PROYECTOS DE ARQUITECTURA
2014;064;06400;0640000;PROMOCION URBANA
2014;064;06400;0640001;NTERVENCIONES SOBRE EL ESPACIO PUBLICO COMUNAL
2014;064;06400;;PROMOCION URBANA
2014;064;;;PROMOCION URBANA
2014;065;06500;0650000;UNIDAD DE SISTEMAS DE INTELIGENCIA TERRITORIAL
2014;065;06500;0650001;PARCELA DIGITAL INTELIGENTE
2014;065;06500;;UNIDAD DE SISTEMAS DE INTELIGENCIA TERRITORIAL
2014;065;;;UNIDAD DE SISTEMAS DE INTELIGENCIA TERRITORIAL
2014;066;06600;0660000;CATASTRO
2014;066;06600;0660001;IMPLEMENTACION DE LA LEY DE CATASTRO NRO. 3.999/2011
2014;066;06600;;CATASTRO
2014;066;;;CATASTRO
2014;071;07100;0710000;PLANIFICACION Y DESARROLLO DEL ESPACIO URBANO
2014;071;07100;0710001;SUSTENTABILIDAD URBANA Y EDILICIA
2014;071;07100;0710002;PLAN DE COMUNAS
2014;071;07100;0710003;ESTUDIO MACROCENTRO
2014;071;07100;0710004;NUEVAS CENTRALIDADES
2014;071;07100;0710005;REVITALIZACION DEL ESPACIO PUBLICO Y PRIVADO
2014;071;07100;;PLANIFICACION Y DESARROLLO DEL ESPACIO URBANO
2014;071;;;PLANIFICACION Y DESARROLLO DEL ESPACIO URBANO
2014;067;06700;0670000;REGISTRO DE OBRAS E INSTALACIONES
2014;067;06700;0670001;DIGITALIZACION DE DOCUMENTOS REGISTRALES
2014;067;06700;;REGISTRO DE OBRAS E INSTALACIONES
2014;067;;;REGISTRO DE OBRAS E INSTALACIONES
2014;014;01400;0140000;PROGRAMA DE GESTION DE RIESGO HIDRICO (P.G.R.H.)
2014;014;01400;0140001;PROYECTO EJECUTIVO RED MONITOREO HIDROMETEOROLOGICA Y SISTEMA ALERTA TEMPRANA
2014;014;01400;0140002;"READECUACION DEL SISTEMA DE DESAGUES PLUVIALES SECUNDARIOS DEL ARROYO MALDONADO - GRUPO ""B"
2014;014;01400;0140097;SERVICIOS DE MANTENIMIENTO - COMUNA 14
2014;014;01400;;PROGRAMA DE GESTION DE RIESGO HIDRICO (P.G.R.H.)
2014;014;;;PROGRAMA DE GESTION DE RIESGO HIDRICO (P.G.R.H.)
2014;085;08500;0850000;PROYECTOS DE INGENIERIA
2014;085;08500;0850002;PROYECTOS DE INGENIERIA VIAL
2014;085;08500;0850001;PROYECTOS DE INGENIERIA HIDRAULICA
2014;085;08500;0850003;PROYECTOS DE OBRAS PARA INFRSESTRUCTURA DE SERVICIOS
2014;085;08500;0850065;PUESTA EN VALOR CENTROS DE SALUD MENTAL
2014;085;08500;0850051;SISTEMA TRIBUTARIO DE LA CIUDAD
2014;085;08500;;PROYECTOS DE INGENIERIA
2014;085;08511;0851100;HOSPITAL DE EMERGENCIAS PSIQUIATRICAS TORCUATO DE ALVEAR
2014;085;08511;0851165;PUESTA EN VALOR HOSPITAL TORCUARTO DE ALVEAR
2014;085;08511;;HOSPITAL DE EMERGENCIAS PSIQUIATRICAS TORCUATO DE ALVEAR
2014;085;08513;0851300;HOSPITAL NEUROPSIQUIATRICO JOSE TIBURCIO BORDA
2014;085;08513;0851365;PUESTA EN VALOR ATENCION DE SALUD MENTAL
2014;085;08513;;HOSPITAL NEUROPSIQUIATRICO JOSE TIBURCIO BORDA
2014;085;08522;0852200;HOSPITAL NEUROPSIQUIATRICO BRAULIO MOYANO
2014;085;08522;0852265;PUESTA EN VALOR ATENCION DE SALUD MENTAL
2014;085;08522;;HOSPITAL NEUROPSIQUIATRICO BRAULIO MOYANO
2014;085;08536;0853600;TALLERES PROTEGIDOS DE REHABILITACION PSIQUIATRICA
