ejercicio;jurisdiccion;servicio;unidad_ejecutora;descripcion
2016;20;20254;202540216;DIRECCION GENERAL DE COORDINACION DE PRENSA
2016;20;20254;202542500;LS1 RADIO DE LA CIUDAD Y FM 2X4
2016;20;20254;202542501;SEÑAL DE CABLE CIUDAD ABIERTA
2016;20;20254;202542505;SUBSECRETARIA DE MEDIOS Y PRENSA
2016;20;20254;202542506;DIRECCION GENERAL PLANEAMIENTO DE MEDIOS
2016;20;20254;202549601;SUBSECR.COMUNICACIÒN SOCIAL
2016;20;20254;;SECRETARIA DE MEDIOS
2016;20;20210;202100112;CONSEJO DE LOS DERECHOS DE LAS NIÑAS, NIÑOS Y  ADOLESCENTES
2016;20;20210;;CONSEJO DE LAS NIÑAS NIÑOS Y ADOLESCENTES
2016;20;20215;202150113;ENTE REGULADOR DE LOS SERVICIOS  PUBLICOS
2016;20;20215;;ENTE REGULADOR DE SERVICIOS PUBLICOS
2016;20;;;JEFATURA DE GOBIERNO
2016;21;21021;210210608;INSTITUTO SUPERIOR DE LA CARRERA ADMINISTRATIVA
2016;21;21021;210212051;JEFATURA DE GABINETE DE MINISTROS
2016;21;21021;210212101;DIR GRAL RELACIONES INSTITUC Y PROM CULT CIUDADANA
2016;21;21021;210212102;DIR GRAL CULTURA DEL SERVICIO PUBLICO
2016;21;21021;210212103;DIR GRAL OBSERVATORIO, CULT CIUDADANA Y CAMBIO CULTURAL
2016;21;21021;210212104;DIR GRAL IDENTIDAD COMPROMISO BARRIAL Y VOLUNTARIADO
2016;21;21021;210212138;DIR GRAL GESTION DE DEMANDA CIUDADANA
2016;21;21021;210212156;DIR GRAL MANT ESP PUB COMUNAL
2016;21;21021;210212161;DIR GRAL EFICIENCIA ADMINISTRATIVA
2016;21;21021;210212162;D G ADM DE BASE DE DATOS E ING DE PROYECTO
2016;21;21021;210212170;SUBS PLAN Y GEST COMUNITARIA
2016;21;21021;210212175;SEC INTEGRACION SOCIAL Y URBANA
2016;21;21021;210212176;SS INFRAEST URBANA Y COORD GUBERNAMENTAL
2016;21;21021;210212178;DIR GRAL CONTROL DE GESTION
2016;21;21021;210212179;DIR GRAL EVALUACION DEL GASTO
2016;21;21021;210212185;D G PLANIFICACION ESTRATEGICA
2016;21;21021;210212186;DIR GRAL COORD GUBERNAMENTAL
2016;21;21021;210212187;DIR GRAL GESTION COMUNITARIA
2016;21;21021;210212192;SS DE COORDINACION Y PROMOCION DE EVENTOS
2016;21;21021;210212202;DIR.GRAL.DEFENSA Y PROTECCION AL CONSUMIDOR
2016;21;21021;210212207;DIR.GRAL. DESCENTRALIZACION COMUNAL
2016;21;21021;210212208;DIR.GRAL.DE SERVICIOS DESCONCENTRADOS
2016;21;21021;210218284;DIR. GRAL.  GESTION DE CALIDAD
2016;21;21021;210218286;UNIDADES DE ATENCION CIUDADANA
2016;21;21021;210219603;SEC.DE DESCENTRALIZACIÒN
2016;21;21021;210219604;SUBSECRETARIA SISTEMAS Y PROCESOS
2016;21;21021;210219605;SUBS.DEMANDA CIUDADANA,CALIDAD Y CERCANÌA
2016;21;21021;210219609;D.G.ATENCIÒN Y CERCANÌA CIUDADANA
2016;21;21021;210219760;SEC.PLANIFICACION EVALUACION Y COORDINACION DE GESTION
2016;21;21021;210219980;SECRETARIA CULTURA CIUDADANA Y FUNCION PUBLICA
2016;21;21021;;JEFATURA DE GABINETE DE MINISTROS
2016;21;21851;218519101;COMUNA 1
2016;21;21851;;COMUNA 1
2016;21;21852;218529102;COMUNA 2
2016;21;21852;;COMUNA 2
2016;21;21853;218539103;COMUNA 3
2016;21;21853;;COMUNA 3
2016;21;21854;218549104;COMUNA 4
2016;21;21854;;COMUNA 4
2016;21;21855;218559105;COMUNA 5
2016;21;21855;;COMUNA 5
2016;21;21856;218569106;COMUNA 6
2016;21;21856;;COMUNA 6
2016;21;21857;218579107;COMUNA 7
2016;21;21857;;COMUNA 7
2016;21;21858;218589108;COMUNA 8
2016;21;21858;;COMUNA 8
2016;21;21859;218599109;COMUNA 9
2016;21;21859;;COMUNA 9
2016;21;21860;218609110;COMUNA 10
2016;21;21860;;COMUNA 10
2016;21;21861;218619111;COMUNA 11
2016;21;21861;;COMUNA 11
2016;21;21862;218629112;COMUNA 12
2016;21;21862;;COMUNA 12
2016;21;21863;218639113;COMUNA 13
2016;21;21863;;COMUNA 13
2016;21;21864;218649114;COMUNA 14
2016;21;21864;;COMUNA 14
2016;21;21865;218659115;COMUNA 15
2016;21;21865;;COMUNA 15
2016;21;21270;212700681;DIR.GRAL.  DE GOBIERNO ELECTRONICO
2016;21;21270;212700682;DIR.GRAL. DE INFRAESTRUCTURA
2016;21;21270;212700683;DIR.GRAL.DE INTEGRACION DE SISTEMAS
2016;21;21270;212700685;DIRECCION GENERAL DE SERVICIOS
2016;21;21270;212708056;AGENCIA SISTEMAS DE INFORMACION
2016;21;21270;;AGENCIA SISTEMAS DE INFORMACION
2016;21;;;JEFATURA DE GABINETE DE MINISTROS
2016;26;26026;260260152;DIR.GRAL.GUARDIA DE AUXILIO Y EMERGENCIAS
2016;26;26026;260260153;DIR.GRAL.DE DEFENSA CIVIL
2016;26;26026;260260155;DIRECCION GENERAL PLANEAMIENTO DE EMERGENCIA Y COORDINACION DE BOMBEROS
2016;26;26026;260260282;MINISTERIO DE JUSTICIA Y SEGURIDAD
2016;26;26026;260260677;DIRECCION GENERAL DE LOGISTICA
2016;26;26026;260260678;SUBSECRETARIA DE EMERGENCIAS
2016;26;26026;260260763;SUBSECRETARIA DE JUSTICIA
2016;26;26026;260260793;DIR.GRAL JUSTICIA,  REGISTROS Y MEDIACION
2016;26;26026;260260866;DIR.GRAL ADMINISTRACION DE INFRACCIONES
2016;26;26026;260262190;ORGANISMO DEL REGISTRO PUBLICO DE COMERCIO Y CONTRALOR DE PERSONAS JURIDICAS LEY Nº 2875
2016;26;26026;260262212;UPE PARA LA TRANSFERENCIA DE FUNCIONES Y FACULTADES EN MATERIA DE SEGURIDAD
2016;26;26026;260262213;UNIDAD DE ENLACE DE FALTAS DE TRANSITO
2016;26;26026;260262215;DIRECCION GENERAL ELECTORAL
2016;26;26026;260269944;DIR.GRAL.DE COMUNICACIONES Y RELACIONES INSTITUCIONALES
2016;26;26026;260269957;DIRECCION GENERAL DE ASISTENCIA A BENEFICIARIOS DE LA EX CASSABA
2016;26;26026;260269995;DIRECCION GENERAL DE ESTUDIOS Y TECNOLOGIAS DE LA INFORMACION
2016;26;26026;;MINISTERIO DE JUSTICIA Y SEGURIDAD
2016;26;26290;262900151;DIR.GRAL.CUSTODIA Y SEGURIDAD DE BIENES DEL G.C.A.B.A
2016;26;26290;262900728;DIR.GRAL SEGURIDAD PRIVADA
2016;26;26290;262900868;DIRECCION GENERAL ADMINISTRATIVA Y LEGAL DE LA POLICIA METROPOLITANA
2016;26;26290;262900871;POLICIA METROPOLITANA
2016;26;26290;262900892;SS.ADMINISTRACION FUERZAS POLICIALES DE LA CDAD.
2016;26;26290;262902183;SUBSECRETARIA SEGURIDAD CIUDADANA
2016;26;26290;262902184;SUBSECRETARIA PREVENCION DEL DELITO Y RELACION CON LA COMUNIDAD
2016;26;26290;262902188;DIRECCION GENERAL POLITICAS DE SEGURIDAD CIUDADANA
2016;26;26290;262902189;CONSEJO DE SEGURIDAD Y PREVENCION DEL DELITO - LEY Nº 1689
2016;26;26290;262902193;SUBSECRETARIA DE SEGURIDAD OPERATIVA
2016;26;26290;262902194;DIRECCION GENERAL INFORMACION Y ESTADISTICA CRIMINAL
2016;26;26290;262902195;DIRECCION GENERAL INVESTIGACION CRIMINAL
2016;26;26290;262902196;DIRECCION GENERAL COORDINACION OPERATIVA
2016;26;26290;262902197;DIRECCION GENERAL DE EVENTOS MASIVOS
2016;26;26290;262902210;SUBSECRETARIA DE VINCULACION CIUDADANA CON LA SEGURIDAD
2016;26;26290;262902211;DIRECCION GENERAL CONTENCION PRIMARIA DE LA CIUDADANIA ANTE DELITOS
2016;26;26290;262902214;DIRECCION GENERAL PLANIFICACION DE SEGURIDAD CON RECURSOS NO POLICIALES
2016;26;26290;262902999;DIRECCION GRAL. POLITICAS DE PREVENCIÒN DEL DELITO
2016;26;26290;;PLAN DE SEGURIDAD  PUBLICA
2016;26;26261;262618262;AGENCIA GUBERNAMENTAL DE CONTROL
2016;26;26261;262618270;HABILITACIONES Y PERMISOS
2016;26;26261;262618341;DIR.GRAL FISCALIZACION Y CONTROL
2016;26;26261;262618370;DIRECCION GENERAL FISCALIZACION DE OBRAS Y CATASTRO
2016;26;26261;262618652;DIRECCION GENERAL HIGIENE Y SEGURIDAD ALIMENTARIA
2016;26;26261;;AGENCIA GUBERNAMENTAL DE CONTROL
2016;26;26262;262628070;REGISTRO PUBLICO COMERCIO Y CONTRALOR PERS.JUR
2016;26;26262;;REGISTRO PUBLICO COMERCIO Y CONTRALOR PERSONAS JURIDICAS
2016;26;26264;262640869;INSTITUTO SUPERIOR DE SEGURIDAD PUBLICA
2016;26;26264;;INSTITUTO SUPERIOR  DE SEGURIDAD PUBLICA
2016;26;;;MINISTERIO DE JUSTICIA Y SEGURIDAD
2016;28;28028;280280167;DIRECCION GENERAL DE ASUNTOS LEGISLATIVOS
2016;28;28028;280282155;SUBSECRETARIA DE GOBIERNO
2016;28;28028;280282180;MINISTERIO DE GOBIERNO
2016;28;28028;280282801;UPE - AREA METROPOLITANA DE BUENOS AIRES
2016;28;28028;280282803;DIRECCION GENERAL RELACIONES CON LAS PROVINCIAS Y MUNICIPIOS
2016;28;28028;280285013;UNIDAD PROYECTOS ESPECIALES CUENCA MATANZA-RIACHUELO
2016;28;28028;280289606;D.G.SEGUIMIENTO ORGANISMOS CONTROL Y ACCESO A LA INFORMACIÒN
2016;28;28028;280289612;D.G.REFORMA POLÌTICA Y ELECTORAL
2016;28;28028;280289935;DIR.GRAL.REGISTRO CIVIL Y CAPACIDAD DE LAS PERSONAS
2016;28;28028;280289940;SUBSECRETARIA REFORMA POLITICA
2016;28;28028;280289941;SUBSECRETARIA ASUNTOS INTERJURISDICCIONALES
2016;28;28028;280289993;DIRECCION GENERAL PROGRAMAS DE COOPERACION INTERJURISDICCIONAL Y CASAS DE LA CIUDAD
2016;28;28028;280289994;DIRECCION GENERAL ASUNTOS INTERJURISDICCIONALES Y TRANSFERENCIAS DE COMPETENCIAS
2016;28;28028;;MINISTERIO DE GOBIERNO
2016;28;;;MINISTERIO DE GOBIERNO
2016;30;30030;300300323;DIR.GRAL. PLANIFICACION DE LA MOVILIDAD
2016;30;30030;300300324;DIR.GRAL. TRANSITO Y TRANSPORTE
2016;30;30030;300300328;SUBSECRETARIA PROYECTOS
2016;30;30030;300300331;SUBTERRANEOS DE BUENOS AIRES
2016;30;30030;300300333;CONSEJO ASESOR DEL PLAN URBANO AMBIENTAL
2016;30;30030;300300360;UNIDAD DE PROYECTOS ESPECIALES OBRAS RED DE SUBTERRANEOS
2016;30;30030;300300361;DG COORD INSTITUCIONAL Y COMUNICACION
2016;30;30030;300300366;DIR.GRAL INTERPRETACION URBANISTICA
2016;30;30030;300300380;UPE - OBRAS EN VILLA OLIMPICA Y SEDES DEPORTIVAS
2016;30;30030;300300381;MIN DESARROLLO URBANO Y TRANSPORTE
2016;30;30030;300300385;SUBS MOVILIDAD SUSTENTABLE
2016;30;30030;300300721;D.GRAL DE LICENCIAS
2016;30;30030;300300768;SECRETARIA DE TRANSPORTE
2016;30;30030;300300769;SUBS TRANSITO Y TRANSPORTE
2016;30;30030;300300784;DIR GRAL TRANSPORTE MASIVO DE BUSES RAPIDOS
2016;30;30030;300300797;UNIDAD EJECUTORA EXAU3
2016;30;30030;300302305;SUBSECRETARIA OBRAS
2016;30;30030;300302340;DG OBRAS DE INGENIERIA Y ARQUITECTURA
2016;30;30030;300302342;DG OBRAS INFRAESTRUCTURA URBANA
2016;30;30030;300302550;SUBSECRETARIA DE PLANEAMIENTO
2016;30;30030;300307000;D.G.CUERPO AGENTES DE CONROL TRANSITO Y SEGURIDAD VIAL
2016;30;30030;300308367;DIRECCION GENERAL DE REGISTROS
2016;30;30030;300309020;SUBS REGISTROS, INTERPRETACION Y CATASTRO
2016;30;30030;300309023;DIR GRAL DATOS, ESTADISTICAS Y PROYECCION URBANA
2016;30;30030;300309024;DIR GRAL INNOVACION URBANA
2016;30;30030;300309026;DIR GRAL ANTROPOLOGIA URBANA
2016;30;30030;300309050;DIR.GRAL.MOVILIDAD SALUDABLE
2016;30;30030;300309051;DIR.GRAL.PLANEAMIENTO URBANO
2016;30;30030;300309052;DIR.GRAL.INFRAESTRUCTURA GUBERNAMENTAL
2016;30;30030;300309610;UPE RELOCALIZ.Y GEST.INTEGRAL EDIF.DEL GCBA
2016;30;30030;300309932;UNIDAD DE PROYECTOS ESPECIALES (UPE) PLAN HIDRAULICO
2016;30;30030;300309985;DIR.GRAL.SEGUIMIENTO DE GESTIÒN
2016;30;30030;;MINISTERIO DE DESARROLLO URBANO Y TRANSPORTE
2016;30;30219;302190290;INSTITUTO DE LA VIVIENDA LEY 1251
2016;30;30219;;INSTITUTO PARA LA VIVIENDA
2016;30;;;MINISTERIO DE DESARROLLO URBANO Y TRANSPORTE
2016;35;35035;350352351;DIRECCION GENERAL DE FERIAS Y MERCADOS
2016;35;35035;350352355;DIR. GRAL. REGENERACION URBANA
2016;35;35035;350352504;DIR. GRAL. SISTEMA PLUVIAL
2016;35;35035;350357004;DIR.GRAL. FISCALIZACIÒN DEL ESPACIO PUBLICO
2016;35;35035;350357008;DIR.GRAL.OBRAS REGENERACION URBANA
2016;35;35035;350358503;MINISTERIO AMBIENTE Y ESPACIO PUBLICO
2016;35;35035;350358729;DIR. GRAL. COMUNICACION
2016;35;35035;350358737;DIRECCION GENERAL DE LIMPIEZA
2016;35;35035;350358738;DIRECCION GENERAL DE ESPACIOS VERDES
2016;35;35035;350358743;DIR. GRAL TRATAMIENTO Y NUEVAS TECNOLOGIAS
2016;35;35035;350358744;DIRECCION GENERAL PLANIFICACION Y PRESUPUESTO
2016;35;35035;350358750;DIR.GRAL. CONTROL DE GESTION
2016;35;35035;350358771;SUBSECRETARIA DE MANTENIMIENTO DEL ESPACIO PUBLICO
2016;35;35035;350358779;DIRECCION GENERAL DE ORDENAMIENTO DEL ESPACIO PUBLICO
2016;35;35035;350358804;DIRECCION GENERAL DE CEMENTERIOS
2016;35;35035;350358807;DIRECCION GENERAL ALUMBRADO
2016;35;35035;350358834;DIRECCION GENERAL DE RECICLADO
2016;35;35035;350358837;SUBSECRETARIA  DE HIGIENE URBANA
2016;35;35035;350358857;DIR. GRAL. MANTENIMIENTO Y TALLERES
2016;35;35035;350358911;SUBSECRETARIA DE USO DEL ESPACIO PUBLICO
2016;35;35035;;MINISTERIO DE AMBIENTE Y ESPACIO PUBLICO
2016;35;35351;353518811;ENTE DE MANTENIMIENTO URBANO INTEGRAL
2016;35;35351;;ENTE MANTENIMIENTO URBANO INTEGRAL
2016;35;35352;353528736;ENTE DE HIGIENE URBANA
2016;35;35352;;ENTE DE HIGIENE URBANA
2016;35;35933;359338933;AGENCIA AMBIENTAL
2016;35;35933;359338934;DIRECCION GENERAL DE CONTROL
2016;35;35933;359338935;DIRECCION GENERAL DE EVALUACION TECNICA
2016;35;35933;359338939;DIRECCION GENERAL ESTRATEGIAS AMBIENTALES
2016;35;35933;;AGENCIA AMBIENTAL
2016;35;;;MINISTERIO DE AMBIENTE Y ESPACIO PUBLICO
2016;40;40040;400400401;MINISTERIO DE SALUD
2016;40;40040;400400404;DIR.GRAL.DE RECURSOS FISICOS EN SALUD
2016;40;40040;400400410;HTAL.TEODORO ALVAREZ
2016;40;40040;400400411;HTAL. TORCUATO DE ALVEAR
2016;40;40040;400400412;HTAL. COSME ARGERICH
2016;40;40040;400400413;HTAL. JOSE T. BORDA
2016;40;40040;400400414;HTAL. MARIA CURIE
2016;40;40040;400400415;HTAL. ODONTOLOGICO JOSE DUEÑAS
2016;40;40040;400400416;HTAL. CARLOS G. DURAND
2016;40;40040;400400417;HTAL. PEDRO DE ELIZALDE
2016;40;40040;400400418;HTAL. JUAN A. FERNANDEZ
2016;40;40040;400400419;HTAL. MARIA FERRER
2016;40;40040;400400420;HTAL. RICARDO GUTIERREZ
2016;40;40040;400400421;HTAL. PEDRO LAGLEYZE
2016;40;40040;400400422;HTAL. BRAULIO MOYANO
2016;40;40040;400400423;HTAL. FRANCISCO J.MUÑIZ
2016;40;40040;400400424;HTAL.DE ODONTOLOGIA
2016;40;40040;400400425;HTAL. JOSE M. PENNA
2016;40;40040;400400426;HTAL. PARMENIO PIÑERO
2016;40;40040;400400427;HTAL. IGNACIO PIROVANO
2016;40;40040;400400428;HTAL. DE QUEMADOS
2016;40;40040;400400429;HTAL. ODONTOLOGICO QUINQUELA MARTIN
2016;40;40040;400400430;HTAL. JOSE M.RAMOS MEJIA
2016;40;40040;400400431;HTAL. BERNARDINO RIVADAVIA
2016;40;40040;400400432;HTAL. MANUEL ROCCA
2016;40;40040;400400433;HTAL. SANTA LUCIA
2016;40;40040;400400434;HTAL.DONACION FRANCISCO SANTOJANNI
2016;40;40040;400400435;HTAL. RAMON SARDA
2016;40;40040;400400436;TALLERES PROTEGIDOS DE REHAB.PSIQUIAT.
2016;40;40040;400400437;HTAL. CAROLINA TOBAR GARCIA
2016;40;40040;400400438;HTAL. ENRIQUE TORNU
2016;40;40040;400400439;HTAL. BONORINO UDAONDO
2016;40;40040;400400440;HTAL. DALMACIO VELEZ SARSFIELD
2016;40;40040;400400441;HTAL. ABEL ZUBIZARRETA
2016;40;40040;400400443;CENTRO DE SALUD AMEGHINO
2016;40;40040;400400445;INSTITUTO PASTEUR
2016;40;40040;400400446;INSTITUTO DE REHABILITACION PSICOFICA
2016;40;40040;400400449;DIR.GRAL.ADJUNTA SAME
2016;40;40040;400400450;CTRO.DE SALUD Nº 1 HUGO ROSARIO
2016;40;40040;400400455;CAI CECILIA GRIERSON
2016;40;40040;400400551;SUBSECRETARIA DE ATENCION INTEGRADA DE SALUD
2016;40;40040;400400552;SUBSECRETARIA DE ADMINISTRACION DEL SISTEMA DE SALUD
2016;40;40040;400400554;SUBSECRETARIA DE PLANIFICACION SANITARIA
2016;40;40040;400404000;SUBSECRETARIA DE ATENCION HOSPITALARIA
2016;40;40040;400404001;SUBSECRETARIA ATENCION PRIMARIA AMBULATORIA Y COMUNITARIA
2016;40;40040;400404002;ENTE AUTARQUICO INSTITUTO DE TRANSPLANTE
2016;40;40040;400404004;CENTRO DE SALUD 34
2016;40;40040;400404005;CENTROS SALUD 22 38
2016;40;40040;400404006;CENTROS SALUD 17 21 25 26
2016;40;40040;400404007;CENTROS SALUD 2 12 27
2016;40;40040;400404008;CENTROS SALUD 11 45
2016;40;40040;400404009;CENTRO SALUD 33
2016;40;40040;400404010;CENTRO SALUD 36
2016;40;40040;400404012;CS 9 15 41
2016;40;40040;400404013;CS. 1 8 10 16 30 32 35 39
2016;40;40040;400404014;CS 6 14 19 20 24 31 40 43 44
2016;40;40040;400404015;CS 3 4 5 7 28 29 37
2016;40;40040;400404016;SALUD COMUNITARIA-ACUMAR
2016;40;40040;400407005;D.G.COORDINACIÒNTECNOLO GIAS Y FINANCIAMIENTO EN SALUD
2016;40;40040;;MINISTERIO DE SALUD
2016;40;;;MINISTERIO DE SALUD
2016;45;45045;450450171;COMISION PLENA PARTICIPACION E INTEGRACION PERSONAS CON NECESIDADES ESPECIALES
2016;45;45045;450450462;MIN.HABITAT Y DES. HUMANO
2016;45;45045;450450464;DIR GRAL DESARROLLO TERRITORIAL
2016;45;45045;450450465;DIR GRAL DESARROLLO INCLUSIVO
2016;45;45045;450450466;DIR GRAL HABITAT
2016;45;45045;450450467;DIR GRAL INCLUSION SOCIAL
2016;45;45045;450450470;SUBSECRETARIA DE FORTALECIM FAMILIAR Y COMUNITARIO
2016;45;45045;450450476;DIR.GRAL.NIÑEZ Y ADOLESCENCIA
2016;45;45045;450450477;SUBSECRETARIA DE PROMOCION SOCIAL
2016;45;45045;450450480;DIR.GRAL.MUJER
2016;45;45045;450450481;DIR. GRAL. DE CIUDADANIA PORTEÑA
2016;45;45045;450450482;DIR. GRAL. DE ECONOMIA SOCIAL
2016;45;45045;450450483;DIR. GRAL. DE SERVICIOS SOCIALES ZONALES
2016;45;45045;450450484;DIR. GRAL. FORTALECIMIENTO DE LA SOCIEDAD CIVIL
2016;45;45045;450450490;SECRETARIA TERCERA EDAD
2016;45;45045;450457011;DIR.GRAL.ATENCION INMEDIATA
2016;45;45045;450457012;DIR.GRAL.POLITICAS SOCIALES EN ADICCIONES
2016;45;45045;450459470;UNIDAD DE GESTION INTERVENCION SOCIAL
2016;45;45045;450459700;SUBS.HABITAT E INCLUSIÒN
2016;45;45045;450459943;D.G.ATENCION Y ASIST. VICTIMA
2016;45;45045;;MIN.HABITAT Y DES. HUMANO
2016;45;;;MIN.HABITAT Y DES. HUMANO
2016;50;50050;500500500;MINISTERIO DE CULTURA
2016;50;50050;500500507;DIR.GRAL. DE FESTIVALES Y EVENTOS CENTRALES
2016;50;50050;500500511;DIR. GRAL DE PROMOCION CULTURAL
2016;50;50050;500500512;DIR. GRAL DE ENSENANZA ARTISTICA
2016;50;50050;500500513;DIR. GRAL DE MUSICA
2016;50;50050;500500514;DIRECCION PLANETARIO DE LA CIUDAD DE BUENOS AIRES
2016;50;50050;500500523;DIR. GRAL DEL LIBRO Y PROMOCION DE LA LECTURA
2016;50;50050;500500525;DIR.GRAL.PATRIMONIO MUSEOS Y CASCO HISTORICO
2016;50;50050;500500535;DIR. GRAL CENTRO CULTURAL RECOLETA
2016;50;50050;500500539;SUBS.POLITICAS CULTURALES Y NUEVAS AUDIENCIAS
2016;50;50050;500500542;DIR. GRAL COMPLEJO TEATRAL CIUDAD DE BUENOS AIRES
2016;50;50050;500500543;DIR. GRAL CENTRO CULTURAL GENERAL SAN MARTIN
2016;50;50050;500500753;SUBSECRETARIA DE GESTION CULTURAL
2016;50;50050;;MINISTERIO DE CULTURA
2016;50;50513;505130541;ENTE AUTARQUICO TEATRO COLON
2016;50;50513;;TEATRO COLON
2016;50;;;MINISTERIO DE CULTURA
2016;55;55055;550550550;MINISTERIO DE EDUCACION
2016;55;55055;550550561;DIR. GRAL DE EDUCACION DE GESTION ESTATAL
2016;55;55055;550550570;DIR. GRAL EDUCACION DE GESTION PRIVADA
2016;55;55055;550550578;DIR.GRAL. ADMINISTRACION DE MANTENIMIENTO
2016;55;55055;550550581;DIR.GRAL.TECNOLOGIA  EDUCATIVA
2016;55;55055;550550582;DIR.GRAL. SERVICIOS A LAS ESCUELAS
2016;55;55055;550550583;DIRECCION GENERAL DE EDUCACION SUPERIOR
2016;55;55055;550550586;SUBSECRETARIA DE COORDINACION PEDAGOGICA Y EQUIDAD EDUCATIVA
