EJERCICIO;CENTRO GESTOR;FUNCIONAL;ECONOMICA;FINANCIACION;DESCRIPCION;SANCIONADO
2016;010010010;11;132;11;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;4500000
2016;010010010;11;132;11;LIMPIEZA, ASEO Y FUMIGACION;80080000
2016;010010010;11;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;25000000
2016;010010010;11;132;11;DE CAPACITACION;3700000
2016;010010010;11;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;80133180
2016;010010010;11;132;11;TRANSPORTE Y ALMACENAMIENTO;700000
2016;010010010;11;132;11;SERVICIOS ESPECIALIZADOS;780000
2016;010010010;11;132;11;PRIMAS Y GASTOS DE SEGUROS;940000
2016;010010010;11;132;11;COMISIONES Y GASTOS BANCARIOS;580000
2016;010010010;11;132;11;SISTEMAS INFORMATICOS Y DE REGISTRO;2600000
2016;010010010;11;132;11;SERVICIO DE VIGILANCIA;1900000
2016;010010010;11;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;20700000
2016;010010010;11;132;11;PUBLICIDAD Y PROPAGANDA;55000000
2016;010010010;11;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;4000000
2016;010010010;11;132;11;PASAJES;2000000
2016;010010010;11;132;11;VIATICOS;500000
2016;010010010;11;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;1100000
2016;010010010;11;132;11;DERECHOS Y TASAS;66000
2016;010010010;11;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;130000
2016;010010010;11;132;11;SERVICIOS DE CEREMONIAL;1140000
2016;010010010;11;132;11;CONVENIOS DE ASISTENCIATECNICA;10320000
2016;010010010;11;132;11;PREMIOS Y RECONOCIMIENTOS;5500000
2016;010010010;11;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;153500000
2016;010010010;11;214;11;EQUIPO DE COMUNICACION Y SEÑALAMIENTO;800100
2016;010010010;11;214;11;EQUIPO EDUCACIONAL, CULTURAL Y RECREATIVO;2600000
2016;010010010;11;214;11;EQUIPO PARA COMPUTACION;9900000
2016;010010010;11;214;11;EQUIPO DE OFICINA Y MOBLAJE;5200000
2016;010010010;11;214;11;HERRAMIENTAS Y REPUESTOS MAYORES;422000
2016;010010010;11;214;11;EQUIPOS VARIOS;2030000
2016;010010010;11;214;11;EQUIPO DE SEGURIDAD;120000
2016;010010010;11;214;11;LIBROS, REVISTAS Y OTROS ELEMENTOS DE COLECCION;320000
2016;010010010;11;219;11;PROGRAMAS DE COMPUTACION;2300000
2016;010010010;11;171;11;TRANSFERENCIAS A EMPRESAS PRIVADAS;8000000
2016;010010010;11;212;11;CONSTRUCCIONES EN BIENES DE DOMINIO PRIVADO;10000000
2016;010010010;11;212;11;CONSTRUCCIONES EN BIENES DE DOMINIO PRIVADO;5000000
2016;050050070;12;120;11;RETRIBUCION DEL CARGO;152546742
2016;050050070;12;120;11;SUELDO ANUAL COMPLEMENTARIO;12569700
2016;050050070;12;120;11;CONTRIBUCIONES PATRONALES;42486025
2016;050050070;12;120;11;COMPLEMENTOS;3095985
2016;050050070;12;120;11;RETRIBUCION DEL CARGO;3095985
2016;050050070;12;120;11;SUELDO ANUAL COMPLEMENTARIO;258606
2016;050050070;12;120;11;CONTRIBUCIONES PATRONALES;872339
2016;050050070;12;120;11;COMPLEMENTOS;40976
2016;050050070;12;120;11;PERSONAL PERMANENTE;2360234
2016;050050070;12;131;11;ALIMENTOS PARA PERSONAS;260300
2016;050050070;12;131;11;HILADOS Y TELAS;0
2016;050050070;12;131;11;PRENDAS DE VESTIR;100000
2016;050050070;12;131;11;PAPEL Y CARTON PARA OFICINA;230000
2016;050050070;12;131;11;PRODUCTOS DE ARTES GRAFICAS;50000
2016;050050070;12;131;11;MANUFACTURA DE PULPA, PAPEL Y CARTION;32500
2016;050050070;12;131;11;LIBROS, REVISTAS Y PERIODICOS;9000
2016;050050070;12;131;11;PRODUCTOS FARMACEUTICOS Y MEDICINALES;8840
2016;050050070;12;131;11;TINTAS, PINTURAS Y COLORANTES;50000
2016;050050070;12;131;11;COMBUSTIBLES Y LUBRICANTES;130000
2016;050050070;12;131;11;PRODUCTOS DE MATERIAL PLASTICO;15550
2016;050050070;12;131;11;CEMENTO, CAL Y YESO;0
2016;050050070;12;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;0
2016;050050070;12;131;11;ELEMENTOS DE LIMPIEZA;16510
2016;050050070;12;131;11;UTILES DE ESCRITORIO, OFICINA Y ENSEÑANZA;540000
2016;050050070;12;131;11;UTILES Y MATERIALES ELECTRICOS;94360
2016;050050070;12;131;11;UTENSILIOS DE COCINA Y COMEDOR;14430
2016;050050070;12;131;11;REPUESTOS Y ACCESORIOS;250000
2016;050050070;12;131;11;HERRAMIENTAS MENORES;0
2016;050050070;12;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;18660
2016;050050070;12;132;11;ENERGIA ELECTRICA;200000
2016;050050070;12;132;11;AGUA;18250
2016;050050070;12;132;11;GAS;1875
2016;050050070;12;132;11;TELEFONOS, TELEX Y TELEFAX;90000
2016;050050070;12;132;11;CORREOS Y TELEGRAFO;26250
2016;050050070;12;132;11;ALQUILER DE EDIFICIOS Y LOCALES;1600000
2016;050050070;12;132;11;ALQUILER DE MAQUINARIA, EQUIPO Y MEDIOS DE TRANSPORTE;0
2016;050050070;12;132;11;ALQUILER DE FOTOCOPIADORAS;312000
2016;050050070;12;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;10000
2016;050050070;12;132;11;MANTENIMIENTO Y REPARACION DE EDIFICIOS Y LOCALES;850000
2016;050050070;12;132;11;MANTENIMIENTO Y REPARACION DE VEHICULOS;88530
2016;050050070;12;132;11;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;268000
2016;050050070;12;132;11;LIMPIEZA, ASEO Y FUMIGACION;427000
2016;050050070;12;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;13000
2016;050050070;12;132;11;MEDICOS Y SANITARIOS;240000
2016;050050070;12;132;11;JURIDICOS;1822000
2016;050050070;12;132;11;DE CAPACITACION;60875
2016;050050070;12;132;11;DE INFORMATICA Y SISTEMAS COMPUTARIZADOS;12000
2016;050050070;12;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;1760000
2016;050050070;12;132;11;TRANSPORTE Y ALMACENAMIENTO;116370
2016;050050070;12;132;11;IMPRENTA, PUBLICACIONES Y REPRODUCCIONES;200000
2016;050050070;12;132;11;PRIMAS Y GASTOS DE SEGUROS;990000
2016;050050070;12;132;11;SISTEMAS INFORMATICOS Y DE REGISTRO;10920
2016;050050070;12;132;11;SERV.DE ACCESO A INTERNET Y STREAMING;150000
2016;050050070;12;132;11;SERVICIO DE VIGILANCIA;500000
2016;050050070;12;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;14040
2016;050050070;12;132;11;PUBLICIDAD Y PROPAGANDA;45500
2016;050050070;12;132;11;PASAJES;120000
2016;050050070;12;132;11;VIATICOS;140000
2016;050050070;12;132;11;MOVILIDAD;400000
2016;050050070;12;132;11;MULTAS Y RECARGOS;0
2016;050050070;12;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;20000
2016;050050070;12;132;11;SERVICIOS DE CEREMONIAL;550000
2016;050050070;12;132;11;SERVICIOS DE COMIDAS, VIANDAS Y REFRIGERIOS;140000
2016;050050070;12;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;140000
2016;050050070;12;214;11;EQUIPO DE TRANSPORTE, TRACCION Y ELEVACION;250000
2016;050050070;12;214;11;EQUIPO SANITARIO Y DE LABORATORIO;0
2016;050050070;12;214;11;EQUIPO EDUCACIONAL, CULTURAL Y RECREATIVO;0
2016;050050070;12;214;11;EQUIPO PARA COMPUTACION;1500000
2016;050050070;12;214;11;EQUIPO DE OFICINA Y MOBLAJE;300000
2016;050050070;12;214;11;LIBROS, REVISTAS Y OTROS ELEMENTOS DE COLECCION;800000
2016;050050070;12;219;11;PROGRAMAS DE COMPUTACION;50000
2016;050050070;12;171;11;TRANSFERENCIAS PARA ACTIVIDADES CIENTIFICAS O ACADEMICAS;200000
2016;050050070;12;171;11;TRANSFERENCIAS A OTRAS INSTITUCIONES SIN FINES DE LUCRO;1756000
2016;050050070;12;171;11;TRANSFERENCIAS A OTRAS INSTITUCIONES SIN FINES DE LUCRO;0
2016;050050070;12;120;11;RETRIBUCION DEL CARGO;502848272
2016;050050070;12;120;11;SUELDO ANUAL COMPLEMENTARIO;40667648
2016;050050070;12;120;11;CONTRIBUCIONES PATRONALES;118552985
2016;050050070;12;120;11;COMPLEMENTOS;3269679
2016;050050070;12;120;11;RETRIBUCION DEL CARGO;24479670
2016;050050070;12;120;11;SUELDO ANUAL COMPLEMENTARIO;2039972
2016;050050070;12;120;11;CONTRIBUCIONES PATRONALES;6119100
2016;050050070;12;120;11;COMPLEMENTOS;164014
2016;050050070;12;120;11;PERSONAL PERMANENTE;3433692
2016;050050070;12;120;11;RETRIBUCION DEL SERVICIO;2500000
2016;050050070;12;131;11;ALIMENTOS PARA PERSONAS;129546
2016;050050070;12;131;11;PRODUCTOS AGROFORESTALES;0
2016;050050070;12;131;11;PRENDAS DE VESTIR;0
2016;050050070;12;131;11;PAPEL Y CARTON PARA OFICINA;839147
2016;050050070;12;131;11;PRODUCTOS DE ARTES GRAFICAS;0
2016;050050070;12;131;11;MANUFACTURA DE PULPA, PAPEL Y CARTION;0
2016;050050070;12;131;11;LIBROS, REVISTAS Y PERIODICOS;0
2016;050050070;12;131;11;PRODUCTOS FARMACEUTICOS Y MEDICINALES;0
2016;050050070;12;131;11;TINTAS, PINTURAS Y COLORANTES;0
2016;050050070;12;131;11;COMBUSTIBLES Y LUBRICANTES;438852
2016;050050070;12;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;0
2016;050050070;12;131;11;ELEMENTOS DE LIMPIEZA;0
2016;050050070;12;131;11;UTILES DE ESCRITORIO, OFICINA Y ENSEÑANZA;839148
2016;050050070;12;131;11;UTILES Y MATERIALES ELECTRICOS;87770
2016;050050070;12;131;11;UTENSILIOS DE COCINA Y COMEDOR;0
2016;050050070;12;131;11;REPUESTOS Y ACCESORIOS;1155076
2016;050050070;12;131;11;HERRAMIENTAS MENORES;0
2016;050050070;12;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;0
2016;050050070;12;132;11;ENERGIA ELECTRICA;564511
2016;050050070;12;132;11;AGUA;162247
2016;050050070;12;132;11;GAS;1693
2016;050050070;12;132;11;TELEFONOS, TELEX Y TELEFAX;424599
2016;050050070;12;132;11;CORREOS Y TELEGRAFO;480281
2016;050050070;12;132;11;ALQUILER DE EDIFICIOS Y LOCALES;7362352
2016;050050070;12;132;11;ALQUILER DE FOTOCOPIADORAS;961106
2016;050050070;12;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;0
2016;050050070;12;132;11;MANTENIMIENTO Y REPARACION DE EDIFICIOS Y LOCALES;6267842
2016;050050070;12;132;11;MANTENIMIENTO Y REPARACION DE VEHICULOS;0
2016;050050070;12;132;11;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;1917198
2016;050050070;12;132;11;LIMPIEZA, ASEO Y FUMIGACION;5420731
2016;050050070;12;132;11;MEDICOS Y SANITARIOS;724456
2016;050050070;12;132;11;JURIDICOS;1922661
2016;050050070;12;132;11;DE CAPACITACION;960563
2016;050050070;12;132;11;DE INFORMATICA Y SISTEMAS COMPUTARIZADOS;248978
2016;050050070;12;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;17138403
2016;050050070;12;132;11;TRANSPORTE Y ALMACENAMIENTO;160150
2016;050050070;12;132;11;SERVICIOS ESPECIALIZADOS;1378124
2016;050050070;12;132;11;IMPRENTA, PUBLICACIONES Y REPRODUCCIONES;2881687
2016;050050070;12;132;11;PRIMAS Y GASTOS DE SEGUROS;2448853
2016;050050070;12;132;11;SERV.DE ACCESO A INTERNET Y STREAMING;633852
2016;050050070;12;132;11;SERVICIO DE VIGILANCIA;33428
2016;050050070;12;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;43946
2016;050050070;12;132;11;PUBLICIDAD Y PROPAGANDA;864506
2016;050050070;12;132;11;PASAJES;480282
2016;050050070;12;132;11;VIATICOS;960562
2016;050050070;12;132;11;MOVILIDAD;2054235
2016;050050070;12;132;11;DERECHOS Y TASAS;0
2016;050050070;12;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;0
2016;050050070;12;132;11;SERVICIOS DE CEREMONIAL;456267
2016;050050070;12;132;11;SERVICIOS DE COMIDAS, VIANDAS Y REFRIGERIOS;202767
2016;050050070;12;132;11;CONVENIOS DE ASISTENCIATECNICA;2401406
2016;050050070;12;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;784985
2016;050050070;12;214;11;EQUIPO DE TRANSPORTE, TRACCION Y ELEVACION;1921125
2016;050050070;12;214;11;EQUIPO DE COMUNICACION Y SEÑALAMIENTO;3842249
2016;050050070;12;214;11;EQUIPO EDUCACIONAL, CULTURAL Y RECREATIVO;320300
2016;050050070;12;214;11;EQUIPO PARA COMPUTACION;10658904
2016;050050070;12;214;11;EQUIPO DE OFICINA Y MOBLAJE;0
2016;050050070;12;214;11;HERRAMIENTAS Y REPUESTOS MAYORES;4803316
2016;050050070;12;219;11;PROGRAMAS DE COMPUTACION;4322530
2016;050050070;12;171;11;BECAS Y OTROS SUBSIDIOS;960562
2016;050050070;12;171;11;TRANSFERENCIAS PARA ACTIVIDADES CIENTIFICAS O ACADEMICAS;4322530
2016;050050070;12;212;11;CONSTRUCCIONES EN BIENES DE DOMINIO PRIVADO;0
2016;050050070;12;212;11;CONSTRUCCIONES EN BIENES DE DOMINIO PRIVADO;3000000
2016;050050070;12;120;11;RETRIBUCION DEL CARGO;83771375
2016;050050070;12;120;11;SUELDO ANUAL COMPLEMENTARIO;7504313
2016;050050070;12;120;11;CONTRIBUCIONES PATRONALES;22309024
2016;050050070;12;120;11;COMPLEMENTOS;1379838
2016;050050070;12;120;11;RETRIBUCION DEL CARGO;12720076
2016;050050070;12;120;11;SUELDO ANUAL COMPLEMENTARIO;1178071
2016;050050070;12;120;11;CONTRIBUCIONES PATRONALES;3429549
2016;050050070;12;120;11;COMPLEMENTOS;179280
2016;050050070;12;120;11;PERSONAL PERMANENTE;598967
2016;050050070;12;120;11;PERSONAL TEMPORARIO;12224
2016;050050070;12;131;11;ALIMENTOS PARA PERSONAS;360883
2016;050050070;12;131;11;PRODUCTOS AGROFORESTALES;684
2016;050050070;12;131;11;PRENDAS DE VESTIR;19531
2016;050050070;12;131;11;PAPEL Y CARTON PARA OFICINA;123760
2016;050050070;12;131;11;PRODUCTOS DE ARTES GRAFICAS;20150
2016;050050070;12;131;11;MANUFACTURA DE PULPA, PAPEL Y CARTION;112
2016;050050070;12;131;11;LIBROS, REVISTAS Y PERIODICOS;2138
2016;050050070;12;131;11;CUBIERTAS Y CAMARAS DE AIRE;9227
2016;050050070;12;131;11;TINTAS, PINTURAS Y COLORANTES;456
2016;050050070;12;131;11;COMBUSTIBLES Y LUBRICANTES;312603
2016;050050070;12;131;11;PRODUCTOS DE MATERIAL PLASTICO;2120
2016;050050070;12;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;203
2016;050050070;12;131;11;PRODUCTOS DE ARCILLA Y CERAMICA;1040
2016;050050070;12;131;11;PRODUCTOS DE VIDRIO;1908
2016;050050070;12;131;11;PRODUCTOS ELABORADOS DE CEMENTO Y YESO;352
2016;050050070;12;131;11;CEMENTO, CAL Y YESO;2738
2016;050050070;12;131;11;PRODUCTOS FERROSOS;1265
2016;050050070;12;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;7035
2016;050050070;12;131;11;PIEDRA, ARCILLA Y ARENA;41
2016;050050070;12;131;11;ELEMENTOS DE LIMPIEZA;94380
2016;050050070;12;131;11;UTILES DE ESCRITORIO, OFICINA Y ENSEÑANZA;93913
2016;050050070;12;131;11;UTILES Y MATERIALES ELECTRICOS;12329
2016;050050070;12;131;11;UTENSILIOS DE COCINA Y COMEDOR;256
2016;050050070;12;131;11;UTILES MENORES MEDICOS, QUIRURGICOS Y DE LABORATORIO;845
2016;050050070;12;131;11;REPUESTOS Y ACCESORIOS;243982
2016;050050070;12;131;11;HERRAMIENTAS MENORES;1365
2016;050050070;12;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;1818
2016;050050070;12;132;11;ENERGIA ELECTRICA;135444
2016;050050070;12;132;11;AGUA;23747
2016;050050070;12;132;11;GAS;31
2016;050050070;12;132;11;TELEFONOS, TELEX Y TELEFAX;295603
2016;050050070;12;132;11;CORREOS Y TELEGRAFO;25862
2016;050050070;12;132;11;ALQUILER DE EDIFICIOS Y LOCALES;1395570
2016;050050070;12;132;11;ALQUILER DE MAQUINARIA, EQUIPO Y MEDIOS DE TRANSPORTE;37
2016;050050070;12;132;11;ALQUILER DE FOTOCOPIADORAS;156156
2016;050050070;12;132;11;MANTENIMIENTO Y REPARACION DE EDIFICIOS Y LOCALES;1691935
2016;050050070;12;132;11;MANTENIMIENTO Y REPARACION DE VEHICULOS;44586
2016;050050070;12;132;11;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;511594
2016;050050070;12;132;11;LIMPIEZA, ASEO Y FUMIGACION;303306
2016;050050070;12;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;23140
2016;050050070;12;132;11;MEDICOS Y SANITARIOS;240500
2016;050050070;12;132;11;JURIDICOS;424764
2016;050050070;12;132;11;CONTABILIDAD Y AUDITORIA;115845
2016;050050070;12;132;11;DE CAPACITACION;60580
2016;050050070;12;132;11;DE INFORMATICA Y SISTEMAS COMPUTARIZADOS;110500
2016;050050070;12;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;12505420
2016;050050070;12;132;11;TRANSPORTE Y ALMACENAMIENTO;12661
2016;050050070;12;132;11;SERVICIOS ESPECIALIZADOS;330874
2016;050050070;12;132;11;IMPRENTA, PUBLICACIONES Y REPRODUCCIONES;294118
2016;050050070;12;132;11;PRIMAS Y GASTOS DE SEGUROS;603296
2016;050050070;12;132;11;COMISIONES Y GASTOS BANCARIOS;195000
2016;050050070;12;132;11;SISTEMAS INFORMATICOS Y DE REGISTRO;0
2016;050050070;12;132;11;SERV.DE ACCESO A INTERNET Y STREAMING;164904
2016;050050070;12;132;11;SERVICIO DE VIGILANCIA;43129
2016;050050070;12;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;6000000
2016;050050070;12;132;11;PUBLICIDAD Y PROPAGANDA;149500
2016;050050070;12;132;11;PASAJES;65000
2016;050050070;12;132;11;VIATICOS;51376
2016;050050070;12;132;11;MOVILIDAD;632334
2016;050050070;12;132;11;DERECHOS Y TASAS;0
2016;050050070;12;132;11;SERVICIOS DE CEREMONIAL;86245
2016;050050070;12;132;11;SERVICIOS DE COMIDAS, VIANDAS Y REFRIGERIOS;221293
2016;050050070;12;132;11;CONVENIOS DE ASISTENCIATECNICA;45500
2016;050050070;12;132;11;SERVICIOS DE CONSULTORIA;0
2016;050050070;12;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;231317
2016;050050070;12;214;11;EQUIPO DE TRANSPORTE, TRACCION Y ELEVACION;475630
2016;050050070;12;214;11;EQUIPO SANITARIO Y DE LABORATORIO;0
2016;050050070;12;214;11;EQUIPO DE COMUNICACION Y SEÑALAMIENTO;156633
2016;050050070;12;214;11;EQUIPO EDUCACIONAL, CULTURAL Y RECREATIVO;7705
2016;050050070;12;214;11;EQUIPO PARA COMPUTACION;1153943
2016;050050070;12;214;11;EQUIPO DE OFICINA Y MOBLAJE;835705
2016;050050070;12;214;11;HERRAMIENTAS Y REPUESTOS MAYORES;9563
2016;050050070;12;214;11;EQUIPO DE SEGURIDAD;0
2016;050050070;12;214;11;LIBROS, REVISTAS Y OTROS ELEMENTOS DE COLECCION;1096
2016;050050070;12;219;11;PROGRAMAS DE COMPUTACION;460368
2016;050050070;12;171;11;TRANSFERENCIAS PARA ACTIVIDADES CIENTIFICAS O ACADEMICAS;9740074
2016;050050070;12;120;11;RETRIBUCION DEL CARGO;96659280
2016;050050070;12;120;11;SUELDO ANUAL COMPLEMENTARIO;8658825
2016;050050070;12;120;11;CONTRIBUCIONES PATRONALES;25741180
2016;050050070;12;120;11;COMPLEMENTOS;1592120
2016;050050070;12;120;11;PERSONAL PERMANENTE;691115
2016;050050070;12;120;11;PERSONAL TEMPORARIO;14105
2016;050050070;12;131;11;ALIMENTOS PARA PERSONAS;416403
2016;050050070;12;131;11;PRODUCTOS AGROFORESTALES;789
2016;050050070;12;131;11;PRENDAS DE VESTIR;22535
2016;050050070;12;131;11;PAPEL Y CARTON PARA OFICINA;142800
2016;050050070;12;131;11;PRODUCTOS DE ARTES GRAFICAS;23250
2016;050050070;12;131;11;MANUFACTURA DE PULPA, PAPEL Y CARTION;129
2016;050050070;12;131;11;LIBROS, REVISTAS Y PERIODICOS;2467
2016;050050070;12;131;11;CUBIERTAS Y CAMARAS DE AIRE;10646
2016;050050070;12;131;11;TINTAS, PINTURAS Y COLORANTES;526
2016;050050070;12;131;11;COMBUSTIBLES Y LUBRICANTES;360695
2016;050050070;12;131;11;PRODUCTOS DE MATERIAL PLASTICO;2446
2016;050050070;12;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;234
2016;050050070;12;131;11;PRODUCTOS DE ARCILLA Y CERAMICA;1200
2016;050050070;12;131;11;PRODUCTOS DE VIDRIO;2202
2016;050050070;12;131;11;PRODUCTOS ELABORADOS DE CEMENTO Y YESO;407
2016;050050070;12;131;11;CEMENTO, CAL Y YESO;3159
2016;050050070;12;131;11;PRODUCTOS FERROSOS;1460
2016;050050070;12;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;8117
2016;050050070;12;131;11;PIEDRA, ARCILLA Y ARENA;47
2016;050050070;12;131;11;ELEMENTOS DE LIMPIEZA;108900
2016;050050070;12;131;11;UTILES DE ESCRITORIO, OFICINA Y ENSEÑANZA;108361
2016;050050070;12;131;11;UTILES Y MATERIALES ELECTRICOS;14226
2016;050050070;12;131;11;UTENSILIOS DE COCINA Y COMEDOR;295
2016;050050070;12;131;11;UTILES MENORES MEDICOS, QUIRURGICOS Y DE LABORATORIO;975
2016;050050070;12;131;11;REPUESTOS Y ACCESORIOS;281517
2016;050050070;12;131;11;HERRAMIENTAS MENORES;1575
2016;050050070;12;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;2098
2016;050050070;12;132;11;ENERGIA ELECTRICA;156282
2016;050050070;12;132;11;AGUA;27400
2016;050050070;12;132;11;GAS;36
2016;050050070;12;132;11;TELEFONOS, TELEX Y TELEFAX;341080
2016;050050070;12;132;11;CORREOS Y TELEGRAFO;29841
2016;050050070;12;132;11;ALQUILER DE EDIFICIOS Y LOCALES;1610273
2016;050050070;12;132;11;ALQUILER DE MAQUINARIA, EQUIPO Y MEDIOS DE TRANSPORTE;43
2016;050050070;12;132;11;ALQUILER DE FOTOCOPIADORAS;180180
2016;050050070;12;132;11;MANTENIMIENTO Y REPARACION DE EDIFICIOS Y LOCALES;1952233
2016;050050070;12;132;11;MANTENIMIENTO Y REPARACION DE VEHICULOS;51445
2016;050050070;12;132;11;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;590301
2016;050050070;12;132;11;LIMPIEZA, ASEO Y FUMIGACION;349968
2016;050050070;12;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;26700
2016;050050070;12;132;11;MEDICOS Y SANITARIOS;277500
2016;050050070;12;132;11;JURIDICOS;490112
2016;050050070;12;132;11;CONTABILIDAD Y AUDITORIA;133667
2016;050050070;12;132;11;DE CAPACITACION;69900
2016;050050070;12;132;11;DE INFORMATICA Y SISTEMAS COMPUTARIZADOS;127500
2016;050050070;12;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;1160100
2016;050050070;12;132;11;TRANSPORTE Y ALMACENAMIENTO;14609
2016;050050070;12;132;11;SERVICIOS ESPECIALIZADOS;381778
2016;050050070;12;132;11;IMPRENTA, PUBLICACIONES Y REPRODUCCIONES;339367
2016;050050070;12;132;11;PRIMAS Y GASTOS DE SEGUROS;696111
2016;050050070;12;132;11;COMISIONES Y GASTOS BANCARIOS;225000
