EJERCICIO;CENTRO GESTOR;FUNCIONAL;ECONOMICA;FINANCIACION;DESCRIPCION;SANCIONADO
2015;010010010;11;132;11;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;4276116
2015;010010010;11;132;11;LIMPIEZA, ASEO Y FUMIGACION;6883236
2015;010010010;11;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;65248020
2015;010010010;11;132;11;DE CAPACITACION;3761250
2015;010010010;11;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;74133180
2015;010010010;11;132;11;TRANSPORTE Y ALMACENAMIENTO;647946
2015;010010010;11;132;11;SERVICIOS ESPECIALIZADOS;762816
2015;010010010;11;132;11;PRIMAS Y GASTOS DE SEGUROS;807254
2015;010010010;11;132;11;COMISIONES Y GASTOS BANCARIOS;448920
2015;010010010;11;132;11;SISTEMAS INFORMATICOS Y DE REGISTRO;1690200
2015;010010010;11;120;11;RETRIBUCION DEL CARGO;389877283
2015;010010010;11;120;11;SUELDO ANUAL COMPLEMENTARIO;32330147
2015;010010010;11;120;11;CONTRIBUCIONES PATRONALES;87792510
2015;010010010;11;120;11;RETRIBUCION DEL CARGO;325169366
2015;010010010;11;120;11;SUELDO ANUAL COMPLEMENTARIO;27207094
2015;010010010;11;120;11;CONTRIBUCIONES PATRONALES;71037548
2015;010010010;11;120;11;PERSONAL PERMANENTE;11515211
2015;010010010;11;120;11;BENEFICIOS Y COMPENSACIONES SIN DISCRIMINAR;14269241
2015;010010010;11;131;11;ALIMENTOS PARA PERSONAS;2377092
2015;010010010;11;131;11;MADERA, CORCHO Y SUS MANUFACTURAS;1171775
2015;010010010;11;131;11;PRENDAS DE VESTIR;2393125
2015;010010010;11;131;11;PAPEL Y CARTON PARA OFICINA;1160960
2015;010010010;11;131;11;PAPEL Y CARTON PARA COMPUTACION;2387815
2015;010010010;11;131;11;MANUFACTURA DE PULPA, PAPEL Y CARTION;2369706
2015;010010010;11;131;11;LIBROS, REVISTAS Y PERIODICOS;2370954
2015;010010010;11;171;11;TRANSFERENCIAS A EMPRESAS PRIVADAS;5000000
2015;010010010;11;132;11;CONVENIOS DE ASISTENCIATECNICA;10320000
2015;010010010;11;131;11;HERRAMIENTAS MENORES;2359608
2015;020020020;17;132;11;SERV.DE ACCESO A INTERNET Y STREAMING;58109
2015;020020020;17;132;11;SERVICIO DE VIGILANCIA;2213693
2015;020020020;17;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;431670
2015;020020020;17;132;11;PUBLICIDAD Y PROPAGANDA;402339
2015;020020020;17;132;11;PASAJES;110685
2015;020020020;17;132;11;VIATICOS;693965
2015;020020020;17;132;11;MOVILIDAD;16603
2015;020020020;17;132;11;SERVICIOS DE CEREMONIAL;33205
2015;020020020;17;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;4756673
2015;020020020;17;214;11;EQUIPO SANITARIO Y DE LABORATORIO;11622
2015;020020020;17;214;11;EQUIPO DE OFICINA Y MOBLAJE;324273
2015;020020020;17;214;11;EQUIPOS VARIOS;2400048
2015;020020020;17;131;11;COMBUSTIBLES Y LUBRICANTES;144869
2015;020020020;17;131;11;PRODUCTOS DE VIDRIO;6918
2015;020020020;17;131;11;ESTRUCTURAS METALICAS ACABADAS;6918
2015;020020020;17;131;11;ELEMENTOS DE LIMPIEZA;21916
2015;020020020;17;131;11;UTILES DE ESCRITORIO, OFICINA Y ENSEÑANZA;78492
2015;020020020;17;131;11;UTILES Y MATERIALES ELECTRICOS;64252
2015;020020020;17;131;11;UTENSILIOS DE COCINA Y COMEDOR;9270
2015;020020020;17;131;11;REPUESTOS Y ACCESORIOS;37273
2015;020020020;17;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;12452
2015;020020020;17;132;11;ENERGIA ELECTRICA;318218
2015;020020020;17;132;11;TELEFONOS, TELEX Y TELEFAX;248819
2015;020020020;17;132;11;CORREOS Y TELEGRAFO;148041
2015;020020020;17;132;11;ALQUILER DE EDIFICIOS Y LOCALES;3531365
2015;020020020;17;132;11;MANTENIMIENTO Y REPARACION DE EDIFICIOS Y LOCALES;1813845
2015;020020020;17;132;11;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;191175
2015;020020020;17;132;11;LIMPIEZA, ASEO Y FUMIGACION;1898911
2015;020020020;17;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;14182799
2015;020020020;17;132;11;TRANSPORTE Y ALMACENAMIENTO;6920
2015;020020020;17;132;11;SERVICIOS ESPECIALIZADOS;460925
2015;020020020;17;132;11;IMPRENTA, PUBLICACIONES Y REPRODUCCIONES;74090
2015;020020020;17;132;11;PRIMAS Y GASTOS DE SEGUROS;535714
2015;020020020;17;132;11;COMISIONES Y GASTOS BANCARIOS;12621
2015;020020020;17;132;11;SISTEMAS INFORMATICOS Y DE REGISTRO;1735674
2015;020020020;17;120;11;RETRIBUCION DEL CARGO;74695280
2015;020020020;17;120;11;SUELDO ANUAL COMPLEMENTARIO;6384108
2015;020020020;17;120;11;CONTRIBUCIONES PATRONALES;17583314
2015;020020020;17;120;11;PERSONAL PERMANENTE;530531
2015;020020020;17;120;11;BENEFICIOS Y COMPENSACIONES SIN DISCRIMINAR;4173520
2015;020020020;17;131;11;ALIMENTOS PARA PERSONAS;1087352
2015;020020020;17;131;11;MADERA, CORCHO Y SUS MANUFACTURAS;8301
2015;020020020;17;131;11;PRENDAS DE VESTIR;11068
2015;020020020;17;131;11;PAPEL Y CARTON PARA OFICINA;5534
2015;020020020;17;131;11;PAPEL Y CARTON PARA COMPUTACION;199509
2015;020020020;17;131;11;MANUFACTURA DE PULPA, PAPEL Y CARTION;99616
2015;020020020;17;131;11;LIBROS, REVISTAS Y PERIODICOS;29574
2015;020020020;17;131;11;PRODUCTOS FARMACEUTICOS Y MEDICINALES;6157
2015;020020020;17;120;11;RETRIBUCION DEL SERVICIO;9588058
2015;020020020;17;120;11;SUELDO ANUAL COMPLEMENTARIO;1070182
2015;020020020;17;120;11;CONTRIBUCIONES PATRONALES;1800482
2015;020020020;17;131;11;HERRAMIENTAS MENORES;58109
2015;020020020;17;132;11;MULTAS Y RECARGOS;20753
2015;020020020;17;132;11;VIATICOS;1141685
2015;020020020;17;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;183321
2015;020020020;17;214;11;EQUIPO SANITARIO Y DE LABORATORIO;2320
2015;020020020;17;131;11;COMBUSTIBLES Y LUBRICANTES;438664
2015;020020020;17;131;11;ELEMENTOS DE LIMPIEZA;221
2015;020020020;17;131;11;UTILES DE ESCRITORIO, OFICINA Y ENSEÑANZA;27768
2015;020020020;17;131;11;UTILES Y MATERIALES ELECTRICOS;1494
2015;020020020;17;132;11;TELEFONOS, TELEX Y TELEFAX;89419
2015;020020020;17;132;11;CONTABILIDAD Y AUDITORIA;5135768
2015;020020020;17;132;11;SERVICIOS ESPECIALIZADOS;34693
2015;020020020;17;132;11;IMPRENTA, PUBLICACIONES Y REPRODUCCIONES;9588
2015;020020020;17;120;11;RETRIBUCION DEL CARGO;82779203
2015;020020020;17;120;11;SUELDO ANUAL COMPLEMENTARIO;7341731
2015;020020020;17;120;11;CONTRIBUCIONES PATRONALES;16411093
2015;020020020;17;120;11;PERSONAL PERMANENTE;937265
2015;020020020;17;131;11;ALIMENTOS PARA PERSONAS;827582
2015;020020020;17;131;11;LIBROS, REVISTAS Y PERIODICOS;9863
2015;020020020;17;131;11;PRODUCTOS FARMACEUTICOS Y MEDICINALES;761
2015;020020020;17;120;11;RETRIBUCION DEL SERVICIO;3341293
2015;020020020;17;120;11;SUELDO ANUAL COMPLEMENTARIO;395144
2015;020020020;17;120;11;CONTRIBUCIONES PATRONALES;685898
2015;020020020;17;219;11;PROGRAMAS DE COMPUTACION;873088
2015;020020020;17;132;11;VIATICOS;402947
2015;020020020;17;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;109993
2015;020020020;17;214;11;EQUIPO PARA COMPUTACION;687620
2015;020020020;17;131;11;COMBUSTIBLES Y LUBRICANTES;150462
2015;020020020;17;131;11;UTILES DE ESCRITORIO, OFICINA Y ENSEÑANZA;14487
2015;020020020;17;131;11;UTILES Y MATERIALES ELECTRICOS;8965
2015;020020020;17;131;11;REPUESTOS Y ACCESORIOS;2426380
2015;020020020;17;132;11;TELEFONOS, TELEX Y TELEFAX;50541
2015;020020020;17;132;11;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;31120
2015;020020020;17;132;11;DE CAPACITACION;330394
2015;020020020;17;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;438643
2015;020020020;17;132;11;IMPRENTA, PUBLICACIONES Y REPRODUCCIONES;3487
2015;020020020;17;120;11;RETRIBUCION DEL CARGO;25753530
2015;020020020;17;120;11;SUELDO ANUAL COMPLEMENTARIO;2234439
2015;020020020;17;120;11;CONTRIBUCIONES PATRONALES;5079623
2015;020020020;17;120;11;PERSONAL PERMANENTE;300633
2015;020020020;17;131;11;ALIMENTOS PARA PERSONAS;179309
2015;020020020;17;120;11;RETRIBUCION DEL SERVICIO;1598010
2015;020020020;17;120;11;SUELDO ANUAL COMPLEMENTARIO;181108
2015;020020020;17;120;11;CONTRIBUCIONES PATRONALES;371528
2015;020020020;17;171;11;BECAS Y OTROS SUBSIDIOS;237600
2015;030030030;17;214;11;EQUIPO PARA COMPUTACION;10955
2015;030030030;17;214;11;EQUIPO DE OFICINA Y MOBLAJE;10962
2015;030030030;17;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;276292
2015;030030030;17;131;11;ALIMENTOS PARA PERSONAS;62249
2015;030030030;17;131;11;PAPEL Y CARTON PARA COMPUTACION;18155
2015;030030030;17;214;11;EQUIPO PARA COMPUTACION;1565
2015;030030030;17;214;11;EQUIPO DE OFICINA Y MOBLAJE;1566
2015;030030030;17;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;39470
2015;030030030;17;131;11;ALIMENTOS PARA PERSONAS;8893
2015;030030030;17;131;11;PAPEL Y CARTON PARA COMPUTACION;2594
2015;030030030;17;219;11;PROGRAMAS DE COMPUTACION;8351
2015;030030030;17;132;11;PUBLICIDAD Y PROPAGANDA;205173
2015;030030030;17;132;11;VIATICOS;79756
2015;030030030;17;132;11;MOVILIDAD;42104
2015;030030030;17;132;11;JUICIOS, MEDIACIONES Y OTROS GASTOS JUDICIALES;23321
2015;030030030;17;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;1749378
2015;030030030;17;214;11;EQUIPO DE COMUNICACION Y SEÑALAMIENTO;12737
2015;030030030;17;214;11;EQUIPO PARA COMPUTACION;112285
2015;030030030;17;214;11;EQUIPO DE OFICINA Y MOBLAJE;39809
2015;030030030;17;214;11;HERRAMIENTAS Y REPUESTOS MAYORES;1101
2015;030030030;17;214;11;EQUIPOS VARIOS;23476113
2015;030030030;17;214;11;LIBROS, REVISTAS Y OTROS ELEMENTOS DE COLECCION;2426
2015;030030030;17;131;11;TINTAS, PINTURAS Y COLORANTES;2830
2015;030030030;17;131;11;COMBUSTIBLES Y LUBRICANTES;20606
2015;030030030;17;131;11;PRODUCTOS DE MATERIAL PLASTICO;1558
2015;030030030;17;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;501
2015;030030030;17;131;11;PRODUCTOS DE VIDRIO;585
2015;030030030;17;131;11;PRODUCTOS ELABORADOS DE CEMENTO Y YESO;1774
2015;030030030;17;131;11;CEMENTO, CAL Y YESO;1441
2015;030030030;17;131;11;ESTRUCTURAS METALICAS ACABADAS;301
2015;030030030;17;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;4551
2015;030030030;17;131;11;ELEMENTOS DE LIMPIEZA;11758
2015;030030030;17;131;11;UTILES DE ESCRITORIO, OFICINA Y ENSEÑANZA;25902
2015;030030030;17;131;11;UTILES Y MATERIALES ELECTRICOS;5780
2015;030030030;17;131;11;REPUESTOS Y ACCESORIOS;73494
2015;030030030;17;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;158361
2015;030030030;17;132;11;ENERGIA ELECTRICA;35136
2015;030030030;17;132;11;AGUA;2216
2015;030030030;17;132;11;GAS;1679
2015;030030030;17;132;11;TELEFONOS, TELEX Y TELEFAX;50627
2015;030030030;17;132;11;CORREOS Y TELEGRAFO;10095
2015;030030030;17;132;11;INTERNET BANDA ANCHA;6211
2015;030030030;17;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;24980
2015;030030030;17;132;11;ALQUILER DE EDIFICIOS Y LOCALES;314165
2015;030030030;17;132;11;ALQUILER DE MAQUINARIA, EQUIPO Y MEDIOS DE TRANSPORTE;4696
2015;030030030;17;132;11;ALQUILER DE FOTOCOPIADORAS;11437
2015;030030030;17;132;11;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;2404
2015;030030030;17;132;11;LIMPIEZA, ASEO Y FUMIGACION;5744
2015;030030030;17;132;11;ESTUDIOS, INVESTIGACIONES Y PROYECTOS DE FACTIBILIDAD;329038
2015;030030030;17;132;11;MEDICOS Y SANITARIOS;17554
2015;030030030;17;132;11;JURIDICOS;9790
2015;030030030;17;132;11;CONTABILIDAD Y AUDITORIA;182159
2015;030030030;17;132;11;DE CAPACITACION;175082
2015;030030030;17;132;11;DE INFORMATICA Y SISTEMAS COMPUTARIZADOS;61202
2015;030030030;17;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;977011
2015;030030030;17;132;11;IMPRENTA, PUBLICACIONES Y REPRODUCCIONES;63671
2015;030030030;17;132;11;PRIMAS Y GASTOS DE SEGUROS;245900
2015;030030030;17;120;11;RETRIBUCION DEL CARGO;35867084
2015;030030030;17;120;11;SUELDO ANUAL COMPLEMENTARIO;1325906
2015;030030030;17;120;11;CONTRIBUCIONES PATRONALES;2629338
2015;030030030;17;120;11;COMPLEMENTOS;691009
2015;030030030;17;120;11;RETRIBUCION DEL CARGO;1345995
2015;030030030;17;120;11;SUELDO ANUAL COMPLEMENTARIO;35197
2015;030030030;17;120;11;CONTRIBUCIONES PATRONALES;79893
2015;030030030;17;120;11;PERSONAL PERMANENTE;145854
2015;030030030;17;131;11;ALIMENTOS PARA PERSONAS;70744
2015;030030030;17;131;11;MADERA, CORCHO Y SUS MANUFACTURAS;347
2015;030030030;17;131;11;HILADOS Y TELAS;2469
2015;030030030;17;131;11;PRENDAS DE VESTIR;41794
2015;030030030;17;131;11;PAPEL Y CARTON PARA OFICINA;30142
2015;030030030;17;131;11;PAPEL Y CARTON PARA COMPUTACION;5388
2015;030030030;17;131;11;PRODUCTOS DE ARTES GRAFICAS;16291
2015;030030030;17;131;11;MANUFACTURA DE PULPA, PAPEL Y CARTION;9332
2015;030030030;17;131;11;LIBROS, REVISTAS Y PERIODICOS;14538
2015;030030030;17;131;11;PRODUCTOS FARMACEUTICOS Y MEDICINALES;853
2015;030030030;17;120;11;RETRIBUCION DEL SERVICIO;72086
2015;030030030;17;120;11;SUELDO ANUAL COMPLEMENTARIO;34433
2015;030030030;17;120;11;CONTRIBUCIONES PATRONALES;86415
2015;030030030;17;171;11;TRANSFERENCIAS A EMPRESAS PRIVADAS;46956
2015;030030030;17;120;11;COMPLEMENTOS;35361
2015;030030030;17;120;11;SEGUROS DE RIESGO DE TRABAJO;5049
2015;030030030;17;171;11;BECAS Y OTROS SUBSIDIOS;358199
2015;030030030;17;219;11;PROGRAMAS DE COMPUTACION;16702
2015;030030030;17;132;11;PUBLICIDAD Y PROPAGANDA;410346
2015;030030030;17;132;11;VIATICOS;159513
2015;030030030;17;132;11;MOVILIDAD;84208
2015;030030030;17;132;11;JUICIOS, MEDIACIONES Y OTROS GASTOS JUDICIALES;46643
2015;030030030;17;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;3498756
2015;030030030;17;211;11;EDIFICIOS E INSTALACIONES PARA EL DOMINIO PRIVADO DE LA CABA;110000000
2015;030030030;17;214;11;EQUIPO DE COMUNICACION Y SEÑALAMIENTO;25473
2015;030030030;17;214;11;EQUIPO PARA COMPUTACION;224569
2015;030030030;17;214;11;EQUIPO DE OFICINA Y MOBLAJE;79617
2015;030030030;17;214;11;HERRAMIENTAS Y REPUESTOS MAYORES;2203
2015;030030030;17;214;11;EQUIPOS VARIOS;52225
2015;030030030;17;214;11;LIBROS, REVISTAS Y OTROS ELEMENTOS DE COLECCION;4852
2015;030030030;17;131;11;TINTAS, PINTURAS Y COLORANTES;5660
2015;030030030;17;131;11;COMBUSTIBLES Y LUBRICANTES;41212
2015;030030030;17;131;11;PRODUCTOS DE MATERIAL PLASTICO;3116
2015;030030030;17;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;1001
2015;030030030;17;131;11;PRODUCTOS DE VIDRIO;1170
2015;030030030;17;131;11;PRODUCTOS ELABORADOS DE CEMENTO Y YESO;3549
2015;030030030;17;131;11;CEMENTO, CAL Y YESO;2881
2015;030030030;17;131;11;ESTRUCTURAS METALICAS ACABADAS;602
2015;030030030;17;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;9101
2015;030030030;17;131;11;ELEMENTOS DE LIMPIEZA;23515
2015;030030030;17;131;11;UTILES DE ESCRITORIO, OFICINA Y ENSEÑANZA;51804
2015;030030030;17;131;11;UTILES Y MATERIALES ELECTRICOS;11560
2015;030030030;17;131;11;REPUESTOS Y ACCESORIOS;146989
2015;030030030;17;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;316722
2015;030030030;17;132;11;ENERGIA ELECTRICA;70273
2015;030030030;17;132;11;AGUA;4433
2015;030030030;17;132;11;GAS;3357
2015;030030030;17;132;11;TELEFONOS, TELEX Y TELEFAX;101253
2015;030030030;17;132;11;CORREOS Y TELEGRAFO;20191
2015;030030030;17;132;11;INTERNET BANDA ANCHA;12422
2015;030030030;17;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;49959
2015;030030030;17;132;11;ALQUILER DE EDIFICIOS Y LOCALES;628329
2015;030030030;17;132;11;ALQUILER DE MAQUINARIA, EQUIPO Y MEDIOS DE TRANSPORTE;9391
2015;030030030;17;132;11;ALQUILER DE FOTOCOPIADORAS;22874
2015;030030030;17;132;11;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;4808
2015;030030030;17;132;11;LIMPIEZA, ASEO Y FUMIGACION;11488
2015;030030030;17;132;11;ESTUDIOS, INVESTIGACIONES Y PROYECTOS DE FACTIBILIDAD;658075
2015;030030030;17;132;11;MEDICOS Y SANITARIOS;35109
2015;030030030;17;132;11;JURIDICOS;19581
2015;030030030;17;132;11;CONTABILIDAD Y AUDITORIA;364317
2015;030030030;17;132;11;DE CAPACITACION;350164
2015;030030030;17;132;11;DE INFORMATICA Y SISTEMAS COMPUTARIZADOS;122405
2015;030030030;17;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;1954021
2015;030030030;17;132;11;IMPRENTA, PUBLICACIONES Y REPRODUCCIONES;127343
2015;030030030;17;132;11;PRIMAS Y GASTOS DE SEGUROS;491800
2015;030030030;17;120;11;RETRIBUCION DEL CARGO;41734169
2015;030030030;17;120;11;SUELDO ANUAL COMPLEMENTARIO;2651813
2015;030030030;17;120;11;CONTRIBUCIONES PATRONALES;5258677
2015;030030030;17;120;11;COMPLEMENTOS;1382017
2015;030030030;17;120;11;RETRIBUCION DEL CARGO;2691989
2015;030030030;17;120;11;SUELDO ANUAL COMPLEMENTARIO;70393
2015;030030030;17;120;11;CONTRIBUCIONES PATRONALES;159786
2015;030030030;17;120;11;PERSONAL PERMANENTE;291708
2015;030030030;17;131;11;ALIMENTOS PARA PERSONAS;141489
2015;030030030;17;131;11;MADERA, CORCHO Y SUS MANUFACTURAS;693
2015;030030030;17;131;11;HILADOS Y TELAS;4938
2015;030030030;17;131;11;PRENDAS DE VESTIR;83588
2015;030030030;17;131;11;PAPEL Y CARTON PARA OFICINA;60284
2015;030030030;17;131;11;PAPEL Y CARTON PARA COMPUTACION;10777
2015;030030030;17;131;11;PRODUCTOS DE ARTES GRAFICAS;32583
2015;030030030;17;131;11;MANUFACTURA DE PULPA, PAPEL Y CARTION;18664
2015;030030030;17;131;11;LIBROS, REVISTAS Y PERIODICOS;29076
2015;030030030;17;131;11;PRODUCTOS FARMACEUTICOS Y MEDICINALES;1705
2015;030030030;17;120;11;RETRIBUCION DEL SERVICIO;144172
2015;030030030;17;120;11;SUELDO ANUAL COMPLEMENTARIO;68866
2015;030030030;17;120;11;CONTRIBUCIONES PATRONALES;172829
2015;030030030;17;171;11;TRANSFERENCIAS A EMPRESAS PRIVADAS;93913
2015;030030030;17;120;11;COMPLEMENTOS;70721
2015;030030030;17;120;11;SEGUROS DE RIESGO DE TRABAJO;10098
2015;030030030;17;171;11;BECAS Y OTROS SUBSIDIOS;716399
2015;030030030;17;219;11;PROGRAMAS DE COMPUTACION;72734
2015;030030030;17;132;11;PUBLICIDAD Y PROPAGANDA;1786976
2015;030030030;17;132;11;VIATICOS;694645
2015;030030030;17;132;11;MOVILIDAD;366708
2015;030030030;17;132;11;JUICIOS, MEDIACIONES Y OTROS GASTOS JUDICIALES;203119
2015;030030030;17;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;15236384
2015;030030030;17;214;11;EQUIPO DE COMUNICACION Y SEÑALAMIENTO;110932
2015;030030030;17;214;11;EQUIPO PARA COMPUTACION;977954
2015;030030030;17;214;11;EQUIPO DE OFICINA Y MOBLAJE;346717
2015;030030030;17;214;11;HERRAMIENTAS Y REPUESTOS MAYORES;9593
2015;030030030;17;214;11;EQUIPOS VARIOS;227430
2015;030030030;17;214;11;LIBROS, REVISTAS Y OTROS ELEMENTOS DE COLECCION;21129
2015;030030030;17;131;11;TINTAS, PINTURAS Y COLORANTES;24647
2015;030030030;17;131;11;COMBUSTIBLES Y LUBRICANTES;179472
2015;030030030;17;131;11;PRODUCTOS DE MATERIAL PLASTICO;13571
2015;030030030;17;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;4360
2015;030030030;17;131;11;PRODUCTOS DE VIDRIO;5095
2015;030030030;17;131;11;PRODUCTOS ELABORADOS DE CEMENTO Y YESO;15455
2015;030030030;17;131;11;CEMENTO, CAL Y YESO;12548
2015;030030030;17;131;11;ESTRUCTURAS METALICAS ACABADAS;2623
2015;030030030;17;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;39635
2015;030030030;17;131;11;ELEMENTOS DE LIMPIEZA;102403
2015;030030030;17;131;11;UTILES DE ESCRITORIO, OFICINA Y ENSEÑANZA;225595
2015;030030030;17;131;11;UTILES Y MATERIALES ELECTRICOS;50340
2015;030030030;17;131;11;REPUESTOS Y ACCESORIOS;640107
2015;030030030;17;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;1379260
2015;030030030;17;132;11;ENERGIA ELECTRICA;306024
2015;030030030;17;132;11;AGUA;19304
2015;030030030;17;132;11;GAS;14620
2015;030030030;17;132;11;TELEFONOS, TELEX Y TELEFAX;440938
2015;030030030;17;132;11;CORREOS Y TELEGRAFO;87927
2015;030030030;17;132;11;INTERNET BANDA ANCHA;54094
2015;030030030;17;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;217562
2015;030030030;17;132;11;ALQUILER DE EDIFICIOS Y LOCALES;2736250
2015;030030030;17;132;11;ALQUILER DE MAQUINARIA, EQUIPO Y MEDIOS DE TRANSPORTE;40898
2015;030030030;17;132;11;ALQUILER DE FOTOCOPIADORAS;99610
2015;030030030;17;132;11;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;20936
2015;030030030;17;132;11;LIMPIEZA, ASEO Y FUMIGACION;50027
