EJERCICIO;CENTRO GESTOR;FUNCIONAL;ECONOMICA;FINANCIACION;DESCRIPCION;DEVENGADO
2015;010010010;11;132;11;COMISIONES Y GASTOS BANCARIOS;0
2015;010010010;11;132;11;SISTEMAS INFORMATICOS Y DE REGISTRO;2186703.58
2015;010010010;11;120;11;RETRIBUCION DEL CARGO;487942490.3
2015;010010010;11;120;11;SUELDO ANUAL COMPLEMENTARIO;38322736.87
2015;010010010;11;120;11;CONTRIBUCIONES PATRONALES;98753815.98
2015;010010010;11;120;11;RETRIBUCION DEL CARGO;418627321.4
2015;010010010;11;120;11;SUELDO ANUAL COMPLEMENTARIO;32439785.13
2015;010010010;11;120;11;CONTRIBUCIONES PATRONALES;81125767.56
2015;010010010;11;120;11;PERSONAL PERMANENTE;12447778.3
2015;010010010;11;120;11;BENEFICIOS Y COMPENSACIONES SIN DISCRIMINAR;17264115.54
2015;010010010;11;131;11;ALIMENTOS PARA PERSONAS;2610904.97
2015;010010010;11;131;11;MADERA, CORCHO Y SUS MANUFACTURAS;60659.27
2015;010010010;11;131;11;PRENDAS DE VESTIR;714884.32
2015;010010010;11;131;11;PAPEL Y CARTON PARA OFICINA;12906.09
2015;010010010;11;131;11;PAPEL Y CARTON PARA COMPUTACION;4800
2015;010010010;11;131;11;MANUFACTURA DE PULPA, PAPEL Y CARTION;3872977.88
2015;010010010;11;131;11;LIBROS, REVISTAS Y PERIODICOS;1916720.4
2015;010010010;11;171;11;TRANSFERENCIAS A EMPRESAS PRIVADAS;15000000
2015;010010010;11;132;11;CONVENIOS DE ASISTENCIATECNICA;16078610
2015;010010010;11;131;11;HERRAMIENTAS MENORES;1951
2015;020020020;17;132;11;SERV.DE ACCESO A INTERNET Y STREAMING;59290
2015;020020020;17;132;11;SERVICIO DE VIGILANCIA;1465560
2015;020020020;17;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;49782.25
2015;020020020;17;132;11;PUBLICIDAD Y PROPAGANDA;241656
2015;020020020;17;132;11;PASAJES;128294.83
2015;020020020;17;132;11;VIATICOS;2894902.9
2015;020020020;17;132;11;MOVILIDAD;0
2015;020020020;17;132;11;SERVICIOS DE CEREMONIAL;3750
2015;020020020;17;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;846700.82
2015;020020020;17;214;11;EQUIPO SANITARIO Y DE LABORATORIO;0
2015;020020020;17;214;11;EQUIPO DE OFICINA Y MOBLAJE;483391.88
2015;020020020;17;214;11;EQUIPOS VARIOS;0
2015;020020020;17;131;11;COMBUSTIBLES Y LUBRICANTES;1330872.97
2015;020020020;17;131;11;PRODUCTOS DE VIDRIO;0
2015;020020020;17;131;11;ESTRUCTURAS METALICAS ACABADAS;0
2015;020020020;17;131;11;ELEMENTOS DE LIMPIEZA;127625
2015;020020020;17;131;11;UTILES DE ESCRITORIO, OFICINA Y ENSEÑANZA;152656.59
2015;020020020;17;131;11;UTILES Y MATERIALES ELECTRICOS;59515.48
2015;020020020;17;131;11;UTENSILIOS DE COCINA Y COMEDOR;6944.97
2015;020020020;17;131;11;REPUESTOS Y ACCESORIOS;662372.61
2015;020020020;17;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;11243
2015;020020020;17;132;11;ENERGIA ELECTRICA;220904.5
2015;020020020;17;132;11;TELEFONOS, TELEX Y TELEFAX;501027.85
2015;020020020;17;132;11;CORREOS Y TELEGRAFO;0
2015;020020020;17;132;11;ALQUILER DE EDIFICIOS Y LOCALES;3800757.37
2015;020020020;17;132;11;MANTENIMIENTO Y REPARACION DE EDIFICIOS Y LOCALES;2945162.78
2015;020020020;17;132;11;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;103298.39
2015;020020020;17;132;11;LIMPIEZA, ASEO Y FUMIGACION;1921426.79
2015;020020020;17;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;22375766.75
2015;020020020;17;132;11;TRANSPORTE Y ALMACENAMIENTO;85839.3
2015;020020020;17;132;11;SERVICIOS ESPECIALIZADOS;544156.84
2015;020020020;17;132;11;IMPRENTA, PUBLICACIONES Y REPRODUCCIONES;22477.9
2015;020020020;17;132;11;PRIMAS Y GASTOS DE SEGUROS;1160013.82
2015;020020020;17;132;11;COMISIONES Y GASTOS BANCARIOS;27930.15
2015;020020020;17;132;11;SISTEMAS INFORMATICOS Y DE REGISTRO;204354
2015;020020020;17;120;11;RETRIBUCION DEL CARGO;82808824.76
2015;020020020;17;120;11;SUELDO ANUAL COMPLEMENTARIO;5102352.36
2015;020020020;17;120;11;CONTRIBUCIONES PATRONALES;17453080.76
2015;020020020;17;120;11;PERSONAL PERMANENTE;2077267
2015;020020020;17;120;11;BENEFICIOS Y COMPENSACIONES SIN DISCRIMINAR;16546301.26
2015;020020020;17;131;11;ALIMENTOS PARA PERSONAS;1438633.63
2015;020020020;17;131;11;MADERA, CORCHO Y SUS MANUFACTURAS;0
2015;020020020;17;131;11;PRENDAS DE VESTIR;2770
2015;020020020;17;131;11;PAPEL Y CARTON PARA OFICINA;0
2015;020020020;17;131;11;PAPEL Y CARTON PARA COMPUTACION;854.8
2015;020020020;17;131;11;MANUFACTURA DE PULPA, PAPEL Y CARTION;12609.94
2015;020020020;17;131;11;LIBROS, REVISTAS Y PERIODICOS;4249.5
2015;020020020;17;131;11;PRODUCTOS FARMACEUTICOS Y MEDICINALES;2994.95
2015;020020020;17;120;11;RETRIBUCION DEL SERVICIO;17376959.42
2015;020020020;17;120;11;SUELDO ANUAL COMPLEMENTARIO;1393145.02
2015;020020020;17;120;11;CONTRIBUCIONES PATRONALES;3241419.82
2015;020020020;17;131;11;HERRAMIENTAS MENORES;0
2015;020020020;17;132;11;MULTAS Y RECARGOS;0
2015;020020020;17;132;11;VIATICOS;0
2015;020020020;17;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;0
2015;020020020;17;214;11;EQUIPO SANITARIO Y DE LABORATORIO;0
2015;020020020;17;131;11;COMBUSTIBLES Y LUBRICANTES;0
2015;020020020;17;131;11;ELEMENTOS DE LIMPIEZA;0
2015;020020020;17;131;11;UTILES DE ESCRITORIO, OFICINA Y ENSEÑANZA;0
2015;020020020;17;131;11;UTILES Y MATERIALES ELECTRICOS;0
2015;020020020;17;132;11;TELEFONOS, TELEX Y TELEFAX;0
2015;020020020;17;132;11;CONTABILIDAD Y AUDITORIA;0
2015;020020020;17;132;11;SERVICIOS ESPECIALIZADOS;0
2015;020020020;17;132;11;IMPRENTA, PUBLICACIONES Y REPRODUCCIONES;0
2015;020020020;17;120;11;RETRIBUCION DEL CARGO;30030256.13
2015;020020020;17;120;11;SUELDO ANUAL COMPLEMENTARIO;3207977.46
2015;020020020;17;120;11;CONTRIBUCIONES PATRONALES;5874878.58
2015;020020020;17;120;11;PERSONAL PERMANENTE;0
2015;020020020;17;131;11;ALIMENTOS PARA PERSONAS;0
2015;020020020;17;131;11;LIBROS, REVISTAS Y PERIODICOS;0
2015;020020020;17;131;11;PRODUCTOS FARMACEUTICOS Y MEDICINALES;0
2015;020020020;17;120;11;RETRIBUCION DEL SERVICIO;485291.24
2015;020020020;17;120;11;SUELDO ANUAL COMPLEMENTARIO;50138.2
2015;020020020;17;120;11;CONTRIBUCIONES PATRONALES;95529.22
2015;020020020;17;219;11;PROGRAMAS DE COMPUTACION;0
2015;020020020;17;132;11;VIATICOS;0
2015;020020020;17;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;0
2015;020020020;17;214;11;EQUIPO PARA COMPUTACION;0
2015;020020020;17;131;11;COMBUSTIBLES Y LUBRICANTES;0
2015;020020020;17;131;11;UTILES DE ESCRITORIO, OFICINA Y ENSEÑANZA;0
2015;020020020;17;131;11;UTILES Y MATERIALES ELECTRICOS;0
2015;020020020;17;131;11;REPUESTOS Y ACCESORIOS;0
2015;020020020;17;132;11;TELEFONOS, TELEX Y TELEFAX;0
2015;020020020;17;132;11;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;0
2015;020020020;17;132;11;DE CAPACITACION;0
2015;020020020;17;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;0
2015;020020020;17;132;11;IMPRENTA, PUBLICACIONES Y REPRODUCCIONES;0
2015;020020020;17;120;11;RETRIBUCION DEL CARGO;105168292.4
2015;020020020;17;120;11;SUELDO ANUAL COMPLEMENTARIO;11375275.96
2015;020020020;17;120;11;CONTRIBUCIONES PATRONALES;20610987
2015;020020020;17;120;11;PERSONAL PERMANENTE;0
2015;020020020;17;131;11;ALIMENTOS PARA PERSONAS;0
2015;020020020;17;120;11;RETRIBUCION DEL SERVICIO;2293697.43
2015;020020020;17;120;11;SUELDO ANUAL COMPLEMENTARIO;223268.15
2015;020020020;17;120;11;CONTRIBUCIONES PATRONALES;449075.47
2015;020020020;17;171;11;BECAS Y OTROS SUBSIDIOS;203073.42
2015;030030030;17;214;11;EQUIPO PARA COMPUTACION;569.98
2015;030030030;17;214;11;EQUIPO DE OFICINA Y MOBLAJE;0
2015;030030030;17;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;322147
2015;030030030;17;131;11;ALIMENTOS PARA PERSONAS;61620.41
2015;030030030;17;131;11;PAPEL Y CARTON PARA COMPUTACION;0
2015;030030030;17;214;11;EQUIPO PARA COMPUTACION;0
2015;030030030;17;214;11;EQUIPO DE OFICINA Y MOBLAJE;0
2015;030030030;17;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;39470
2015;030030030;17;131;11;ALIMENTOS PARA PERSONAS;8893
2015;030030030;17;131;11;PAPEL Y CARTON PARA COMPUTACION;0
2015;030030030;17;219;11;PROGRAMAS DE COMPUTACION;719641.54
2015;030030030;17;132;11;PUBLICIDAD Y PROPAGANDA;3231796.82
2015;030030030;17;132;11;VIATICOS;1048212.82
2015;030030030;17;132;11;MOVILIDAD;14154181.25
2015;030030030;17;132;11;JUICIOS, MEDIACIONES Y OTROS GASTOS JUDICIALES;49305.51
2015;030030030;17;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;3811727.56
2015;030030030;17;214;11;EQUIPO DE COMUNICACION Y SEÑALAMIENTO;13671.08
2015;030030030;17;214;11;EQUIPO PARA COMPUTACION;79091.08
2015;030030030;17;214;11;EQUIPO DE OFICINA Y MOBLAJE;2214907.59
2015;030030030;17;214;11;HERRAMIENTAS Y REPUESTOS MAYORES;6453
2015;030030030;17;214;11;EQUIPOS VARIOS;5836967.59
2015;030030030;17;214;11;LIBROS, REVISTAS Y OTROS ELEMENTOS DE COLECCION;430
2015;030030030;17;131;11;TINTAS, PINTURAS Y COLORANTES;195896.48
2015;030030030;17;131;11;COMBUSTIBLES Y LUBRICANTES;116772.88
2015;030030030;17;131;11;PRODUCTOS DE MATERIAL PLASTICO;131625.03
2015;030030030;17;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;590
2015;030030030;17;131;11;PRODUCTOS DE VIDRIO;97195
2015;030030030;17;131;11;PRODUCTOS ELABORADOS DE CEMENTO Y YESO;1260
2015;030030030;17;131;11;CEMENTO, CAL Y YESO;1280.5
2015;030030030;17;131;11;ESTRUCTURAS METALICAS ACABADAS;0
2015;030030030;17;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;18337.82
2015;030030030;17;131;11;ELEMENTOS DE LIMPIEZA;12429.91
2015;030030030;17;131;11;UTILES DE ESCRITORIO, OFICINA Y ENSEÑANZA;660713
2015;030030030;17;131;11;UTILES Y MATERIALES ELECTRICOS;21159.98
2015;030030030;17;131;11;REPUESTOS Y ACCESORIOS;21828.63
2015;030030030;17;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;378326.7
2015;030030030;17;132;11;ENERGIA ELECTRICA;142728.66
2015;030030030;17;132;11;AGUA;28764.28
2015;030030030;17;132;11;GAS;808.46
2015;030030030;17;132;11;TELEFONOS, TELEX Y TELEFAX;712527.46
2015;030030030;17;132;11;CORREOS Y TELEGRAFO;139630.78
2015;030030030;17;132;11;INTERNET BANDA ANCHA;158872.38
2015;030030030;17;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;142877.01
2015;030030030;17;132;11;ALQUILER DE EDIFICIOS Y LOCALES;1603925.5
2015;030030030;17;132;11;ALQUILER DE MAQUINARIA, EQUIPO Y MEDIOS DE TRANSPORTE;126502.4
2015;030030030;17;132;11;ALQUILER DE FOTOCOPIADORAS;41184.65
2015;030030030;17;132;11;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;49095.41
2015;030030030;17;132;11;LIMPIEZA, ASEO Y FUMIGACION;65951.64
2015;030030030;17;132;11;ESTUDIOS, INVESTIGACIONES Y PROYECTOS DE FACTIBILIDAD;146300
2015;030030030;17;132;11;MEDICOS Y SANITARIOS;0
2015;030030030;17;132;11;JURIDICOS;366790
2015;030030030;17;132;11;CONTABILIDAD Y AUDITORIA;14100
2015;030030030;17;132;11;DE CAPACITACION;0
2015;030030030;17;132;11;DE INFORMATICA Y SISTEMAS COMPUTARIZADOS;40255
2015;030030030;17;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;17660438
2015;030030030;17;132;11;IMPRENTA, PUBLICACIONES Y REPRODUCCIONES;6051725.57
2015;030030030;17;132;11;PRIMAS Y GASTOS DE SEGUROS;576034.01
2015;030030030;17;120;11;RETRIBUCION DEL CARGO;29884084.79
2015;030030030;17;120;11;SUELDO ANUAL COMPLEMENTARIO;1315859.01
2015;030030030;17;120;11;CONTRIBUCIONES PATRONALES;4685155.48
2015;030030030;17;120;11;COMPLEMENTOS;2162138.83
2015;030030030;17;120;11;RETRIBUCION DEL CARGO;0
2015;030030030;17;120;11;SUELDO ANUAL COMPLEMENTARIO;0
2015;030030030;17;120;11;CONTRIBUCIONES PATRONALES;0
2015;030030030;17;120;11;PERSONAL PERMANENTE;377284.56
2015;030030030;17;131;11;ALIMENTOS PARA PERSONAS;560007.78
2015;030030030;17;131;11;MADERA, CORCHO Y SUS MANUFACTURAS;1509.65
2015;030030030;17;131;11;HILADOS Y TELAS;7410
2015;030030030;17;131;11;PRENDAS DE VESTIR;250354
2015;030030030;17;131;11;PAPEL Y CARTON PARA OFICINA;29575
2015;030030030;17;131;11;PAPEL Y CARTON PARA COMPUTACION;558
2015;030030030;17;131;11;PRODUCTOS DE ARTES GRAFICAS;1160
2015;030030030;17;131;11;MANUFACTURA DE PULPA, PAPEL Y CARTION;171235.15
2015;030030030;17;131;11;LIBROS, REVISTAS Y PERIODICOS;127153
2015;030030030;17;131;11;PRODUCTOS FARMACEUTICOS Y MEDICINALES;3522.79
2015;030030030;17;120;11;RETRIBUCION DEL SERVICIO;0
2015;030030030;17;120;11;SUELDO ANUAL COMPLEMENTARIO;0
2015;030030030;17;120;11;CONTRIBUCIONES PATRONALES;0
2015;030030030;17;171;11;TRANSFERENCIAS A EMPRESAS PRIVADAS;0
2015;030030030;17;120;11;COMPLEMENTOS;0
2015;030030030;17;120;11;SEGUROS DE RIESGO DE TRABAJO;4964907.35
2015;030030030;17;171;11;BECAS Y OTROS SUBSIDIOS;0
2015;030030030;17;219;11;PROGRAMAS DE COMPUTACION;16702
2015;030030030;17;132;11;PUBLICIDAD Y PROPAGANDA;410346
2015;030030030;17;132;11;VIATICOS;157222
2015;030030030;17;132;11;MOVILIDAD;203493.94
2015;030030030;17;132;11;JUICIOS, MEDIACIONES Y OTROS GASTOS JUDICIALES;46500
2015;030030030;17;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;404700.3
2015;030030030;17;211;11;EDIFICIOS E INSTALACIONES PARA EL DOMINIO PRIVADO DE LA CABA;0
2015;030030030;17;214;11;EQUIPO DE COMUNICACION Y SEÑALAMIENTO;6600
2015;030030030;17;214;11;EQUIPO PARA COMPUTACION;2774
2015;030030030;17;214;11;EQUIPO DE OFICINA Y MOBLAJE;79037
2015;030030030;17;214;11;HERRAMIENTAS Y REPUESTOS MAYORES;0
2015;030030030;17;214;11;EQUIPOS VARIOS;39800
2015;030030030;17;214;11;LIBROS, REVISTAS Y OTROS ELEMENTOS DE COLECCION;0
2015;030030030;17;131;11;TINTAS, PINTURAS Y COLORANTES;4424
2015;030030030;17;131;11;COMBUSTIBLES Y LUBRICANTES;0
2015;030030030;17;131;11;PRODUCTOS DE MATERIAL PLASTICO;3116
2015;030030030;17;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;0
2015;030030030;17;131;11;PRODUCTOS DE VIDRIO;1170
2015;030030030;17;131;11;PRODUCTOS ELABORADOS DE CEMENTO Y YESO;0
2015;030030030;17;131;11;CEMENTO, CAL Y YESO;2700
2015;030030030;17;131;11;ESTRUCTURAS METALICAS ACABADAS;505
2015;030030030;17;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;5632.35
2015;030030030;17;131;11;ELEMENTOS DE LIMPIEZA;0
2015;030030030;17;131;11;UTILES DE ESCRITORIO, OFICINA Y ENSEÑANZA;0
2015;030030030;17;131;11;UTILES Y MATERIALES ELECTRICOS;7929.61
2015;030030030;17;131;11;REPUESTOS Y ACCESORIOS;0
2015;030030030;17;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;73217.83
2015;030030030;17;132;11;ENERGIA ELECTRICA;79305.76
2015;030030030;17;132;11;AGUA;11502.79
2015;030030030;17;132;11;GAS;473.28
2015;030030030;17;132;11;TELEFONOS, TELEX Y TELEFAX;83775.01
2015;030030030;17;132;11;CORREOS Y TELEGRAFO;20191
2015;030030030;17;132;11;INTERNET BANDA ANCHA;2395.7
2015;030030030;17;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;11571.85
2015;030030030;17;132;11;ALQUILER DE EDIFICIOS Y LOCALES;1978329
2015;030030030;17;132;11;ALQUILER DE MAQUINARIA, EQUIPO Y MEDIOS DE TRANSPORTE;5500
2015;030030030;17;132;11;ALQUILER DE FOTOCOPIADORAS;22874
2015;030030030;17;132;11;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;3000
2015;030030030;17;132;11;LIMPIEZA, ASEO Y FUMIGACION;11488
2015;030030030;17;132;11;ESTUDIOS, INVESTIGACIONES Y PROYECTOS DE FACTIBILIDAD;0
2015;030030030;17;132;11;MEDICOS Y SANITARIOS;0
2015;030030030;17;132;11;JURIDICOS;0
2015;030030030;17;132;11;CONTABILIDAD Y AUDITORIA;0
2015;030030030;17;132;11;DE CAPACITACION;0
2015;030030030;17;132;11;DE INFORMATICA Y SISTEMAS COMPUTARIZADOS;0
2015;030030030;17;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;1946200
2015;030030030;17;132;11;IMPRENTA, PUBLICACIONES Y REPRODUCCIONES;127343
2015;030030030;17;132;11;PRIMAS Y GASTOS DE SEGUROS;0
2015;030030030;17;120;11;RETRIBUCION DEL CARGO;16190326.62
2015;030030030;17;120;11;SUELDO ANUAL COMPLEMENTARIO;789515.4
2015;030030030;17;120;11;CONTRIBUCIONES PATRONALES;2852330.37
2015;030030030;17;120;11;COMPLEMENTOS;323008.43
2015;030030030;17;120;11;RETRIBUCION DEL CARGO;0
2015;030030030;17;120;11;SUELDO ANUAL COMPLEMENTARIO;0
2015;030030030;17;120;11;CONTRIBUCIONES PATRONALES;0
2015;030030030;17;120;11;PERSONAL PERMANENTE;226370.74
2015;030030030;17;131;11;ALIMENTOS PARA PERSONAS;66081
2015;030030030;17;131;11;MADERA, CORCHO Y SUS MANUFACTURAS;0
2015;030030030;17;131;11;HILADOS Y TELAS;0
2015;030030030;17;131;11;PRENDAS DE VESTIR;60700
2015;030030030;17;131;11;PAPEL Y CARTON PARA OFICINA;0
2015;030030030;17;131;11;PAPEL Y CARTON PARA COMPUTACION;0
2015;030030030;17;131;11;PRODUCTOS DE ARTES GRAFICAS;28000
2015;030030030;17;131;11;MANUFACTURA DE PULPA, PAPEL Y CARTION;0
2015;030030030;17;131;11;LIBROS, REVISTAS Y PERIODICOS;0
2015;030030030;17;131;11;PRODUCTOS FARMACEUTICOS Y MEDICINALES;0
2015;030030030;17;120;11;RETRIBUCION DEL SERVICIO;0
2015;030030030;17;120;11;SUELDO ANUAL COMPLEMENTARIO;0
2015;030030030;17;120;11;CONTRIBUCIONES PATRONALES;0
2015;030030030;17;171;11;TRANSFERENCIAS A EMPRESAS PRIVADAS;0
2015;030030030;17;120;11;COMPLEMENTOS;0
2015;030030030;17;120;11;SEGUROS DE RIESGO DE TRABAJO;156441.4
2015;030030030;17;171;11;BECAS Y OTROS SUBSIDIOS;0
2015;030030030;17;219;11;PROGRAMAS DE COMPUTACION;69444.06
2015;030030030;17;132;11;PUBLICIDAD Y PROPAGANDA;2216506.08
2015;030030030;17;132;11;VIATICOS;171452.33
2015;030030030;17;132;11;MOVILIDAD;65000
2015;030030030;17;132;11;JUICIOS, MEDIACIONES Y OTROS GASTOS JUDICIALES;156280
2015;030030030;17;132;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;734522.5
2015;030030030;17;214;11;EQUIPO DE COMUNICACION Y SEÑALAMIENTO;62375.02
2015;030030030;17;214;11;EQUIPO PARA COMPUTACION;1792908.15
2015;030030030;17;214;11;EQUIPO DE OFICINA Y MOBLAJE;128050
2015;030030030;17;214;11;HERRAMIENTAS Y REPUESTOS MAYORES;20680
2015;030030030;17;214;11;EQUIPOS VARIOS;0
2015;030030030;17;214;11;LIBROS, REVISTAS Y OTROS ELEMENTOS DE COLECCION;0
2015;030030030;17;131;11;TINTAS, PINTURAS Y COLORANTES;29615
2015;030030030;17;131;11;COMBUSTIBLES Y LUBRICANTES;0
2015;030030030;17;131;11;PRODUCTOS DE MATERIAL PLASTICO;42545.51
2015;030030030;17;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;0
2015;030030030;17;131;11;PRODUCTOS DE VIDRIO;11960
2015;030030030;17;131;11;PRODUCTOS ELABORADOS DE CEMENTO Y YESO;0
2015;030030030;17;131;11;CEMENTO, CAL Y YESO;1188
2015;030030030;17;131;11;ESTRUCTURAS METALICAS ACABADAS;1605
2015;030030030;17;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;25814.18
2015;030030030;17;131;11;ELEMENTOS DE LIMPIEZA;46812.38
2015;030030030;17;131;11;UTILES DE ESCRITORIO, OFICINA Y ENSEÑANZA;0
2015;030030030;17;131;11;UTILES Y MATERIALES ELECTRICOS;22831.53
2015;030030030;17;131;11;REPUESTOS Y ACCESORIOS;300000
2015;030030030;17;131;11;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;332577.16
2015;030030030;17;132;11;ENERGIA ELECTRICA;124300.98
2015;030030030;17;132;11;AGUA;21182.42
2015;030030030;17;132;11;GAS;9920.63
2015;030030030;17;132;11;TELEFONOS, TELEX Y TELEFAX;136326.24
2015;030030030;17;132;11;CORREOS Y TELEGRAFO;72597.74
2015;030030030;17;132;11;INTERNET BANDA ANCHA;39003.16
